Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
34	:	1759167209.882	    77.335	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal33 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal33.out 2> timings_z2.0/gal33.time
20	:	1759167209.854	    78.865	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal19 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal19.out 2> timings_z2.0/gal19.time
55	:	1759167209.932	    90.364	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal54 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal54.out 2> timings_z2.0/gal54.time
61	:	1759167209.945	    91.371	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal60 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal60.out 2> timings_z2.0/gal60.time
35	:	1759167209.884	    91.625	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal34 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal34.out 2> timings_z2.0/gal34.time
46	:	1759167209.909	    92.554	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal45 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal45.out 2> timings_z2.0/gal45.time
52	:	1759167209.925	    93.068	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal51 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal51.out 2> timings_z2.0/gal51.time
51	:	1759167209.922	    93.993	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal50 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal50.out 2> timings_z2.0/gal50.time
58	:	1759167209.939	    96.532	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal57 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal57.out 2> timings_z2.0/gal57.time
59	:	1759167209.941	    97.210	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal58 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal58.out 2> timings_z2.0/gal58.time
66	:	1759167242.411	    65.117	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal65 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal65.out 2> timings_z2.0/gal65.time
57	:	1759167209.937	   100.668	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal56 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal56.out 2> timings_z2.0/gal56.time
49	:	1759167209.917	   105.300	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal48 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal48.out 2> timings_z2.0/gal48.time
53	:	1759167209.927	   106.855	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal52 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal52.out 2> timings_z2.0/gal52.time
63	:	1759167209.949	   108.324	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal62 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal62.out 2> timings_z2.0/gal62.time
4	:	1759167209.824	   108.515	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal3 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal3.out 2> timings_z2.0/gal3.time
28	:	1759167209.870	   110.205	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal27 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal27.out 2> timings_z2.0/gal27.time
23	:	1759167209.860	   113.909	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal22 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal22.out 2> timings_z2.0/gal22.time
32	:	1759167209.878	   114.578	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal31 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal31.out 2> timings_z2.0/gal31.time
11	:	1759167209.836	   115.115	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal10 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal10.out 2> timings_z2.0/gal10.time
36	:	1759167209.887	   115.947	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal35 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal35.out 2> timings_z2.0/gal35.time
40	:	1759167209.896	   118.430	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal39 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal39.out 2> timings_z2.0/gal39.time
14	:	1759167209.842	   121.259	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal13 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal13.out 2> timings_z2.0/gal13.time
45	:	1759167209.907	   121.822	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal44 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal44.out 2> timings_z2.0/gal44.time
69	:	1759167264.919	    67.529	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal68 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal68.out 2> timings_z2.0/gal68.time
22	:	1759167209.858	   123.928	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal21 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal21.out 2> timings_z2.0/gal21.time
67	:	1759167257.961	    77.850	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal66 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal66.out 2> timings_z2.0/gal66.time
12	:	1759167209.838	   126.718	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal11 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal11.out 2> timings_z2.0/gal11.time
68	:	1759167260.321	    78.277	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal67 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal67.out 2> timings_z2.0/gal67.time
31	:	1759167209.876	   130.230	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal30 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal30.out 2> timings_z2.0/gal30.time
76	:	1759167285.673	    55.661	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal75 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal75.out 2> timings_z2.0/gal75.time
48	:	1759167209.915	   132.042	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal47 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal47.out 2> timings_z2.0/gal47.time
74	:	1759167279.056	    66.926	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal73 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal73.out 2> timings_z2.0/gal73.time
42	:	1759167209.900	   136.219	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal41 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal41.out 2> timings_z2.0/gal41.time
25	:	1759167209.864	   138.702	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal24 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal24.out 2> timings_z2.0/gal24.time
16	:	1759167209.846	   139.473	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal15 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal15.out 2> timings_z2.0/gal15.time
13	:	1759167209.840	   141.769	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal12 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal12.out 2> timings_z2.0/gal12.time
44	:	1759167209.905	   142.427	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal43 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal43.out 2> timings_z2.0/gal43.time
24	:	1759167209.862	   148.713	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal23 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal23.out 2> timings_z2.0/gal23.time
30	:	1759167209.874	   150.807	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal29 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal29.out 2> timings_z2.0/gal29.time
29	:	1759167209.871	   154.010	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal28 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal28.out 2> timings_z2.0/gal28.time
71	:	1759167273.737	    90.421	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal70 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal70.out 2> timings_z2.0/gal70.time
39	:	1759167209.894	   154.730	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal38 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal38.out 2> timings_z2.0/gal38.time
54	:	1759167209.930	   154.894	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal53 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal53.out 2> timings_z2.0/gal53.time
18	:	1759167209.850	   156.401	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal17 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal17.out 2> timings_z2.0/gal17.time
70	:	1759167270.891	    95.619	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal69 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal69.out 2> timings_z2.0/gal69.time
19	:	1759167209.852	   160.431	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal18 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal18.out 2> timings_z2.0/gal18.time
94	:	1759167323.775	    47.031	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal93 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal93.out 2> timings_z2.0/gal93.time
38	:	1759167209.891	   163.503	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal37 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal37.out 2> timings_z2.0/gal37.time
82	:	1759167302.470	    73.468	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal81 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal81.out 2> timings_z2.0/gal81.time
10	:	1759167209.834	   168.903	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal9 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal9.out 2> timings_z2.0/gal9.time
79	:	1759167300.301	    79.847	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal78 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal78.out 2> timings_z2.0/gal78.time
72	:	1759167275.857	   105.768	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal71 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal71.out 2> timings_z2.0/gal71.time
89	:	1759167315.224	    67.773	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal88 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal88.out 2> timings_z2.0/gal88.time
95	:	1759167324.462	    59.743	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal94 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal94.out 2> timings_z2.0/gal94.time
77	:	1759167287.224	    98.749	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal76 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal76.out 2> timings_z2.0/gal76.time
98	:	1759167328.331	    58.784	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal97 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal97.out 2> timings_z2.0/gal97.time
99	:	1759167331.106	    57.282	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal98 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal98.out 2> timings_z2.0/gal98.time
110	:	1759167346.128	    43.349	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal109 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal109.out 2> timings_z2.0/gal109.time
21	:	1759167209.856	   180.151	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal20 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal20.out 2> timings_z2.0/gal20.time
83	:	1759167303.003	    88.500	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal82 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal82.out 2> timings_z2.0/gal82.time
43	:	1759167209.902	   182.779	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal42 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal42.out 2> timings_z2.0/gal42.time
90	:	1759167316.788	    75.904	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal89 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal89.out 2> timings_z2.0/gal89.time
86	:	1759167307.157	    94.703	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal85 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal85.out 2> timings_z2.0/gal85.time
87	:	1759167307.533	    95.992	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal86 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal86.out 2> timings_z2.0/gal86.time
26	:	1759167209.866	   194.203	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal25 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal25.out 2> timings_z2.0/gal25.time
105	:	1759167338.606	    65.643	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal104 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal104.out 2> timings_z2.0/gal104.time
78	:	1759167288.725	   119.096	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal77 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal77.out 2> timings_z2.0/gal77.time
103	:	1759167335.816	    73.499	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal102 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal102.out 2> timings_z2.0/gal102.time
96	:	1759167324.956	    85.060	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal95 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal95.out 2> timings_z2.0/gal95.time
107	:	1759167341.339	    70.894	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal106 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal106.out 2> timings_z2.0/gal106.time
119	:	1759167364.635	    49.854	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal118 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal118.out 2> timings_z2.0/gal118.time
92	:	1759167318.344	    96.560	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal91 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal91.out 2> timings_z2.0/gal91.time
102	:	1759167333.792	    81.223	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal101 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal101.out 2> timings_z2.0/gal101.time
122	:	1759167366.516	    52.342	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal121 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal121.out 2> timings_z2.0/gal121.time
84	:	1759167303.920	   117.664	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal83 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal83.out 2> timings_z2.0/gal83.time
93	:	1759167320.080	   105.236	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal92 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal92.out 2> timings_z2.0/gal92.time
9	:	1759167209.833	   216.554	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal8 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal8.out 2> timings_z2.0/gal8.time
91	:	1759167318.278	   109.950	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal90 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal90.out 2> timings_z2.0/gal90.time
121	:	1759167366.256	    63.815	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal120 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal120.out 2> timings_z2.0/gal120.time
75	:	1759167280.081	   150.194	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal74 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal74.out 2> timings_z2.0/gal74.time
109	:	1759167345.988	    85.063	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal108 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal108.out 2> timings_z2.0/gal108.time
101	:	1759167332.453	    99.813	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal100 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal100.out 2> timings_z2.0/gal100.time
128	:	1759167380.154	    52.397	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal127 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal127.out 2> timings_z2.0/gal127.time
100	:	1759167331.733	   101.405	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal99 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal99.out 2> timings_z2.0/gal99.time
125	:	1759167373.399	    61.443	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal124 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal124.out 2> timings_z2.0/gal124.time
120	:	1759167364.830	    70.527	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal119 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal119.out 2> timings_z2.0/gal119.time
80	:	1759167301.322	   134.194	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal79 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal79.out 2> timings_z2.0/gal79.time
114	:	1759167352.342	    84.099	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal113 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal113.out 2> timings_z2.0/gal113.time
153	:	1759167425.326	    12.408	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal152 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal152.out 2> timings_z2.0/gal152.time
140	:	1759167401.868	    36.042	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal139 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal139.out 2> timings_z2.0/gal139.time
131	:	1759167384.213	    56.263	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal130 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal130.out 2> timings_z2.0/gal130.time
97	:	1759167325.840	   115.317	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal96 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal96.out 2> timings_z2.0/gal96.time
2	:	1759167209.820	   232.648	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal1 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal1.out 2> timings_z2.0/gal1.time
104	:	1759167336.562	   105.960	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal103 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal103.out 2> timings_z2.0/gal103.time
88	:	1759167310.612	   132.111	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal87 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal87.out 2> timings_z2.0/gal87.time
134	:	1759167388.394	    56.424	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal133 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal133.out 2> timings_z2.0/gal133.time
143	:	1759167404.254	    41.121	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal142 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal142.out 2> timings_z2.0/gal142.time
117	:	1759167363.888	    83.148	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal116 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal116.out 2> timings_z2.0/gal116.time
113	:	1759167351.617	    95.935	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal112 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal112.out 2> timings_z2.0/gal112.time
144	:	1759167407.833	    40.837	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal143 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal143.out 2> timings_z2.0/gal143.time
112	:	1759167349.325	    99.898	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal111 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal111.out 2> timings_z2.0/gal111.time
146	:	1759167410.023	    41.204	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal145 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal145.out 2> timings_z2.0/gal145.time
37	:	1759167209.889	   241.815	0	0	0	0	/usr/bin/time -v python interpolating_for_gas_particles.py gal36 firebox 2.0 luminosity_from_luminosity_per_mass_by_dividing_to_4pi > timings_z2.0/gal36.out 2> timings_z2.0/gal36.time
