name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc,alpha_co_cloudy,X_co_cloudy,alpha_co_semi_analytical,X_co_semi_analytical
gal123,firebox,2.0,2.57504,2.37401,2.15962,1.73492,9318330000.0,2466990000.0,0.25137,0.22825,0.308064,0.233138,358144000.0,168895000.0,111.2,120562000000.0,7.58956e+43,1.4734899999999999e+44,0,0.261786,0.299336,44061300.0,9395.55,6897.98,16293.5,844.585,1040.58,1885.17,7801.4,9191.03,16992.4,3100.0,3500.0,0.314735,0.260441,27.1318,18381.7,2183.34,2196.35,15.2873,1.8312299999999998e+42,3.2191e+41,1.1466e+41,422453.0,578098.0,320925.0,96121.6,16592.9,1611.56,89.5396,3.54125,17679.7,6.62194e+40,3.65621e+40,7.835249999999999e+40,2.62607e+40,1.6932700000000001e+41,3.93408e+40,1.38619e+40,153036.0,204769.0,116178.0,36452.1,6709.73,703.419,40.9579,1.57082,6898.02,8.27944e+39,5.05604e+39,8.14301e+39,2.7292599999999996e+39,399.7959536327118,2.5187145078860845e+22,847.7724149195295,5.340966213993036e+22
gal122,firebox,2.0,3.47225,4.14465,4.60679,1.58788,9425480000.0,3541250000.0,0.31131,0.225422,0.366962,0.23431,479373000.0,195022000.0,306.395,121007000000.0,1.38905e+44,2.16205e+44,0,0.320597,0.382312,80940700.0,7605.81,8311.81,15917.6,815.867,1393.96,2209.83,58494.6,55664.3,114159.0,2500.0,2500.0,0.43893,0.279145,33.522,9980.19,894.515,896.228,41.8604,1.83366e+42,3.52525e+41,1.255e+41,1242480.0,1636710.0,917568.0,284487.0,50704.1,4559.4,208.823,6.65938,57631.4,7.758139999999999e+40,4.91733e+40,8.851649999999999e+40,2.96675e+40,3.2129e+41,8.52799e+40,2.98819e+40,910640.0,1186010.0,669521.0,210637.0,38010.6,3391.54,149.217,4.32022,43524.4,2.23494e+40,1.25154e+40,1.3983e+40,4.68677e+39,156.96188268624041,9.888598609233147e+21,385.81949005215375,2.4306627873285685e+22
gal126,firebox,2.0,2.03676,3.17891,3.00493,4.51225,7607690000.0,2955970000.0,0.281308,0.196793,0.30851,0.204026,281660000.0,88813600.0,138.439,117839000000.0,1.14975e+44,2.39513e+44,0,0.286114,0.298289,35706300.0,2185.9,4374.1,6560.0,175.877,622.587,798.464,17785.1,29205.8,46990.9,2100.0,2500.0,0.31835,0.231881,51.1697,25290.0,1159.6,1158.54,23.082,2.40951e+42,4.71221e+41,1.68706e+41,664366.0,858676.0,494853.0,160187.0,28919.6,2586.64,117.314,3.60376,31326.7,6.13736e+40,7.87409e+40,1.5942000000000001e+41,5.34316e+40,1.8598600000000002e+41,4.87462e+40,1.71907e+40,589174.0,754354.0,438843.0,144755.0,26600.4,2399.06,108.53,3.25533,28616.5,7.74204e+39,7.83786e+39,1.16994e+40,3.92199e+39,133.68173566979647,8.421949347197178e+21,423.9530620170207,2.6709042907072304e+22
gal125,firebox,2.0,1.12448,0.688704,0.585035,1.54323,8236430000.0,2307190000.0,0.252168,0.192302,0.277244,0.197703,169976000.0,69693700.0,31.8402,118206000000.0,3.2206099999999997e+43,8.84403e+43,0,0.260615,0.281443,18685100.0,3591.36,4468.39,8059.75,342.429,697.722,1040.15,8840.53,14364.6,23205.2,2700.0,2700.0,0.281334,0.221746,23.2096,9273.35,2554.23,2559.16,16.2736,1.48579e+42,2.4566400000000002e+41,8.78382e+40,139009.0,197415.0,104635.0,28026.8,4179.18,354.579,18.2226,0.842717,4806.93,4.77256e+40,2.48892e+40,6.26567e+40,2.10001e+40,1.23744e+41,2.44491e+40,8.62823e+39,72003.4,103503.0,54734.1,14390.6,2013.64,153.476,7.16287,0.273554,2371.65,5.828779999999999e+39,2.02733e+39,4.0829299999999997e+39,1.3684299999999998e+39,501.36106295275846,3.1585746966023783e+22,1222.7697487213059,7.703449416944227e+22
gal127,firebox,2.0,0.651396,0.272371,0.282152,3.40256,7044150000.0,3495600000.0,0.367769,0.241483,0.378528,0.243617,199118000.0,98015400.0,65.6734,117116000000.0,2.66875e+43,1.19463e+44,0,0.378912,0.375154,24300300.0,3102.52,6453.33,9555.85,229.4,878.697,1108.1,797.533,8898.01,9695.54,1700.0,2500.0,0.333778,0.300549,6.95494,6514.43,1778.82,1779.27,4.88787,1.1821099999999999e+42,2.07262e+41,7.4060199999999995e+40,255346.0,360948.0,188729.0,49849.0,7376.03,612.324,29.5794,1.14916,9279.63,5.017029999999999e+40,3.00173e+40,6.4988899999999995e+40,2.17819e+40,2.24268e+40,5.2551699999999995e+39,1.847e+39,223.525,336.4,167.676,39.0239,4.80523,0.343018,0.0160983,0.000714571,6.58832,1.2146199999999999e+39,5.28908e+38,8.702239999999999e+38,2.9166299999999997e+38,383.85328142990295,2.4182756730083886e+22,779.7968247006023,4.912719995613794e+22
gal124,firebox,2.0,0.15647,0.983267,0.92295,0.901513,6241360000.0,2709360000.0,0.243725,0.209072,0.318626,0.212626,200996000.0,94621500.0,37.8665,119679000000.0,3.5947e+43,8.03769e+43,0,0.260576,0.34991,24459500.0,4688.57,7709.37,12397.9,489.518,1250.23,1739.74,32699.7,93843.1,126543.0,1500.0,1300.0,0.427289,0.237185,15.345,7762.34,953.486,955.177,31.298,8.878930000000001e+41,1.5324300000000001e+41,5.43141e+40,178436.0,258305.0,131291.0,32462.3,4357.48,331.785,15.7126,0.748245,5738.04,4.2030999999999997e+40,1.58529e+40,3.1208799999999997e+40,1.046e+40,8.52526e+40,2.2564e+40,7.920119999999999e+39,24242.9,34737.1,17844.5,4549.7,648.272,51.5272,2.30768,0.0777606,851.142,6.307509999999999e+39,3.3089399999999995e+39,3.94682e+39,1.32285e+39,530.2825662982806,3.340780167679168e+22,1126.4318859422985,7.096520881436481e+22
gal130,firebox,2.0,0.539244,0.943119,0.991661,1.98933,5731540000.0,2099910000.0,0.266749,0.196011,0.294945,0.199618,143463000.0,40810900.0,36.9636,115893000000.0,4.12108e+43,1.05558e+44,0,0.274952,0.313967,17337000.0,1453.09,3600.86,5053.95,121.153,522.327,643.48,34078.9,61111.3,95190.2,1300.0,1900.0,0.339884,0.231527,35.393,5802.95,1280.49,1283.31,31.9513,1.17423e+42,2.1066000000000003e+41,7.54767e+40,161369.0,207247.0,116537.0,36728.0,6878.35,684.23,30.7238,0.914942,8451.38,3.4610799999999997e+40,2.91956e+40,7.0513599999999995e+40,2.36334e+40,9.1566e+40,2.37452e+40,8.380539999999999e+39,50798.0,69246.0,37683.9,10751.1,1721.5,154.79,8.25624,0.338409,1979.65,4.11687e+39,3.7448799999999997e+39,5.85195e+39,1.96135e+39,252.9042133247402,1.5932965439458633e+22,889.0369277866257,5.6009326450557416e+22
gal128,firebox,2.0,1.59683,1.58514,1.257,2.11535,8671710000.0,3334900000.0,0.351188,0.252676,0.380914,0.255568,453164000.0,223958000.0,141.553,116661000000.0,5.993109999999999e+43,1.2602499999999998e+44,0,0.369569,0.389731,61593100.0,7053.08,7198.6,14251.7,487.588,948.442,1436.03,4006.75,11414.7,15421.5,3100.0,2100.0,0.426424,0.2722,16.2628,7720.06,1890.03,1901.27,10.9557,1.4637e+42,2.64265e+41,9.40295e+40,578295.0,797361.0,426422.0,119412.0,19593.5,1882.89,105.607,4.28896,23209.7,7.29599e+40,3.337e+40,6.366919999999999e+40,2.1339599999999998e+40,8.96578e+40,2.11187e+40,7.46346e+39,102962.0,137238.0,75199.5,22481.0,4077.63,426.617,25.2043,0.96696,4730.27,6.384019999999999e+39,3.11361e+39,4.4345399999999996e+39,1.4863e+39,387.2729316352381,2.439819469302e+22,783.6208163653498,4.936811143101704e+22
gal133,firebox,2.0,5.59021,3.97281,2.81319,1.28397,8129980000.0,2799590000.0,0.307938,0.191864,0.325701,0.199212,731921000.0,267894000.0,215.376,114726000000.0,1.2987199999999999e+44,1.87315e+44,0,0.31856,0.333386,96976500.0,6496.55,6740.94,13237.5,508.057,956.759,1464.82,202576.0,90992.5,293569.0,2300.0,2500.0,0.326351,0.232699,40.5801,4850.34,602.381,603.407,77.9004,1.53275e+42,2.9662100000000003e+41,1.04826e+41,875414.0,1181750.0,660325.0,199017.0,32708.5,2790.33,133.221,4.62755,35646.1,7.38859e+40,2.98636e+40,6.43537e+40,2.15689e+40,4.7882200000000005e+41,1.12619e+41,3.93978e+40,599848.0,803027.0,452877.0,139117.0,23252.0,1995.11,94.3329,3.16201,25227.9,2.66825e+40,1.05886e+40,1.64277e+40,5.50603e+39,306.0197803553519,1.9279246162387167e+22,836.0855549488584,5.267338996177808e+22
gal129,firebox,2.0,2.35294,2.36704,2.21431,2.10727,9310880000.0,1739440000.0,0.195929,0.131094,0.213489,0.136136,244801000.0,59654300.0,101.642,116627000000.0,8.3259e+43,1.6549199999999998e+44,0,0.201999,0.209196,22323100.0,6630.8,5236.99,11867.8,505.594,729.434,1235.03,15957.2,14827.3,30784.6,2500.0,2500.0,0.201248,0.159006,24.477,16199.2,2304.93,2301.72,21.8637,2.8372e+42,5.0672600000000004e+41,1.8095e+41,139975.0,176731.0,106911.0,40756.8,11345.8,2106.27,193.418,6.85187,13509.6,6.2097499999999995e+40,5.23623e+40,1.39597e+41,4.67876e+40,2.83597e+41,5.81692e+40,2.0469899999999999e+40,14457.0,20602.1,11131.6,3075.35,457.467,38.0287,2.10014,0.111505,482.297,8.24387e+39,4.2868899999999996e+39,9.954019999999999e+39,3.33624e+39,426.17824611537776,2.68492295052688e+22,1748.8908733702447,1.101801250223254e+23
gal131,firebox,2.0,0.712384,0.387568,0.382832,2.41777,8603280000.0,2054440000.0,0.222022,0.138156,0.241861,0.133469,68826100.0,33428100.0,16.3976,115719000000.0,1.65719e+43,9.66672e+43,0,0.221895,0.233553,6225770.0,1851.17,1503.5,3354.66,230.452,282.582,513.035,318.447,549.983,868.43,5700.0,6700.0,0.249356,0.13976,10.4185,18679.9,5864.27,5893.4,3.08862,1.55058e+42,2.3546900000000003e+41,8.482949999999999e+40,58780.1,77681.8,43685.4,13539.9,2542.31,262.97,14.7121,0.687682,2448.84,3.2706e+40,2.27241e+40,6.97083e+40,2.33637e+40,1.0960300000000001e+41,2.1083999999999998e+40,7.483859999999999e+39,17492.6,23503.1,12975.9,3822.67,642.606,60.3494,3.33549,0.157349,663.656,3.8393799999999995e+39,2.00863e+39,4.3333299999999995e+39,1.45231e+39,568.6975694154995,3.582794687317647e+22,1170.9081815104091,7.376721543515578e+22
gal135,firebox,2.0,0.558817,0.769665,0.623935,0.944192,6972480000.0,1428710000.0,0.230529,0.160008,0.249947,0.167558,142097000.0,47577900.0,22.4778,113863000000.0,2.66608e+43,6.45577e+43,0,0.235943,0.252776,14079800.0,1310.72,1939.38,3250.09,143.054,328.154,471.208,4178.55,6977.9,11156.5,2100.0,2300.0,0.257231,0.189874,19.6128,7535.46,2934.67,2946.59,11.1881,1.1651e+42,1.90407e+41,6.80205e+40,91004.0,123879.0,67254.3,19155.0,3036.4,262.041,13.6755,0.652181,3503.78,3.47088e+40,1.70512e+40,5.193599999999999e+40,1.7406899999999998e+40,5.96027e+40,1.23903e+40,4.35602e+39,12760.9,18559.9,9749.02,2528.64,352.504,27.5756,1.38412,0.0638019,411.002,2.55487e+39,9.85875e+38,2.06677e+39,6.92655e+38,522.811085227023,3.293709836930245e+22,1561.4368599182453,9.837052217484945e+22
gal138,firebox,2.0,0.178018,0.15183,0.198885,4.1102,5691390000.0,4006530000.0,0.448944,0.257326,0.449185,0.264323,106359000.0,51194100.0,51.9274,111253000000.0,1.73709e+43,1.10002e+44,0,0.452911,0.442433,13497800.0,978.191,3333.1,4311.3,95.5362,523.98,619.516,0.0489027,64.8117,64.8606,2100.0,2500.0,0.654275,0.314656,0.0695255,1404260.0,9661.2,9786.7,0.0382747,8.26372e+41,1.45175e+41,5.20045e+40,162267.0,227338.0,116903.0,30641.6,4717.86,456.25,26.1996,0.972938,6485.09,3.88581e+40,2.4695599999999997e+40,5.22611e+40,1.75163e+40,5.3422e+38,3.6282600000000003e+37,1.32268e+37,2.25975e-17,3.2832300000000004e-18,1.00417e-18,4.08365e-19,1.92021e-19,1.0035400000000001e-19,6.045799999999999e-20,4.0322899999999994e-20,2.10249e-17,1.99924e+35,1.69896e+37,2.9286100000000003e+37,9.817279999999999e+36,315.49298378598235,1.9876057978516888e+22,655.4567472129269,4.129377507441439e+22
gal132,firebox,2.0,9.38084,7.43224,5.94383,1.2164,7470570000.0,1703050000.0,0.150688,0.117334,0.16272,0.122234,299634000.0,53365800.0,40.9645,115308000000.0,1.9366099999999997e+44,2.54925e+44,0,0.14928,0.168264,27213600.0,4746.99,4529.62,9276.61,351.317,619.345,970.662,117863.0,57000.2,174863.0,2100.0,2500.0,0.161506,0.140041,38.0053,6084.97,1514.23,1498.72,59.4202,2.83597e+42,5.34917e+41,1.9001300000000002e+41,232065.0,329061.0,194324.0,61673.9,10416.9,976.384,56.7928,2.49789,9383.96,5.06523e+40,4.80411e+40,1.41724e+41,4.75024e+40,6.7943600000000004e+41,1.39579e+41,4.9038e+40,69495.0,102463.0,60121.3,18522.1,2974.38,265.272,15.3395,0.692465,2463.86,1.51532e+40,9.937579999999999e+39,2.5909499999999997e+40,8.68454e+39,229.96057139163597,1.4487515997673066e+22,1291.1641135026825,8.1343339150669e+22
gal136,firebox,2.0,0.205108,1.33652,1.54979,1.05548,9982940000.0,907638000.0,0.0960873,0.0811796,0.108475,0.0849339,82585100.0,11914200.0,1.46209,113767000000.0,3.51209e+43,9.7297e+43,0,0.0984905,0.115246,4160180.0,1133.69,584.62,1718.31,116.439,95.0881,211.527,448.362,352.575,800.937,5900.0,6100.0,0.117583,0.0823559,5.51373,19179.7,7974.71,8002.33,3.66488,3.14527e+42,4.64804e+41,1.6617200000000002e+41,6343.96,8598.52,4478.05,1193.8,175.342,14.2332,0.773952,0.0512177,225.682,3.71894e+40,2.40081e+40,9.17033e+40,3.07361e+40,1.69518e+41,2.54933e+40,9.073139999999999e+39,410.961,558.671,292.773,79.2852,12.3205,1.13197,0.0740013,0.00590207,13.849,2.5995099999999997e+39,1.2344299999999999e+39,4.22109e+39,1.41473e+39,1878.0383230663497,1.1831641435318002e+23,13017.909948990851,8.201283267864237e+23
gal134,firebox,2.0,8.7195,5.99082,6.00731,2.73601,10891600000.0,1702190000.0,0.163859,0.136054,0.198366,0.148345,424095000.0,105517000.0,80.1601,114196000000.0,1.8615599999999998e+44,2.78877e+44,0,0.167124,0.195941,44737900.0,4232.1,4985.56,9217.66,313.274,679.509,992.783,160342.0,134816.0,295158.0,1500.0,2100.0,0.245867,0.174959,75.6525,11933.7,816.612,813.331,69.3056,3.8638799999999996e+42,7.14342e+41,2.5485e+41,400296.0,554713.0,321590.0,100088.0,16267.0,1410.46,75.5243,3.10649,15543.9,7.35493e+40,7.10628e+40,1.8742500000000002e+41,6.281909999999999e+40,4.168e+41,1.0528e+41,3.71067e+40,333881.0,463681.0,272010.0,85928.8,14099.0,1230.67,65.8204,2.58437,13137.4,1.29048e+40,1.27678e+40,2.5110399999999997e+40,8.41727e+39,263.597437895957,1.6606638587445292e+22,1059.453504406739,6.674557077762456e+22
gal137,firebox,2.0,3.08428,1.89028,1.70247,2.04283,8458080000.0,4416140000.0,0.459643,0.315541,0.494829,0.318557,749000000.0,388146000.0,614.25,111556000000.0,8.3333e+43,1.6494399999999999e+44,0,0.475803,0.504825,133627000.0,7597.01,9501.12,17098.1,567.458,1300.67,1868.13,40887.1,56423.9,97311.0,2500.0,1900.0,0.568067,0.351261,24.7886,4958.35,484.866,486.176,34.9976,1.23699e+42,2.42815e+41,8.603659999999999e+40,1955490.0,2599670.0,1429550.0,437149.0,84233.0,8753.06,436.033,13.2275,101273.0,8.68347e+40,3.76689e+40,5.62654e+40,1.88582e+40,1.2273e+41,3.04002e+40,1.06159e+40,780954.0,1026780.0,571113.0,179659.0,36034.2,3943.84,203.606,6.00867,42793.3,1.39913e+40,3.8480899999999997e+39,3.28153e+39,1.09982e+39,198.49040393967752,1.2504895448199683e+22,383.0242036522815,2.4130524830093734e+22
gal143,firebox,2.0,0.0257861,0.0416795,0.0976139,0.109029,4790760000.0,3312050000.0,0.42866,0.284846,0.435887,0.290322,37716400.0,21013300.0,22.1587,110119000000.0,1.29071e+43,7.39368e+43,0,0.436653,0.430887,4945140.0,948.907,3403.2,4352.1,90.1801,527.744,617.924,2142.09,17715.9,19858.0,1700.0,1900.0,0.475683,0.329215,3.88076,8586.33,3141.62,3162.4,8.01059,5.2474600000000005e+41,9.205639999999999e+40,3.30232e+40,104748.0,147699.0,77433.0,20600.5,3106.2,268.145,13.4374,0.530918,3884.38,2.41916e+40,1.6875399999999999e+40,3.71634e+40,1.24557e+40,3.2912599999999997e+40,1.00474e+40,3.58418e+39,4111.22,5564.88,3113.47,926.646,162.988,17.0828,1.00097,0.0350534,184.908,1.8276999999999998e+39,2.5809299999999997e+39,3.14463e+39,1.05388e+39,200.6081261694734,1.2638311948676825e+22,360.0679726581892,2.268428227746592e+22
gal142,firebox,2.0,2.04637,2.20546,2.11585,1.7339,4413030000.0,3813080000.0,0.476216,0.310832,0.508178,0.314429,463857000.0,228121000.0,587.184,110300000000.0,8.45566e+43,1.50346e+44,0,0.499321,0.531038,90671800.0,2385.22,6351.33,8736.54,167.435,842.986,1010.42,72722.8,156063.0,228786.0,1500.0,1500.0,0.588314,0.355684,44.9853,9851.97,406.387,406.311,46.6746,7.14751e+41,1.54669e+41,5.47708e+40,1797210.0,2299950.0,1300220.0,423859.0,90344.8,10068.9,492.189,13.995,110514.0,4.9123899999999995e+40,2.94717e+40,4.02862e+40,1.35024e+40,1.09427e+41,3.44279e+40,1.20759e+40,1206390.0,1456100.0,866970.0,313683.0,74719.1,8820.6,435.636,12.0666,89475.0,9.844629999999999e+39,7.03318e+39,5.20075e+39,1.7432299999999998e+39,126.93063136750852,7.996629776153038e+21,258.09838583137196,1.6260198307376434e+22
gal140,firebox,2.0,0.414381,0.542852,0.488179,2.6318,7027980000.0,2409400000.0,0.285922,0.160479,0.304475,0.169837,126453000.0,33888400.0,13.2287,110809000000.0,3.52751e+43,1.17343e+44,0,0.293818,0.308905,12956200.0,1400.9,2482.79,3883.69,121.977,373.956,495.934,2643.97,5775.54,8419.51,3100.0,3500.0,0.310139,0.202533,15.1261,20550.3,2210.84,2215.87,8.89966,1.4911099999999998e+42,2.61637e+41,9.38208e+40,64700.4,90379.3,50204.7,14847.5,2516.87,250.548,15.5449,0.794147,2444.92,4.40205e+40,3.5080599999999997e+40,8.55117e+40,2.86601e+40,1.21549e+41,2.6408099999999997e+40,9.290389999999999e+39,24576.0,34020.1,18680.4,5355.18,796.027,59.6943,2.57546,0.0890563,872.899,5.843939999999999e+39,2.60971e+39,4.6525399999999995e+39,1.5593299999999998e+39,523.7741961409821,3.299777435688187e+22,1954.4392306693621,1.2312967153216981e+23
gal139,firebox,2.0,4.16406,4.27147,3.2217,1.35856,4168270000.0,4901840000.0,0.635511,0.351852,0.67187,0.362927,542531000.0,287933000.0,2221.56,110968000000.0,1.1037599999999999e+44,1.6118799999999998e+44,0,0.666061,0.704317,150466000.0,1722.42,5844.38,7566.8,125.916,792.741,918.657,141201.0,188878.0,330079.0,1500.0,1500.0,0.735484,0.447139,52.659,5487.17,256.886,257.244,65.0376,4.13758e+41,9.40703e+40,3.31246e+40,6347590.0,7772280.0,4480100.0,1532740.0,336354.0,36453.2,1748.2,54.1837,429674.0,4.47456e+40,1.84685e+40,1.8769199999999999e+40,6.29087e+39,9.32976e+40,3.02169e+40,1.05636e+40,4927600.0,5880490.0,3456350.0,1230040.0,279880.0,30065.0,1303.69,31.1192,356351.0,1.12212e+40,6.917929999999999e+39,3.17022e+39,1.0627599999999999e+39,45.360995275372225,2.8577427023484504e+21,85.47039112482061,5.384634640863698e+21
gal141,firebox,2.0,0.686498,0.69931,0.657066,0.401904,6886070000.0,1560600000.0,0.209737,0.127793,0.234908,0.136727,125030000.0,40161500.0,19.0899,110764000000.0,2.51396e+43,5.93796e+43,0,0.215262,0.245982,12637200.0,2424.98,2691.7,5116.68,182.725,371.999,554.724,6109.6,8411.1,14520.7,2300.0,2500.0,0.26804,0.155764,23.14,6122.79,2947.01,2956.15,13.5286,1.1299899999999999e+42,1.8111900000000002e+41,6.46092e+40,80173.4,110108.0,60113.8,17138.2,2689.73,231.942,11.9674,0.519487,2955.32,3.36448e+40,1.44591e+40,4.61034e+40,1.5452e+40,9.01967e+40,1.881e+40,6.62558e+39,38516.3,52477.1,29869.1,9097.98,1512.93,135.811,7.12744,0.296442,1477.94,3.8365599999999996e+39,1.5358099999999998e+39,3.21902e+39,1.07885e+39,500.9329777706821,3.1558777599552972e+22,1559.4947950317687,9.824817208700143e+22
gal144,firebox,2.0,0.375149,0.386878,0.343077,2.92956,7095810000.0,2901250000.0,0.359672,0.237176,0.354634,0.243178,97439800.0,57489000.0,36.9743,110032000000.0,1.90982e+43,9.21526e+43,0,0.369972,0.35886,11656600.0,968.095,1704.92,2673.01,138.141,328.753,466.895,164.209,531.534,695.743,4300.0,4300.0,0.34327,0.222093,10.6508,15230.5,4207.85,4223.56,2.21791,1.0568399999999999e+42,1.76537e+41,6.33261e+40,150586.0,211014.0,111076.0,29971.6,4703.23,439.976,25.1174,1.18056,5694.26,3.98074e+40,2.30834e+40,5.2781799999999995e+40,1.76908e+40,4.29384e+40,8.98456e+39,3.17534e+39,14700.3,18838.6,10478.9,3227.9,578.299,54.727,2.66303,0.0941166,694.222,1.81106e+39,1.12328e+39,2.0712799999999998e+39,6.942259999999999e+38,381.76855750202543,2.4051419122627603e+22,647.0707768318435,4.076545894040614e+22
gal146,firebox,2.0,1.88393,2.15101,2.213,0.87202,6718770000.0,970463000.0,0.134632,0.120723,0.159559,0.125215,189573000.0,39250500.0,6.81875,109204000000.0,6.454199999999999e+43,1.14565e+44,0,0.136989,0.162498,13638800.0,2984.58,2889.9,5874.48,217.235,390.743,607.978,39270.6,27120.1,66390.7,2100.0,2100.0,0.186426,0.137273,26.7765,16815.2,2095.52,2090.93,34.2988,2.08912e+42,3.6061e+41,1.28525e+41,30490.8,43523.9,23322.8,6322.17,942.016,80.6916,4.69201,0.289352,983.081,3.65089e+40,2.78986e+40,8.82933e+40,2.95926e+40,3.5993400000000005e+41,7.624919999999999e+40,2.68519e+40,9149.97,13068.8,6992.11,1880.2,269.665,21.8652,1.20144,0.0674242,292.305,9.03133e+39,6.06851e+39,1.47419e+40,4.94108e+39,1287.2899366366248,8.109926600810736e+22,6217.38360423472,3.916951670667874e+23
gal145,firebox,2.0,0.954226,1.93966,2.31901,1.7256,4691450000.0,1930410000.0,0.272205,0.165123,0.292407,0.170426,147032000.0,44228000.0,40.6997,109402000000.0,6.55256e+43,1.16147e+44,0,0.272646,0.294309,17283600.0,1558.46,3365.95,4924.41,131.117,492.144,623.261,36524.8,56067.8,92592.6,1700.0,2100.0,0.300047,0.195397,39.9395,18618.5,1292.48,1292.72,33.078,1.1692199999999999e+42,2.34652e+41,8.38813e+40,202788.0,267620.0,151418.0,46879.7,7898.33,674.035,31.512,1.1264,8471.37,3.05918e+40,3.70537e+40,8.71286e+40,2.9202499999999997e+40,2.218e+41,6.02646e+40,2.1242399999999999e+40,184722.0,241626.0,138223.0,43603.5,7454.37,639.378,29.7377,1.02292,7880.65,8.47693e+39,8.815469999999999e+39,1.48267e+40,4.9697599999999996e+39,218.09969031698128,1.374028048996982e+22,725.0527644633805,4.567832416119297e+22
gal150,firebox,2.0,1.468,1.41403,1.43514,3.19489,4782630000.0,3820440000.0,0.478662,0.275426,0.510761,0.280726,312167000.0,137488000.0,292.18,106355000000.0,6.33287e+43,1.4497399999999998e+44,0,0.483684,0.526739,57228800.0,1457.86,5027.47,6485.33,122.705,733.657,856.362,2.28729,860.401,862.688,1500.0,1500.0,0.707599,0.312832,1.41291,1726700.0,5752.02,5804.93,0.261762,8.54758e+41,1.79203e+41,6.37477e+40,998579.0,1287770.0,731165.0,237407.0,48066.1,5299.26,302.17,11.129,56434.7,4.82066e+40,3.80728e+40,5.987369999999999e+40,2.00672e+40,2.6411099999999998e+39,4.07647e+38,1.4331299999999999e+38,0.0291308,0.0386011,0.0188627,0.00461741,0.000629668,5.23817e-05,3.53644e-06,3.97699e-07,0.00103178,5.074020000000001e+37,1.5598099999999998e+38,1.9605e+38,6.570470000000001e+37,137.683648464468,8.674069853261484e+21,312.6112205443936,1.9694506894296793e+22
gal149,firebox,2.0,2.83235,3.22969,2.71011,1.97428,6841670000.0,3077020000.0,0.332839,0.234076,0.371011,0.244108,584933000.0,205792000.0,215.875,107152000000.0,1.1083899999999999e+44,1.77848e+44,0,0.341979,0.386983,85044200.0,3632.27,5274.5,8906.77,281.703,739.892,1021.59,7333.79,13847.9,21181.7,2500.0,2300.0,0.382363,0.263183,38.573,106514.0,1252.99,1256.66,14.8221,1.49332e+42,3.0562e+41,1.0842300000000001e+41,851454.0,1137310.0,638554.0,196899.0,35261.5,3426.1,179.223,6.25843,38507.7,7.18499e+40,4.46642e+40,8.58407e+40,2.87707e+40,1.4680100000000001e+41,3.8473e+40,1.35591e+40,230075.0,301737.0,176137.0,58486.2,11393.5,1229.88,71.9797,2.64719,11223.6,7.71558e+39,6.43824e+39,8.599709999999999e+39,2.88255e+39,241.69479502122252,1.522677208633702e+22,686.9813284099904,4.327982368982939e+22
