name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc,alpha_co_cloudy,X_co_cloudy,alpha_co_semi_analytical,X_co_semi_analytical
gal108,firebox,1.0,2.14633,1.33026,0.832913,2.58996,6393880000.0,6436810000.0,0.669725,0.38097,0.714945,0.412189,387833000.0,234642000.0,1544.9,187062000000.0,5.17145e+43,1.18167e+44,0,0.688252,0.706837,86324200.0,2198.8,6135.06,8333.85,236.047,1025.41,1261.46,9692.96,37849.6,47542.6,2100.0,2500.0,0.716339,0.536788,28.3439,22380.6,487.344,486.595,17.0402,5.95273e+41,1.21112e+41,4.29261e+40,3546210.0,4633820.0,2551670.0,801794.0,173635.0,22642.4,1469.74,63.0865,224905.0,5.67742e+40,2.67709e+40,2.76325e+40,9.26147e+39,5.77031e+40,1.7673999999999999e+40,6.17697e+39,1052680.0,1227950.0,758313.0,300875.0,84933.2,13379.9,987.722,47.6101,101035.0,7.05202e+39,3.94398e+39,1.8861599999999998e+39,6.321979999999999e+38,66.1669782669385,4.1685196308171257e+21,109.36549160935196,6.890025971389174e+21
gal110,firebox,1.0,5.47373,4.59224,4.67165,1.87017,5403470000.0,9107410000.0,0.970271,0.51339,1.01175,0.548815,1352530000.0,856900000.0,8302.49,184756000000.0,1.4188599999999998e+44,2.1430099999999998e+44,0,1.00804,1.02388,469504000.0,5405.71,10024.5,15430.2,363.869,1333.13,1697.0,32924.1,52114.3,85038.3,2900.0,3100.0,1.01085,0.661224,30.6792,15697.2,168.62,167.272,31.4052,4.55319e+41,1.17223e+41,4.09729e+40,19613900.0,25226600.0,13770000.0,4191410.0,823667.0,94121.3,5128.72,153.116,1188190.0,8.17174e+40,2.75699e+40,1.1226199999999998e+40,3.7625599999999996e+39,9.61206e+40,3.0764099999999997e+40,1.07184e+40,6806640.0,8848220.0,4806350.0,1439320.0,271652.0,29344.0,1567.42,46.5957,384505.0,1.75046e+40,8.1542e+39,1.3546999999999999e+39,4.5404799999999994e+38,43.68840465180306,2.752369493063593e+21,68.95772895752502,4.344336924324076e+21
gal113,firebox,1.0,1.15085,0.69533,0.564521,1.23815,3701630000.0,7580920000.0,0.857893,0.478289,0.881606,0.503075,443947000.0,260289000.0,1371.67,179746000000.0,3.77999e+43,8.53316e+43,0,0.877365,0.903343,121767000.0,1473.18,4685.65,6158.83,97.1154,605.018,702.133,18052.4,40931.8,58984.3,2700.0,2100.0,0.89531,0.588362,24.0919,6797.8,338.17,335.531,23.2548,2.54945e+41,5.43209e+40,1.90573e+40,4040100.0,5503570.0,2908930.0,815671.0,144459.0,15397.9,793.106,23.608,203993.0,4.3207099999999998e+40,1.0190199999999999e+40,6.95686e+39,2.3316499999999997e+39,4.73789e+40,1.30473e+40,4.54725e+39,2552650.0,3434210.0,1835400.0,527636.0,96556.0,10222.1,511.556,13.9334,135454.0,8.677049999999999e+39,2.81074e+39,5.9971599999999995e+38,2.00999e+38,64.42637558476275,4.0588616618400536e+21,109.88515135763966,6.922764535531299e+21
gal115,firebox,1.0,2.2804,1.1848,1.29757,2.06338,8071070000.0,9820690000.0,0.936269,0.540642,0.97577,0.581787,1187000000.0,695066000.0,3731.33,179439000000.0,7.29265e+43,1.5167399999999999e+44,0,0.965398,1.00744,345606000.0,6047.52,10471.4,16518.9,481.443,1500.8,1982.25,10687.9,25679.0,36367.0,3100.0,3100.0,1.05622,0.727239,14.6558,16434.3,423.956,419.912,17.8934,5.1587700000000006e+41,1.12386e+41,3.9378699999999996e+40,10809600.0,14752700.0,7699990.0,2093160.0,342444.0,33752.7,1687.98,47.0156,498733.0,9.84567e+40,2.23316e+40,1.09674e+40,3.67584e+39,5.23452e+40,1.46814e+40,5.09536e+39,2287370.0,3128490.0,1622620.0,434020.0,67456.4,6504.75,351.991,9.72954,97270.5,1.12715e+40,3.04884e+39,4.46148e+38,1.49532e+38,64.30080669034932,4.050950821492007e+21,109.80979869745411,6.918017317939609e+21
gal111,firebox,1.0,1.48911,2.48458,1.98975,1.62008,9293640000.0,3335320000.0,0.393818,0.267336,0.423625,0.275034,430234000.0,220213000.0,164.635,182442000000.0,7.40315e+43,1.43341e+44,0,0.401981,0.41632,60778100.0,5743.39,4601.27,10344.7,594.468,765.554,1360.02,6734.61,3987.11,10721.7,4100.0,4700.0,0.428421,0.271158,19.2819,6563.8,1468.69,1472.75,14.2037,1.2885499999999999e+42,2.3376e+41,8.29562e+40,723671.0,988304.0,534173.0,153518.0,25570.7,2312.57,113.272,4.20313,30113.5,7.77643e+40,2.87173e+40,5.618249999999999e+40,1.88304e+40,1.55108e+41,3.72213e+40,1.30636e+40,442297.0,583477.0,325744.0,100308.0,18065.4,1711.43,84.1888,2.90769,20688.5,1.23024e+40,4.80063e+39,5.674349999999999e+39,1.90188e+39,304.2998821287574,1.917089257411172e+22,594.5160162560059,3.745450902412837e+22
gal117,firebox,1.0,6.9351,4.21513,3.9811,2.31674,3612290000.0,18316400000.0,1.38388,0.742859,1.57637,0.771378,1301790000.0,916714000.0,95527.3,177880000000.0,1.2895e+44,2.04625e+44,0,1.4805,1.80699,894754000.0,2995.36,15696.9,18692.3,215.382,2122.12,2337.51,175651.0,575758.0,751409.0,1500.0,1300.0,2.16201,1.01457,41.1226,24017.1,44.6577,44.6175,72.5389,1.08837e+41,2.95893e+40,1.01593e+40,140649000.0,150975000.0,90218700.0,34763000.0,7700630.0,827777.0,38885.1,893.534,11276900.0,4.14299e+40,7.358229999999999e+39,1.31848e+39,4.4190099999999995e+38,2.7834299999999997e+40,1.16253e+40,3.9756099999999996e+39,83717600.0,87212800.0,53164700.0,21399700.0,4850680.0,513977.0,23341.1,518.164,7004700.0,1.1335499999999999e+40,4.2345699999999995e+39,2.08298e+37,6.98172e+36,6.517742749681832,4.1061779322995547e+20,9.255593712006485,5.831024038564086e+20
gal116,firebox,1.0,0.930955,0.817334,0.98061,1.3809,9325240000.0,2762690000.0,0.362492,0.257134,0.378804,0.270145,262168000.0,131415000.0,89.0241,178893000000.0,3.85737e+43,9.93441e+43,0,0.36714,0.382622,32321800.0,4275.65,3044.22,7319.87,533.885,590.981,1124.87,1303.7,1222.64,2526.33,6300.0,6900.0,0.36859,0.302218,11.2103,11105.9,3037.67,3050.97,6.24933,1.45945e+42,2.55381e+41,9.08798e+40,347494.0,490609.0,256358.0,67829.6,10309.1,929.148,51.6217,2.45511,12743.3,7.45176e+40,2.94285e+40,6.24224e+40,2.0921699999999999e+40,2.09333e+41,4.31762e+40,1.52294e+40,140352.0,189821.0,103815.0,29955.0,4959.02,453.565,23.096,0.856942,5932.34,1.23743e+40,4.92937e+39,7.61461e+39,2.5521199999999997e+39,378.179191583164,2.3825289069739335e+22,754.4533143018297,4.753055880101527e+22
gal119,firebox,1.0,0.112952,0.0408602,0.0415831,0.258728,2699080000.0,5635670000.0,0.59251,0.311795,0.609624,0.331156,41012100.0,18905600.0,36.8575,169857000000.0,9.88205e+42,5.53562e+43,0,0.616785,0.620538,6792930.0,252.765,1852.28,2105.04,23.6569,285.165,308.822,7160.76,28409.5,35570.3,1900.0,2500.0,0.608271,0.439215,7.45271,6378.28,1140.13,1139.16,14.6462,1.66127e+41,2.8440099999999997e+40,1.0107299999999999e+40,120218.0,168123.0,89246.2,25446.8,4764.95,629.894,52.9438,2.98643,5458.82,1.65677e+40,4.2165e+39,7.35218e+39,2.46413e+39,2.58118e+40,6.34954e+39,2.22516e+39,60878.2,88340.1,44604.3,11029.1,1548.21,135.154,7.34825,0.273854,2121.65,2.96247e+39,1.00494e+39,7.85769e+38,2.63359e+38,157.26097589379293,9.907441481308954e+21,341.1477482573325,2.149230814021195e+22
gal120,firebox,1.0,0.362927,0.410618,0.597601,1.68272,4095660000.0,7500940000.0,1.05817,0.48028,1.08668,0.519313,722566000.0,381865000.0,1654.72,169603000000.0,4.17191e+43,9.994619999999999e+43,0,1.0817,1.08834,209965000.0,2310.3,5803.02,8113.31,158.349,770.177,928.526,13927.0,28209.5,42136.4,2900.0,2900.0,1.08988,0.668964,15.4135,13977.5,313.277,312.704,20.4255,2.65828e+41,6.05612e+40,2.11653e+40,5869040.0,8182800.0,4195330.0,1089800.0,162959.0,15472.5,957.07,35.7623,233442.0,5.60316e+40,1.2578699999999999e+40,5.838679999999999e+39,1.95688e+39,4.48436e+40,1.25769e+40,4.3615499999999996e+39,2599080.0,3587590.0,1850090.0,486834.0,73046.6,6738.44,378.829,11.7808,104072.0,1.04466e+40,2.5018799999999998e+39,3.25701e+38,1.09165e+38,65.06430353175307,4.0990511225004433e+21,123.11485353652387,7.756235772801003e+21
gal114,firebox,1.0,5.09586,4.11214,3.83764,3.14866,15269200000.0,8397870000.0,0.55911,0.352176,0.663145,0.377456,1579180000.0,882319000.0,1809.18,179675000000.0,1.50546e+44,2.76428e+44,0,0.56594,0.627095,325028000.0,14367.3,9722.41,24089.7,2916.69,2405.18,5321.87,4714.83,4920.67,9635.5,6500.0,6300.0,0.646138,0.445738,19.2987,14067.9,1036.59,1034.65,11.8844,1.81615e+42,3.68984e+41,1.3007200000000001e+41,6101460.0,8442270.0,4440940.0,1222860.0,206423.0,20343.1,1057.69,35.893,270265.0,1.8000600000000002e+41,5.56647e+40,5.63269e+40,1.88789e+40,2.32828e+41,6.019039999999999e+40,2.10656e+40,2520950.0,3321770.0,1824320.0,555504.0,107405.0,11366.0,567.143,16.1088,137646.0,2.8955e+40,1.07205e+40,5.78519e+39,1.93902e+39,144.60784795770192,9.110294421335221e+21,258.8200201263304,1.6305661267958817e+22
gal112,firebox,1.0,4.79653,4.0932,3.72167,4.05656,14315300000.0,7045570000.0,0.534196,0.330772,0.587971,0.358263,1409810000.0,740773000.0,1319.38,180137000000.0,1.53032e+44,2.7530299999999997e+44,0,0.541888,0.560724,256681000.0,16304.0,9695.79,25999.8,2000.92,1816.12,3817.04,4232.33,3945.44,8177.76,6100.0,6100.0,0.612968,0.404677,18.1374,16370.2,1106.52,1105.4,11.2599,2.0861899999999998e+42,4.2261100000000005e+41,1.4913e+41,3816240.0,5134450.0,2767150.0,812576.0,153666.0,17376.1,1062.91,38.5017,197256.0,1.82024e+41,6.44647e+40,7.68969e+40,2.57729e+40,2.16995e+41,5.23829e+40,1.83416e+40,1623920.0,2099520.0,1170160.0,374443.0,81658.1,10639.9,726.3,26.7298,104555.0,2.51531e+40,8.22188e+39,5.462629999999999e+39,1.83085e+39,194.11069534410834,1.2228973806678826e+22,369.4238307863237,2.3273701339538395e+22
gal106,firebox,1.0,3.76389,3.58408,3.15674,5.60862,10867100000.0,14174100000.0,0.772258,0.545804,0.835916,0.562454,1449250000.0,837010000.0,3249.08,189209000000.0,1.6659099999999998e+44,3.2041099999999997e+44,0,0.785244,0.821601,372034000.0,8267.98,16161.3,24429.3,806.596,2557.54,3364.13,9058.06,40729.0,49787.0,2700.0,2500.0,0.842468,0.619746,29.0805,33474.8,304.68,304.724,16.4726,1.1581e+42,2.67642e+41,9.4411e+40,10138200.0,13947800.0,7298250.0,1993940.0,335770.0,33958.8,1874.21,60.8081,471202.0,1.33245e+41,7.04187e+40,4.22953e+40,1.41758e+40,8.02736e+40,2.6163099999999997e+40,9.114689999999999e+39,1477360.0,1950390.0,1060280.0,315639.0,59442.1,6347.61,330.059,8.88097,81675.0,1.12909e+40,6.73036e+39,1.8164599999999998e+39,6.0882e+38,82.56002051646249,5.201281292537136e+21,142.94943875638674,9.005814641652364e+21
gal118,firebox,1.0,0.284456,0.529373,0.37056,2.17965,8022190000.0,3645370000.0,0.392563,0.257146,0.459068,0.296443,206974000.0,103905000.0,57.6802,170090000000.0,2.90344e+43,9.17065e+43,0,0.392131,0.414194,29066200.0,858.83,1576.59,2435.42,127.691,310.726,438.417,1191.79,2114.89,3306.68,3500.0,3700.0,0.479025,0.309462,11.2925,7302.52,2486.11,2497.45,5.97509,1.05384e+42,1.85013e+41,6.60381e+40,250433.0,360766.0,186789.0,47750.1,6709.89,526.049,24.1697,0.960285,8568.07,5.34394e+40,2.36167e+40,4.94092e+40,1.65602e+40,4.46581e+40,9.51204e+39,3.36278e+39,64971.0,93999.9,48095.9,11912.2,1592.91,120.324,5.34641,0.176429,2162.06,3.37658e+39,1.40116e+39,1.818e+39,6.0930299999999994e+38,414.9013907911497,2.613878761984243e+22,826.4645633762324,5.206726749270264e+22
gal121,firebox,1.0,0.665523,0.921286,0.9169,1.48291,4646110000.0,6579920000.0,0.821983,0.457456,0.92266,0.47312,766414000.0,426688000.0,1686.43,169138000000.0,4.738259999999999e+43,9.45223e+43,0,0.879488,0.968471,210976000.0,2623.77,6679.58,9303.34,185.526,892.706,1078.23,15382.1,41240.3,56622.4,2300.0,2100.0,1.05239,0.589776,15.8583,7479.61,248.919,246.366,21.4661,3.50379e+41,7.4685e+40,2.61331e+40,5796410.0,8014990.0,4158600.0,1107450.0,174813.0,17704.4,987.734,31.0426,250657.0,5.995519999999999e+40,1.29984e+40,8.4844e+39,2.84361e+39,3.1692999999999997e+40,8.46134e+39,2.94269e+39,1674490.0,2232600.0,1193460.0,345752.0,65068.4,8660.37,578.389,18.8305,94020.8,6.91658e+39,1.70361e+39,2.4666999999999997e+38,8.26741e+37,73.61246012618155,4.6375849879494376e+21,132.22218580121145,8.329997705476322e+21
gal124,firebox,1.0,2.68848,2.48025,3.15829,2.0335,10607800000.0,8431650000.0,0.633377,0.471206,0.739122,0.487839,1080930000.0,566646000.0,1653.45,164489000000.0,1.11672e+44,2.03962e+44,0,0.650633,0.750316,247667000.0,13435.0,14306.6,27741.6,1122.79,2091.17,3213.96,3401.66,13024.6,16426.3,3300.0,2700.0,0.84346,0.57836,12.6702,13831.1,803.178,800.182,10.0946,1.0590399999999999e+42,2.2456e+41,7.899259999999999e+40,5459390.0,7560140.0,3933580.0,1053910.0,169430.0,16073.5,884.733,32.8667,239366.0,1.2988e+41,4.04477e+40,2.80296e+40,9.39453e+39,7.14812e+40,2.12492e+40,7.433999999999999e+39,443848.0,610619.0,319145.0,85794.9,13593.3,1225.02,55.1322,1.45444,19351.9,1.01837e+40,4.98427e+39,1.57071e+39,5.2643699999999995e+38,103.7929145930223,6.538953619360406e+21,197.99464775368676,1.2473662808482266e+22
gal126,firebox,1.0,1.72241,1.65275,1.36244,1.44913,8649830000.0,9327570000.0,0.886151,0.527572,0.926272,0.540374,1169560000.0,691559000.0,3018.12,163286000000.0,7.475e+43,1.5092899999999998e+44,0,0.904282,0.92875,317036000.0,7799.66,11150.7,18950.3,648.759,1625.43,2274.19,22313.7,34044.4,56358.0,3500.0,2900.0,0.957062,0.61243,18.6162,8466.56,269.737,267.077,25.8542,5.33078e+41,1.08753e+41,3.81087e+40,9575550.0,13254900.0,6878970.0,1842680.0,301356.0,30850.3,1816.75,66.436,431063.0,9.880979999999999e+40,1.7372199999999998e+40,1.15338e+40,3.86567e+39,8.099729999999999e+40,2.11834e+40,7.363109999999999e+39,4325740.0,5866820.0,3094440.0,863588.0,151276.0,15856.6,788.345,21.5485,216466.0,1.63231e+40,3.74743e+39,7.97173e+38,2.6717399999999997e+38,72.221334544752,4.549944076319376e+21,122.14024259703098,7.694835283612951e+21
gal132,firebox,1.0,4.22767,1.82915,1.05627,2.11711,3844030000.0,7992590000.0,0.96588,0.579717,1.03122,0.59557,462084000.0,300284000.0,5859.3,153964000000.0,6.435029999999999e+43,1.3378899999999999e+44,0,1.01023,1.05574,190216000.0,1260.98,7406.12,8667.1,91.4637,999.415,1090.88,121349.0,398300.0,519649.0,1100.0,1500.0,1.0688,0.774417,61.1037,8344.34,84.0051,84.0374,60.2925,3.43813e+41,8.13068e+40,2.8646099999999997e+40,10561100.0,13043200.0,7336640.0,2392530.0,516327.0,60916.0,2934.35,71.4519,752058.0,4.75449e+40,2.36901e+40,1.2286699999999999e+40,4.1179799999999995e+39,1.9300099999999998e+40,6.30494e+39,2.1912599999999998e+39,4827380.0,5943980.0,3348950.0,1099090.0,242830.0,29937.6,1529.53,38.7246,353749.0,3.6002399999999996e+39,1.71659e+39,2.1447799999999998e+38,7.18827e+37,28.433023075247842,1.791280453740614e+21,43.753396899944136,2.7564640046964807e+21
gal127,firebox,1.0,0.433328,0.57307,0.72946,2.15082,8129390000.0,4005310000.0,0.468595,0.321966,0.499135,0.332102,311434000.0,172305000.0,141.053,162766000000.0,3.50247e+43,1.01972e+44,0,0.479783,0.493591,47826800.0,4047.74,5827.1,9874.84,327.427,834.842,1162.27,2752.7,9587.47,12340.2,2900.0,2500.0,0.523806,0.372031,15.3017,7563.94,742.49,744.688,9.08081,1.0545299999999999e+42,1.9057300000000002e+41,6.76391e+40,602153.0,852731.0,441512.0,115434.0,17177.3,1442.73,67.9937,2.61702,21979.4,7.24083e+40,2.71377e+40,4.39487e+40,1.47301e+40,4.8519e+40,1.1673699999999999e+40,4.0806599999999995e+39,117787.0,160794.0,85649.0,24042.6,4017.63,364.698,16.27,0.488056,5135.77,5.2883099999999997e+39,1.52311e+39,1.3587099999999999e+39,4.55384e+38,286.1482048582337,1.8027336906068724e+22,517.2007778753905,3.25836490061496e+22
gal131,firebox,1.0,2.33661,2.41006,2.44824,1.48077,7216190000.0,7707010000.0,0.712088,0.486995,0.767827,0.498896,768600000.0,426719000.0,2006.49,154035000000.0,9.75945e+43,1.6990499999999999e+44,0,0.724171,0.796869,198071000.0,5432.98,10539.9,15972.9,496.746,1608.04,2104.78,33016.2,71629.6,104646.0,2500.0,1900.0,0.854825,0.55924,26.839,27133.0,282.178,282.134,31.4492,6.75368e+41,1.51874e+41,5.33707e+40,5650320.0,7514350.0,4034360.0,1175180.0,218748.0,23378.5,1260.63,38.5783,307015.0,8.9839e+40,3.1165e+40,1.9705999999999998e+40,6.6047e+39,1.07015e+41,3.26761e+40,1.13786e+40,2487890.0,3225320.0,1773380.0,546276.0,111067.0,13332.6,825.659,26.1057,155014.0,1.64689e+40,8.27659e+39,2.0130799999999998e+39,6.74713e+38,75.52120941822764,4.757836193348341e+21,136.02769400671113,8.569744722422802e+21
gal125,firebox,1.0,3.38981,3.71124,4.71236,2.35072,9338780000.0,6614720000.0,0.659064,0.393297,0.705349,0.410001,1378330000.0,765411000.0,2406.46,164271000000.0,1.4425399999999999e+44,2.21812e+44,0,0.676592,0.715189,317621000.0,16911.7,14275.2,31186.9,1238.58,1957.63,3196.22,41243.8,38245.2,79489.0,3300.0,3100.0,0.789163,0.49124,25.4442,13131.3,268.609,266.46,35.15,9.70343e+41,2.20561e+41,7.73652e+40,7491430.0,10157200.0,5396570.0,1528250.0,271543.0,28125.4,1435.98,42.9791,373063.0,1.26037e+41,4.01115e+40,2.8261699999999997e+40,9.47223e+39,1.82463e+41,5.481149999999999e+40,1.9099599999999998e+40,4055700.0,5264570.0,2887050.0,881211.0,172403.0,18591.1,907.385,24.2818,237027.0,2.76946e+40,1.2323e+40,3.91209e+39,1.3112299999999999e+39,102.17154802220671,6.436807525399023e+21,183.9875697964207,1.1591216897174505e+22
gal129,firebox,1.0,0.249429,0.996037,0.888957,1.76711,9645860000.0,6941020000.0,0.68689,0.428565,0.73013,0.443247,609857000.0,331510000.0,627.224,156467000000.0,5.11912e+43,1.2695099999999998e+44,0,0.705584,0.751279,122404000.0,6398.69,7237.07,13635.8,690.021,1233.72,1923.74,4394.23,6365.69,10759.9,4500.0,4700.0,0.720777,0.505308,7.65568,8579.19,864.51,860.961,11.4733,7.79513e+41,1.4927500000000001e+41,5.25929e+40,2612190.0,3742000.0,1899180.0,475651.0,68339.4,6000.99,305.327,11.0358,95932.9,9.96836e+40,2.22266e+40,2.32311e+40,7.78624e+39,6.54505e+40,1.33059e+40,4.63971e+39,552835.0,803937.0,402667.0,96495.5,12352.0,889.69,37.8502,1.35918,17622.1,1.08892e+40,1.42504e+39,6.513589999999999e+38,2.1830799999999997e+38,126.90883894356843,7.99525685344481e+21,233.46578924197703,1.4708344722244554e+22
gal128,firebox,1.0,2.69259,0.760329,0.581891,0.446385,10274000000.0,1629720000.0,0.191321,0.159251,0.224795,0.16348,104463000.0,49253800.0,78.8318,162532000000.0,2.22102e+43,5.7885e+43,0,0.19282,0.228435,11445100.0,3270.84,1918.14,5188.98,610.994,446.933,1057.93,1297.12,902.173,2199.3,6500.0,7100.0,0.227011,0.175912,15.563,8759.51,5025.05,5047.56,6.23356,1.2728099999999999e+42,1.84321e+41,6.59964e+40,171694.0,216570.0,124480.0,40675.5,7483.01,699.543,32.6225,1.09907,9016.75,3.3482299999999997e+40,1.26917e+40,4.391689999999999e+40,1.47193e+40,1.82029e+41,3.03578e+40,1.0701199999999999e+40,148850.0,184236.0,107132.0,35952.7,6781.11,641.398,29.5582,0.931809,8233.65,7.63391e+39,1.67652e+39,3.9052799999999995e+39,1.3087999999999999e+39,286.86966347105897,1.8072788798676715e+22,608.4254545878132,3.833080363903223e+22
gal133,firebox,1.0,1.68909,2.07621,2.94572,5.12396,9383790000.0,3828470000.0,0.371801,0.25327,0.402679,0.268018,436478000.0,167024000.0,120.889,152690000000.0,9.48929e+43,1.94995e+44,0,0.378612,0.394098,58688500.0,3708.79,3567.91,7276.69,382.137,582.009,964.146,1326.56,1811.7,3138.26,4900.0,5100.0,0.404583,0.290313,12.9612,24073.9,2941.4,2954.95,6.30389,2.1936199999999998e+42,4.46227e+41,1.58947e+41,496611.0,668368.0,367360.0,109479.0,19315.5,1881.89,97.8119,3.47388,21884.1,9.72541e+40,7.65485e+40,1.3523800000000001e+41,4.53265e+40,2.52227e+41,6.9152799999999995e+40,2.44415e+40,149132.0,189668.0,109725.0,36587.6,7232.13,740.495,37.795,1.22137,7830.25,1.40264e+40,1.25694e+40,1.68922e+40,5.66155e+39,336.3276286671056,2.1188640606027652e+22,878.9132741723402,5.537153627285743e+22
gal130,firebox,1.0,0.876383,0.666161,0.764873,2.02353,9975680000.0,1942660000.0,0.174912,0.133787,0.191816,0.141636,74153700.0,22510600.0,7.12201,155469000000.0,2.6209599999999997e+43,1.05384e+44,0,0.175131,0.185137,5701890.0,1287.42,1065.86,2353.28,198.365,221.815,420.18,687.398,657.594,1344.99,5500.0,5900.0,0.194785,0.12659,13.0912,13152.7,5331.91,5342.69,4.53784,2.10007e+42,3.19154e+41,1.14875e+41,35289.4,49280.2,27116.7,7835.15,1235.21,103.474,5.42263,0.293482,1218.74,3.4316499999999997e+40,2.78279e+40,8.71932e+40,2.92241e+40,2.4729800000000002e+41,4.92709e+40,1.74562e+40,13525.5,18681.1,10668.8,3296.31,525.802,40.7417,1.77911,0.064769,505.48,6.262249999999999e+39,4.2783399999999995e+39,1.02694e+40,3.44207e+39,637.8855973748491,4.01867926346155e+22,2101.3023740840026,1.3238204956729217e+23
gal134,firebox,1.0,1.62059,1.98214,1.56846,1.49795,6901210000.0,5801120000.0,0.551636,0.325342,0.576872,0.352776,537650000.0,285506000.0,633.662,151949000000.0,7.66296e+43,1.50587e+44,0,0.554692,0.582307,109907000.0,4159.1,5958.56,10117.7,353.766,890.636,1244.4,5180.66,8330.02,13510.7,3700.0,3900.0,0.629946,0.394592,25.086,28457.0,864.937,865.141,12.4577,8.49007e+41,1.7987500000000002e+41,6.3686e+40,1824220.0,2485590.0,1330990.0,384669.0,72148.4,9165.26,716.62,31.568,92902.6,6.90662e+40,3.34483e+40,4.47647e+40,1.50034e+40,9.63651e+40,2.5797e+40,9.018019999999999e+39,866088.0,1149720.0,630614.0,192957.0,40074.9,5799.33,507.02,23.1038,51506.0,1.08797e+40,4.7014299999999995e+39,2.76745e+39,9.2753e+38,156.50853515475106,9.860037714749317e+21,294.728705967482,1.8567908475951364e+22
gal136,firebox,1.0,1.50696,1.8518,1.73239,0.727124,6554510000.0,5287840000.0,0.53561,0.349037,0.575053,0.371881,520502000.0,258353000.0,584.318,151051000000.0,7.02222e+43,1.14745e+44,0,0.54425,0.596824,102480000.0,2059.39,4021.0,6080.39,180.071,602.458,782.528,13846.6,17065.2,30911.8,3100.0,3300.0,0.594801,0.444303,18.214,9137.18,878.906,880.946,20.3665,5.9503600000000006e+41,1.22337e+41,4.31854e+40,1937380.0,2578590.0,1412400.0,430051.0,84926.5,9394.31,487.735,14.61,105308.0,5.60904e+40,1.8480899999999999e+40,2.2839099999999997e+40,7.65493e+39,1.37828e+41,3.80769e+40,1.33534e+40,752739.0,980597.0,549822.0,173281.0,33956.1,3429.16,157.095,4.50717,40620.4,1.40831e+40,7.0543e+39,5.3510599999999997e+39,1.79363e+39,133.35174307570017,8.40115981376911e+21,268.66283331096633,1.6925758498590878e+22
gal139,firebox,1.0,1.36149,1.01595,0.799498,1.42781,4468580000.0,5449990000.0,0.613892,0.316674,0.637236,0.328143,352473000.0,201099000.0,655.828,150096000000.0,3.82394e+43,9.06319e+43,0,0.630412,0.645922,67375400.0,2098.53,4783.95,6882.48,148.517,641.927,790.444,1718.84,9009.17,10728.0,2900.0,2500.0,0.677476,0.40058,16.525,26047.0,833.53,834.326,7.17569,4.9561600000000005e+41,9.7624e+40,3.44561e+40,1726100.0,2327660.0,1275640.0,390768.0,81151.5,11141.6,820.22,34.2383,97232.5,4.909049999999999e+40,1.52844e+40,2.06375e+40,6.91686e+39,3.1568e+40,7.63862e+39,2.6736e+39,295429.0,395569.0,220246.0,66787.6,12341.3,1296.78,68.0971,2.27078,14342.0,3.73394e+39,1.2196099999999999e+39,8.33926e+38,2.79488e+38,116.50483749493077,7.339804762180639e+21,204.20195817160072,1.2864723364810846e+22
