name,galaxy_type,redshift,number_of_NaN_indices,R_half_light_visible,R_half_mass_stellar_mass,hden_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_co_10_semi_analytical,gas_mass,star_mass,total_gas_mass_within_R50_and_disk,total_star_mass_within_R50_and_disk,gas_fraction_all_galaxy,gas_fraction_R50_and_disk,stellar_mass_fraction_all_galaxy,stellar_mass_fraction_within_R50_and_disk,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,sfr_instantaneous,sfr_5Myr,sfr_10Myr,sfr_100Myr,sfr_instantaneous_surface_density_twoR50,sfr_5Myr_surface_density_twoR50,sfr_10Myr_surface_density_twoR50,sfr_100Myr_surface_density_twoR50,sfr_instantaneous_sSFR,sfr_5Myr_sSFR,sfr_10Myr_sSFR,sfr_100Myr_sSFR,sfe_sfr_instantaneous_all_gas,sfe_sfr_5Myr_all_gas,sfe_sfr_10Myr_all_gas,sfe_sfr_100Myr_all_gas,sfe_sfr_instantaneous_surface_density_twoR50_all_gas,sfe_sfr_5Myr_surface_density_twoR50_all_gas,sfe_sfr_10Myr_surface_density_twoR50_all_gas,sfe_sfr_100Myr_surface_density_twoR50_all_gas,sfe_sfr_instantaneous_sSFR_all_gas,sfe_sfr_5Myr_sSFR_all_gas,sfe_sfr_10Myr_sSFR_all_gas,sfe_sfr_100Myr_sSFR_all_gas,sfe_sfr_instantaneous_R50_and_disk,sfe_sfr_5Myr_R50_and_disk,sfe_sfr_10Myr_R50_and_disk,sfe_sfr_100Myr_R50_and_disk,sfe_sfr_instantaneous_surface_density_twoR50_R50_and_disk,sfe_sfr_5Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_10Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_100Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_instantaneous_sSFR_R50_and_disk,sfe_sfr_5Myr_sSFR_R50_and_disk,sfe_sfr_10Myr_sSFR_R50_and_disk,sfe_sfr_100Myr_sSFR_R50_and_disk,average_gas_metallicity,average_star_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,metallicity_gas_half_light_visible_z500pc,metallicity_star_half_light_visible_z500pc,twelve_plus_logOH,twelve_plus_logOH_half_light_visible_z500pc,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,L_fir,L_skirt_full_wavelength_range,L_skirt_habing,mass_average_radiation_field,volume_weighted_average_radiation_field,mass_average_radiation_field_R50_and_disk,volume_weighted_average_radiation_field_R50_and_disk,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal491,firebox,3.0,0,1.10000e+03,1.90000e+03,3.39506e+01,2.52227e+01,4.86071e+04,2.96554e+09,7.67487e+07,9.58797e+07,8.73308e+06,9.74773e-01,9.16520e-01,2.52273e-02,8.34800e-02,2.23958e+06,1.45213e+05,4.22178e-03,2.61098e+10,4.30959e-01,3.88789e-01,2.23941e-01,1.38967e-01,2.83427e-08,2.55693e-08,1.47278e-08,9.13936e-09,5.61519e-09,5.06573e-09,2.91785e-09,1.81067e-09,1.45322e-10,1.31102e-10,7.55145e-11,4.68605e-11,9.55733e-18,8.62213e-18,4.96633e-18,3.08185e-18,1.89348e-18,1.70820e-18,9.83919e-19,6.10571e-19,4.49479e-09,4.05496e-09,2.33565e-09,1.44939e-09,2.95607e-16,2.66681e-16,1.53608e-16,9.53212e-17,5.85650e-17,5.28343e-17,3.04324e-17,1.88848e-17,2.76308e-02,2.09337e-02,3.22434e-02,2.26638e-02,2.90210e-02,3.42744e-02,4.04139e-02,2.77801e-02,7.29222e+00,7.45139e+00,1.56813e+02,2.12566e+02,3.69379e+02,1.21943e+01,2.96552e+01,4.18495e+01,2.12369e+04,1.02381e+04,3.14750e+04,4.98668e+03,4.82588e+03,4.74730e+03,5.35361e+42,1.37623e+43,1.17422e+42,7.71859e+00,7.71859e+00,2.13761e+02,2.13761e+02,3.09709e+41,3.88965e+40,1.37976e+40,2.89539e+02,6.35550e+02,3.42589e+02,7.36934e+01,7.66018e+00,5.46679e-01,9.36145e-02,4.94238e-02,1.54317e+02,1.07060e+39,6.19801e+38,4.37466e+39,1.46625e+39,1.00828e+41,1.66620e+40,5.81066e+39,1.08349e+01,2.04370e+01,1.16111e+01,3.05812e+00,4.89413e-01,7.72274e-02,2.26829e-02,1.08410e-02,1.48824e+00,4.28598e+38,2.89578e+38,2.05719e+39,6.89504e+38
gal492,firebox,3.0,0,1.10000e+03,1.50000e+03,2.69568e+01,3.91574e+01,1.14371e+06,4.33947e+09,4.19998e+08,1.48850e+08,6.62956e+07,9.11755e-01,6.91857e-01,8.82448e-02,3.08143e-01,1.89531e+07,3.74603e+06,1.36331e+01,2.61082e+10,2.67873e-01,3.92300e-01,2.54564e-01,1.78814e-01,1.76171e-08,2.58002e-08,1.67418e-08,1.17600e-08,6.37796e-10,9.34051e-10,6.06107e-10,4.25749e-10,6.17295e-11,9.04028e-11,5.86624e-11,4.12064e-11,4.05973e-18,5.94547e-18,3.85802e-18,2.71000e-18,1.46976e-19,2.15246e-19,1.39673e-19,9.81109e-20,1.79962e-09,2.63554e-09,1.71020e-09,1.20130e-09,1.18355e-16,1.73330e-16,1.12474e-16,7.90055e-17,4.28482e-18,6.27512e-18,4.07193e-18,2.86026e-18,7.31743e-02,7.82193e-02,8.20261e-02,7.80190e-02,6.67341e-02,7.77317e-02,1.00170e-01,8.32767e-02,7.70974e+00,7.83108e+00,5.26370e+02,1.08395e+03,1.61032e+03,7.45669e+01,2.04604e+02,2.79171e+02,5.11843e+04,4.37927e+04,9.49770e+04,6.72460e+03,2.63018e+03,2.60333e+03,7.77515e+42,2.72484e+43,1.92838e+42,4.66723e+00,4.66723e+00,5.00679e+01,5.00679e+01,4.95474e+41,6.31174e+40,2.24870e+40,2.32209e+04,2.44266e+04,1.41198e+04,5.25922e+03,1.07906e+03,8.78967e+01,3.57551e+00,2.34645e-01,1.87942e+03,4.15553e+39,1.91297e+39,1.04608e+40,3.50614e+39,7.17771e+40,1.14533e+40,4.04076e+39,4.40961e+02,6.58950e+02,3.57796e+02,9.77025e+01,1.50042e+01,1.43288e+00,1.17449e-01,1.41320e-02,1.57837e+01,1.02069e+39,3.47144e+38,1.54139e+39,5.16625e+38
gal493,firebox,3.0,0,1.70000e+03,2.10000e+03,2.70313e+01,2.49443e+01,7.69769e+05,2.65751e+09,2.10918e+08,2.26475e+08,5.47994e+07,9.26469e-01,8.05174e-01,7.35308e-02,1.94826e-01,1.61358e+07,9.23301e+05,2.46056e-02,2.60862e+10,5.94735e-01,3.67348e-01,2.92630e-01,5.10063e-02,1.63763e-08,1.01151e-08,8.05769e-09,1.40448e-09,2.81975e-09,1.74166e-09,1.38741e-09,2.41831e-10,2.23794e-10,1.38230e-10,1.10114e-10,1.91933e-11,6.16228e-18,3.80623e-18,3.03205e-18,5.28496e-19,1.06105e-18,6.55375e-19,5.22073e-19,9.09990e-20,2.62606e-09,1.62203e-09,1.29211e-09,2.25219e-10,7.23096e-17,4.46632e-17,3.55788e-17,6.20151e-18,1.24506e-17,7.69033e-18,6.12613e-18,1.06780e-18,7.34181e-02,6.18978e-02,7.81783e-02,6.19518e-02,7.56240e-02,8.60734e-02,8.60273e-02,6.54271e-02,7.71334e+00,7.76551e+00,3.37676e+02,5.36499e+02,8.74176e+02,2.67780e+01,7.55896e+01,1.02368e+02,2.07708e+04,1.32014e+04,3.39722e+04,6.91345e+03,4.00441e+03,3.97836e+03,9.17191e+42,1.76932e+43,4.13098e+41,7.13742e+00,7.13742e+00,7.70390e+01,7.70390e+01,2.78138e+41,3.76594e+40,1.33970e+40,2.38256e+02,4.44771e+02,2.47033e+02,6.37697e+01,9.56474e+00,1.09362e+00,1.43427e-01,3.56074e-02,4.27875e+01,2.44301e+39,1.18455e+39,6.34194e+39,2.12561e+39,1.19061e+41,1.92774e+40,6.77557e+39,9.52233e+01,1.75650e+02,1.06330e+02,3.24980e+01,6.05618e+00,8.27639e-01,1.02980e-01,1.58903e-02,4.24657e+00,1.42061e+39,5.28324e+38,2.53060e+39,8.48175e+38
gal494,firebox,3.0,0,1.10000e+03,1.50000e+03,1.73806e+01,1.49720e+01,2.00646e+05,2.54595e+09,3.52326e+08,5.69135e+07,1.32640e+07,8.78436e-01,8.10993e-01,1.21564e-01,1.89007e-01,2.90381e+06,1.99799e+06,1.21823e+00,2.60833e+10,2.88069e-01,0.00000e+00,6.02159e-03,1.66223e-02,1.89453e-08,0.00000e+00,3.96019e-10,1.09319e-09,8.17619e-10,0.00000e+00,1.70910e-11,4.71786e-11,1.13148e-10,0.00000e+00,2.36517e-12,6.52891e-12,7.44134e-18,0.00000e+00,1.55549e-19,4.29384e-19,3.21145e-19,0.00000e+00,6.71300e-21,1.85309e-20,5.06152e-09,0.00000e+00,1.05803e-10,2.92062e-10,3.32879e-16,0.00000e+00,6.95827e-18,1.92079e-17,1.43660e-17,0.00000e+00,3.00297e-19,8.28954e-19,1.29287e-01,9.43522e-02,1.25204e-01,9.44345e-02,1.30650e-01,1.18155e-01,1.04870e-01,1.06125e-01,7.96042e+00,7.84261e+00,1.17228e+02,4.71646e+02,5.88874e+02,1.00392e+01,6.90173e+01,7.90565e+01,7.48287e+03,7.48968e+03,1.49726e+04,6.42358e+03,5.28407e+03,5.28061e+03,1.01039e+42,1.36453e+43,4.95122e+41,5.72938e-01,5.72938e-01,4.15412e+00,4.15412e+00,1.42526e+41,1.73802e+40,6.25436e+39,3.60061e+03,5.32828e+03,3.03747e+03,9.16021e+02,1.62766e+02,1.74430e+01,1.42336e+00,1.73550e-01,1.46796e+02,1.75538e+39,8.28013e+38,4.26313e+39,1.42886e+39,1.14647e+40,1.50064e+39,5.32269e+38,3.24158e+03,4.55952e+03,2.62676e+03,8.27669e+02,1.53568e+02,1.67807e+01,1.31308e+00,1.22081e-01,1.16173e+02,2.03414e+38,3.54421e+37,1.44487e+38,4.84274e+37
gal495,firebox,3.0,0,9.00000e+02,1.30000e+03,2.46889e+01,4.45434e+01,8.39292e+05,3.22507e+09,1.97719e+08,1.13349e+08,1.98422e+07,9.42234e-01,8.51025e-01,5.77656e-02,1.48975e-01,1.96100e+07,2.38724e+06,1.11393e-01,2.60232e+10,6.74928e-02,2.41598e-01,2.84484e-01,3.97312e-01,6.63075e-09,2.37355e-08,2.79488e-08,3.90334e-08,3.41357e-10,1.22193e-09,1.43883e-09,2.00947e-09,2.09276e-11,7.49126e-11,8.82102e-11,1.23195e-10,2.05600e-18,7.35970e-18,8.66611e-18,1.21031e-17,1.05845e-19,3.78884e-19,4.46139e-19,6.23079e-19,5.95441e-10,2.13145e-09,2.50980e-09,3.50520e-09,5.84984e-17,2.09402e-16,2.46572e-16,3.44364e-16,3.01155e-18,1.07802e-17,1.26938e-17,1.77282e-17,6.73457e-02,6.13278e-02,8.27793e-02,6.17819e-02,7.11316e-02,1.01138e-01,1.07237e-01,6.32755e-02,7.67967e+00,7.88025e+00,6.29560e+02,9.86800e+02,1.61636e+03,4.79361e+01,1.36166e+02,1.84102e+02,6.62333e+04,3.68255e+04,1.03059e+05,5.75279e+03,1.99399e+03,1.96487e+03,8.36810e+42,2.73006e+43,3.03705e+42,5.68857e+00,5.68857e+00,6.13956e+01,6.13956e+01,4.99700e+41,6.95069e+40,2.48767e+40,5.30889e+02,9.11933e+02,4.91563e+02,1.22290e+02,1.64557e+01,1.47432e+00,1.54549e-01,3.91597e-02,3.13524e+01,4.76354e+39,3.12326e+39,1.50711e+40,5.05135e+39,6.11195e+40,9.92749e+39,3.49665e+39,2.30722e+02,4.01658e+02,2.23880e+02,5.86809e+01,8.33810e+00,7.75280e-01,6.92566e-02,8.85068e-03,6.30254e+00,8.64790e+38,3.45118e+38,1.45177e+39,4.86588e+38
gal496,firebox,3.0,0,1.90000e+03,2.10000e+03,7.88964e+00,6.57355e+00,3.49317e+04,2.85435e+09,1.88740e+08,7.45516e+07,4.51493e+07,9.37977e-01,6.22816e-01,6.20225e-02,3.77184e-01,7.96031e+05,9.73523e+05,3.04666e-01,2.60196e+10,1.86534e-01,0.00000e+00,0.00000e+00,5.97786e-02,4.11188e-09,0.00000e+00,0.00000e+00,1.31774e-09,9.88310e-10,0.00000e+00,0.00000e+00,3.16724e-10,6.53507e-11,0.00000e+00,0.00000e+00,2.09429e-11,1.44057e-18,0.00000e+00,0.00000e+00,4.61658e-19,3.46246e-19,0.00000e+00,0.00000e+00,1.10962e-19,2.50208e-09,0.00000e+00,0.00000e+00,8.01841e-10,5.51549e-17,0.00000e+00,0.00000e+00,1.76755e-17,1.32567e-17,0.00000e+00,0.00000e+00,4.24838e-18,7.23620e-02,5.17442e-02,7.15021e-02,5.28313e-02,6.97644e-02,6.88424e-02,6.45286e-02,6.04474e-02,7.71037e+00,7.65376e+00,2.00170e+02,3.53835e+02,5.54005e+02,2.15829e+01,5.84204e+01,8.00033e+01,1.44248e+03,2.67257e+03,4.11505e+03,7.17736e+03,7.69387e+03,7.69003e+03,4.02055e+41,8.32486e+42,4.44105e+41,3.05873e-01,3.05873e-01,2.97567e+00,2.97567e+00,1.32051e+41,1.40147e+40,5.01809e+39,1.02355e+03,1.67666e+03,9.55167e+02,2.80420e+02,4.91791e+01,5.44790e+00,5.77945e-01,1.03925e-01,1.10598e+02,1.06343e+39,3.37371e+38,2.26069e+39,7.57712e+38,1.41132e+40,1.69566e+39,6.04624e+38,7.05988e+02,1.01700e+03,6.05180e+02,2.04934e+02,4.13645e+01,4.95025e+00,5.15567e-01,7.29970e-02,3.65816e+01,1.33883e+38,4.09793e+37,2.15666e+38,7.22844e+37
gal497,firebox,3.0,0,1.90000e+03,2.10000e+03,2.30318e+00,9.56631e+00,1.42145e+04,2.43801e+09,8.82310e+07,1.08493e+08,8.10811e+06,9.65074e-01,9.30463e-01,3.49258e-02,6.95371e-02,3.83771e+05,3.93402e+05,1.16806e-01,2.59551e+10,2.17106e-02,3.69619e-02,6.04990e-02,7.13007e-02,4.78580e-10,8.14774e-10,1.33362e-09,1.57173e-09,2.46066e-10,4.18922e-10,6.85689e-10,8.08115e-10,8.90505e-12,1.51607e-11,2.48149e-11,2.92455e-11,1.96300e-19,3.34196e-19,5.47011e-19,6.44676e-19,1.00929e-19,1.71829e-19,2.81250e-19,3.31465e-19,2.00111e-10,3.40685e-10,5.57631e-10,6.57192e-10,4.41116e-18,7.50992e-18,1.22922e-17,1.44869e-17,2.26803e-18,3.86128e-18,6.32013e-18,7.44854e-18,4.33772e-02,3.59206e-02,4.83234e-02,3.68912e-02,4.91689e-02,4.58873e-02,3.96001e-02,3.31221e-02,7.49236e+00,7.44573e+00,2.36064e+02,2.50057e+02,4.86122e+02,1.72288e+01,3.37771e+01,5.10059e+01,3.05491e+03,1.64819e+03,4.70310e+03,8.86386e+03,7.99259e+03,8.00337e+03,6.37815e+41,7.18419e+42,8.20489e+41,1.04114e+00,1.04114e+00,2.01803e+00,2.01803e+00,2.06699e+41,2.30559e+40,8.25179e+39,4.69695e+02,8.39197e+02,4.57834e+02,1.15294e+02,1.61090e+01,1.57861e+00,2.27053e-01,9.00017e-02,1.67985e+02,1.08976e+39,4.23040e+38,2.59089e+39,8.68384e+38,1.67523e+40,1.86882e+39,6.61993e+38,4.88239e+01,1.06154e+02,5.72255e+01,1.24498e+01,1.35489e+00,1.21532e-01,3.15554e-02,1.89116e-02,3.44445e+01,1.23449e+38,1.72461e+37,9.35296e+37,3.13481e+37
gal498,firebox,3.0,0,1.90000e+03,2.10000e+03,8.67012e+00,1.52585e+01,3.60218e+05,3.03047e+09,1.56076e+08,1.73049e+08,9.86426e+06,9.51020e-01,9.46071e-01,4.89797e-02,5.39287e-02,9.42459e+06,3.44201e+06,4.81129e-01,2.59401e+10,1.95254e-01,3.79527e-02,2.47106e-01,5.86813e-01,4.30410e-09,8.36615e-10,5.44711e-09,1.29355e-08,1.25102e-09,2.43168e-10,1.58324e-09,3.75980e-09,6.44303e-11,1.25237e-11,8.15405e-11,1.93638e-10,1.42028e-18,2.76068e-19,1.79745e-18,4.26848e-18,4.12814e-19,8.02413e-20,5.22442e-19,1.24067e-18,1.12832e-09,2.19318e-10,1.42796e-09,3.39103e-09,2.48722e-17,4.83457e-18,3.14773e-17,7.47506e-17,7.22930e-18,1.40520e-18,9.14912e-18,2.17268e-17,6.23330e-02,5.13184e-02,7.91671e-02,5.24104e-02,7.52239e-02,8.11268e-02,9.51666e-02,5.93963e-02,7.65063e+00,7.83592e+00,7.11521e+02,6.19709e+02,1.33123e+03,5.06153e+01,8.27908e+01,1.33406e+02,7.77197e+03,2.89966e+03,1.06716e+04,6.48503e+03,4.82221e+03,4.80642e+03,3.54824e+42,2.30106e+43,3.54563e+42,4.11072e+00,4.11072e+00,2.14783e+01,2.14783e+01,5.03698e+41,6.32098e+40,2.26260e+40,1.37902e+03,2.23690e+03,1.22912e+03,3.26809e+02,4.89524e+01,4.88350e+00,4.86392e-01,9.56759e-02,1.26434e+02,4.15969e+39,2.18194e+39,1.10592e+40,3.70667e+39,6.18262e+40,9.10834e+39,3.23046e+39,1.99047e+02,3.98921e+02,2.46339e+02,7.18700e+01,1.23110e+01,1.56010e+00,1.87542e-01,2.72253e-02,3.51786e+00,8.14188e+38,2.70774e+38,1.22367e+39,4.10136e+38
gal499,firebox,3.0,0,1.50000e+03,1.50000e+03,1.13938e+01,2.32538e+01,7.80143e+04,3.56839e+09,1.23040e+08,1.64372e+08,3.69169e+07,9.66669e-01,8.16597e-01,3.33314e-02,1.83403e-01,3.10816e+06,1.17030e+06,4.31502e-02,2.59222e+10,0.00000e+00,6.29015e-02,1.02598e-01,2.31928e-01,0.00000e+00,2.22468e-09,3.62866e-09,8.20277e-09,0.00000e+00,5.11226e-10,8.33855e-10,1.88497e-09,0.00000e+00,1.76274e-11,2.87519e-11,6.49951e-11,0.00000e+00,6.23442e-19,1.01689e-18,2.29873e-18,0.00000e+00,1.43265e-19,2.33678e-19,5.28242e-19,0.00000e+00,3.82678e-10,6.24182e-10,1.41100e-09,0.00000e+00,1.35345e-17,2.20759e-17,4.99038e-17,0.00000e+00,3.11018e-18,5.07298e-18,1.14677e-17,3.98877e-02,3.26167e-02,4.50901e-02,3.29780e-02,4.28966e-02,5.03482e-02,5.59781e-02,3.80518e-02,7.45323e+00,7.59246e+00,9.97636e+02,7.20814e+02,1.71845e+03,7.17287e+01,9.67531e+01,1.68482e+02,1.80509e+04,1.21872e+04,3.02381e+04,8.41148e+03,4.92495e+03,4.87129e+03,2.07550e+42,1.26744e+43,1.70377e+42,2.64180e+00,2.64180e+00,2.63520e+01,2.63520e+01,4.34441e+41,5.04469e+40,1.80437e+40,3.28067e+02,6.19016e+02,3.28646e+02,7.53449e+01,9.12919e+00,8.48702e-01,1.62067e-01,7.86602e-02,2.59993e+02,2.31969e+39,9.61857e+38,6.03390e+39,2.02237e+39,7.47821e+40,9.91980e+39,3.50761e+39,1.42277e+01,2.68875e+01,1.46268e+01,3.57788e+00,5.09580e-01,7.01341e-02,1.76677e-02,7.31600e-03,3.24580e+00,5.76789e+38,1.66554e+38,9.27621e+38,3.10909e+38
gal500,firebox,3.0,0,2.90000e+03,3.30000e+03,6.93726e+00,7.35400e+00,1.94079e+05,6.47311e+09,2.81270e+08,1.94299e+08,1.65895e+07,9.58357e-01,9.21335e-01,4.16427e-02,7.86649e-02,5.16712e+06,3.12310e+06,3.41955e-01,2.58664e+10,1.89755e-02,1.25283e-01,1.64621e-01,4.16195e-01,1.79551e-10,1.18546e-09,1.55769e-09,3.93814e-09,6.74636e-11,4.45418e-10,5.85277e-10,1.47970e-09,2.93143e-12,1.93544e-11,2.54315e-11,6.42960e-11,2.77379e-20,1.83136e-19,2.40639e-19,6.08385e-19,1.04221e-20,6.88105e-20,9.04167e-20,2.28591e-19,9.76615e-11,6.44796e-10,8.47259e-10,2.14204e-09,9.24097e-19,6.10121e-18,8.01697e-18,2.02685e-17,3.47216e-19,2.29244e-18,3.01226e-18,7.61559e-18,6.07035e-02,4.38768e-02,6.99086e-02,4.44559e-02,6.34336e-02,7.44081e-02,7.26197e-02,5.15249e-02,7.63908e+00,7.71451e+00,1.04228e+03,6.30932e+02,1.67322e+03,1.09001e+02,1.02408e+02,2.11409e+02,1.80533e+03,9.61121e+02,2.76645e+03,9.70150e+03,6.64907e+03,6.65070e+03,3.04971e+42,2.49428e+43,2.79771e+42,1.37559e+00,1.37559e+00,5.81431e+00,5.81431e+00,6.82360e+41,7.98261e+40,2.86987e+40,2.82320e+03,5.34275e+03,2.82867e+03,6.42891e+02,7.49120e+01,5.61608e+00,6.17078e-01,2.28254e-01,6.71837e+02,4.63597e+39,2.21046e+39,1.21672e+40,4.07804e+39,4.52986e+40,5.63905e+39,2.00094e+39,1.37239e+02,2.10134e+02,1.16502e+02,3.25716e+01,5.42448e+00,5.93942e-01,6.02047e-02,1.26965e-02,1.64311e+01,5.16942e+38,1.11223e+38,5.40211e+38,1.81061e+38
gal501,firebox,3.0,0,9.00000e+02,1.30000e+03,4.01414e+01,4.09964e+01,7.34306e+05,2.72389e+09,1.45649e+08,1.04323e+08,2.32806e+07,9.49243e-01,8.17555e-01,5.07569e-02,1.82445e-01,1.40952e+07,1.75528e+06,1.35009e+00,2.58199e+10,6.63631e-01,5.54425e-01,3.71951e-01,2.33263e-01,6.51976e-08,5.44688e-08,3.65418e-08,2.29166e-08,4.55637e-09,3.80658e-09,2.55375e-09,1.60154e-09,2.43633e-10,2.03541e-10,1.36551e-10,8.56359e-11,2.39354e-17,1.99967e-17,1.34153e-17,8.41319e-18,1.67274e-18,1.39748e-18,9.37535e-19,5.87960e-19,6.36130e-09,5.31450e-09,3.56537e-09,2.23597e-09,6.24959e-16,5.22117e-16,3.50276e-16,2.19670e-16,4.36756e-17,3.64884e-17,2.44792e-17,1.53518e-17,5.54501e-02,5.04901e-02,7.07625e-02,5.12057e-02,6.13085e-02,8.20813e-02,8.23706e-02,5.77043e-02,7.59447e+00,7.76699e+00,3.58179e+02,6.36104e+02,9.94282e+02,3.01291e+01,9.25146e+01,1.22644e+02,5.61048e+04,3.67125e+04,9.28172e+04,4.14257e+03,2.41409e+03,2.37510e+03,1.03247e+43,2.37607e+43,1.88388e+42,8.20443e+00,8.20443e+00,1.15772e+02,1.15772e+02,3.25867e+41,4.27744e+40,1.52450e+40,2.29537e+03,3.29443e+03,2.07594e+03,7.67286e+02,1.77477e+02,2.61179e+01,2.79024e+00,2.76493e-01,1.25517e+02,2.35835e+39,1.37113e+39,7.48944e+39,2.51022e+39,6.02684e+40,9.69241e+39,3.38860e+39,3.51633e+02,5.11114e+02,3.02931e+02,9.90030e+01,1.87855e+01,2.20783e+00,2.25985e-01,2.99399e-02,1.76775e+01,7.18224e+38,2.15375e+38,1.13466e+39,3.80301e+38
gal502,firebox,3.0,0,1.30000e+03,1.70000e+03,3.35076e+01,3.21840e+01,2.00287e+06,2.39505e+09,2.94513e+08,1.70874e+08,9.51487e+07,8.90498e-01,6.42329e-01,1.09502e-01,3.57671e-01,3.14849e+07,6.24837e+06,9.07436e-01,2.58113e+10,1.17498e+00,4.36062e-01,5.14303e-01,3.50013e-01,5.53265e-08,2.05330e-08,2.42171e-08,1.64811e-08,3.98956e-09,1.48062e-09,1.74628e-09,1.18844e-09,4.90587e-10,1.82068e-10,2.14736e-10,1.46140e-10,2.31004e-17,8.57310e-18,1.01113e-17,6.88134e-18,1.66575e-18,6.18201e-19,7.29123e-19,4.96209e-19,6.87628e-09,2.55195e-09,3.00984e-09,2.04837e-09,3.23785e-16,1.20164e-16,1.41725e-16,9.64520e-17,2.33479e-17,8.66498e-18,1.02197e-17,6.95509e-18,1.05504e-01,7.97883e-02,1.18168e-01,8.04499e-02,1.09270e-01,1.31498e-01,1.25236e-01,9.03825e-02,7.86864e+00,7.93794e+00,6.43280e+02,1.02488e+03,1.66816e+03,4.92459e+01,1.42221e+02,1.91467e+02,3.45770e+04,3.35630e+04,6.81400e+04,2.27960e+04,1.95496e+03,1.93984e+03,1.32125e+43,3.11368e+43,2.45552e+42,8.60762e+00,8.60762e+00,6.35270e+01,6.35270e+01,4.11555e+41,6.26137e+40,2.23218e+40,3.04308e+03,4.86548e+03,2.66898e+03,7.06169e+02,9.97378e+01,8.62321e+00,6.51123e-01,8.35118e-02,1.30639e+02,5.82073e+39,3.31028e+39,1.37531e+40,4.60958e+39,7.36230e+40,1.27917e+40,4.49924e+39,1.91950e+03,3.05691e+03,1.70314e+03,4.61061e+02,6.58877e+01,5.74160e+00,4.18767e-01,3.82141e-02,7.03248e+01,1.39761e+39,5.13405e+38,1.88485e+39,6.31740e+38
gal503,firebox,3.0,0,1.30000e+03,1.30000e+03,2.25501e+01,1.61692e+01,1.72072e+05,2.86470e+09,1.21299e+08,8.58471e+07,4.76794e+07,9.59377e-01,6.42922e-01,4.06227e-02,3.57078e-01,3.17821e+06,7.31918e+05,1.74348e-01,2.57781e+10,3.04772e-01,7.52204e-02,4.35496e-02,9.83419e-02,1.43509e-08,3.54192e-09,2.05063e-09,4.63065e-09,2.51256e-09,6.20122e-10,3.59026e-10,8.10737e-10,1.06389e-10,2.62577e-11,1.52022e-11,3.43289e-11,5.00955e-18,1.23640e-18,7.15828e-19,1.61645e-18,8.77075e-19,2.16470e-19,1.25328e-19,2.83010e-19,3.55017e-09,8.76214e-10,5.07293e-10,1.14555e-09,1.67168e-16,4.12585e-17,2.38870e-17,5.39407e-17,2.92678e-17,7.22357e-18,4.18216e-18,9.44397e-18,5.12548e-02,3.90026e-02,5.42449e-02,3.94817e-02,5.36198e-02,6.05271e-02,6.40241e-02,4.11618e-02,7.56281e+00,7.64653e+00,8.18759e+02,7.13421e+02,1.53218e+03,6.47955e+01,1.00579e+02,1.65374e+02,8.72744e+03,1.19364e+04,2.06639e+04,1.05605e+04,4.03413e+03,4.00528e+03,1.79277e+42,9.71832e+42,1.01246e+42,2.27741e+00,2.27741e+00,3.47520e+01,3.47520e+01,2.67332e+41,3.04313e+40,1.08501e+40,1.02526e+03,1.78522e+03,9.36342e+02,2.16609e+02,2.63776e+01,2.12901e+00,3.04565e-01,1.53399e-01,3.69320e+02,2.06611e+39,5.31249e+38,3.34654e+39,1.12165e+39,2.84618e+40,3.87058e+39,1.36179e+39,5.58440e+02,8.13198e+02,4.15525e+02,1.02371e+02,1.37418e+01,1.02546e+00,4.67032e-02,3.76791e-03,2.21877e+01,3.30009e+38,6.09762e+37,3.06317e+38,1.02668e+38
