name,galaxy_type,redshift,number_of_NaN_indices,R_half_light_visible,R_half_mass_stellar_mass,hden_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_co_10_semi_analytical,gas_mass,star_mass,total_gas_mass_within_R50_and_disk,total_star_mass_within_R50_and_disk,gas_fraction_all_galaxy,gas_fraction_R50_and_disk,stellar_mass_fraction_all_galaxy,stellar_mass_fraction_within_R50_and_disk,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,sfr_instantaneous,sfr_5Myr,sfr_10Myr,sfr_100Myr,sfr_instantaneous_surface_density_twoR50,sfr_5Myr_surface_density_twoR50,sfr_10Myr_surface_density_twoR50,sfr_100Myr_surface_density_twoR50,sfr_instantaneous_sSFR,sfr_5Myr_sSFR,sfr_10Myr_sSFR,sfr_100Myr_sSFR,sfe_sfr_instantaneous_all_gas,sfe_sfr_5Myr_all_gas,sfe_sfr_10Myr_all_gas,sfe_sfr_100Myr_all_gas,sfe_sfr_instantaneous_surface_density_twoR50_all_gas,sfe_sfr_5Myr_surface_density_twoR50_all_gas,sfe_sfr_10Myr_surface_density_twoR50_all_gas,sfe_sfr_100Myr_surface_density_twoR50_all_gas,sfe_sfr_instantaneous_sSFR_all_gas,sfe_sfr_5Myr_sSFR_all_gas,sfe_sfr_10Myr_sSFR_all_gas,sfe_sfr_100Myr_sSFR_all_gas,sfe_sfr_instantaneous_R50_and_disk,sfe_sfr_5Myr_R50_and_disk,sfe_sfr_10Myr_R50_and_disk,sfe_sfr_100Myr_R50_and_disk,sfe_sfr_instantaneous_surface_density_twoR50_R50_and_disk,sfe_sfr_5Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_10Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_100Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_instantaneous_sSFR_R50_and_disk,sfe_sfr_5Myr_sSFR_R50_and_disk,sfe_sfr_10Myr_sSFR_R50_and_disk,sfe_sfr_100Myr_sSFR_R50_and_disk,average_gas_metallicity,average_star_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,metallicity_gas_half_light_visible_z500pc,metallicity_star_half_light_visible_z500pc,twelve_plus_logOH,twelve_plus_logOH_half_light_visible_z500pc,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,L_fir,L_skirt_full_wavelength_range,L_skirt_habing,mass_average_radiation_field,volume_weighted_average_radiation_field,mass_average_radiation_field_R50_and_disk,volume_weighted_average_radiation_field_R50_and_disk,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal143,firebox,0.0,0,4.10000e+03,4.90000e+03,6.90590e+00,4.29092e+00,1.04099e+08,4.52681e+09,6.30904e+09,2.26604e+08,4.47354e+08,4.17763e-01,3.36229e-01,5.82237e-01,6.63771e-01,4.10464e+08,2.32581e+08,1.05084e+03,1.71739e+11,3.31827e-01,2.80780e-01,3.65676e-01,4.67842e-01,1.57085e-09,1.32919e-09,1.73109e-09,2.21473e-09,5.25955e-11,4.45044e-11,5.79607e-11,7.41543e-11,7.33025e-11,6.20259e-11,8.07801e-11,1.03349e-10,3.47010e-19,2.93627e-19,3.82408e-19,4.89248e-19,1.16187e-20,9.83128e-21,1.28039e-20,1.63811e-20,1.46434e-09,1.23907e-09,1.61372e-09,2.06458e-09,6.93211e-18,5.86570e-18,7.63925e-18,9.77357e-18,2.32102e-19,1.96397e-19,2.55779e-19,3.27241e-19,1.11356e+00,6.22000e-01,1.15524e+00,7.00017e-01,1.15072e+00,1.17348e+00,1.14729e+00,7.95633e-01,8.87275e+00,8.88532e+00,1.31067e+03,2.61421e+03,3.92488e+03,9.88070e+01,3.73894e+02,4.72701e+02,6.14626e+02,1.73235e+03,2.34698e+03,8.36478e+03,1.18912e+03,1.17985e+03,1.91937e+43,5.08247e+43,1.09092e+41,4.14743e-01,4.14743e-01,1.76375e+00,1.76375e+00,1.11116e+41,2.15222e+40,7.51712e+39,3.43748e+06,5.44053e+06,2.80252e+06,6.75899e+05,8.99052e+04,7.53546e+03,4.19158e+02,2.26272e+01,1.24972e+05,3.01735e+40,2.77860e+39,1.75117e+39,5.86937e+38,1.00146e+40,2.25427e+39,7.85871e+38,4.19941e+05,6.03295e+05,3.20587e+05,8.88711e+04,1.61994e+04,2.16754e+03,1.69955e+02,6.15394e+00,2.29545e+04,2.37304e+39,3.59408e+38,6.88824e+37,2.30872e+37
gal150,firebox,0.0,0,2.90000e+03,2.70000e+03,1.77582e+01,3.49110e+01,8.32425e+08,3.34407e+09,1.50674e+10,9.22376e+08,4.93057e+09,1.81630e-01,1.57592e-01,8.18370e-01,8.42408e-01,1.35132e+09,9.24005e+08,5.11275e+04,1.71594e+11,8.77428e-01,8.16001e-01,6.08128e-01,9.12055e-01,8.30244e-09,7.72120e-09,5.75425e-09,8.63009e-09,5.82336e-11,5.41568e-11,4.03606e-11,6.05318e-11,2.62383e-10,2.44014e-10,1.81852e-10,2.72738e-10,2.48273e-18,2.30892e-18,1.72073e-18,2.58071e-18,1.74140e-20,1.61949e-20,1.20693e-20,1.81012e-20,9.51269e-10,8.84673e-10,6.59306e-10,9.88810e-10,9.00114e-18,8.37099e-18,6.23851e-18,9.35636e-18,6.31344e-20,5.87144e-20,4.37572e-20,6.56259e-20,2.27688e+00,9.76507e-01,2.30803e+00,1.04491e+00,2.30977e+00,2.34097e+00,2.45457e+00,1.34309e+00,9.18969e+00,9.22389e+00,3.11012e+03,9.89935e+03,1.30095e+04,1.97041e+02,1.25547e+03,1.45251e+03,4.06849e+04,7.86590e+04,1.19344e+05,8.02421e+03,7.52822e+01,7.30373e+01,3.83268e+43,7.91984e+43,6.99773e+40,3.57196e-01,3.57196e-01,7.16639e-01,7.16639e-01,3.09088e+40,7.29039e+39,2.49159e+39,4.95317e+07,5.50703e+07,3.15384e+07,1.15039e+07,2.48597e+06,2.51441e+05,1.16298e+04,2.87845e+02,3.71543e+06,2.35943e+40,9.59385e+38,2.56312e+38,8.59077e+37,9.63848e+39,2.66513e+39,9.09471e+38,3.71418e+07,3.85339e+07,2.28046e+07,8.98756e+06,2.04048e+06,2.07856e+05,9.52104e+03,2.21151e+02,2.99314e+06,5.87096e+39,4.05974e+38,2.56323e+36,8.59114e+35
gal166,firebox,0.0,0,4.10000e+03,4.10000e+03,6.79654e+00,1.08578e+01,2.15785e+08,5.74210e+09,7.69733e+09,5.73403e+08,1.45140e+09,4.27258e-01,2.83190e-01,5.72742e-01,7.16810e-01,6.35240e+08,4.80971e+08,4.61913e+03,1.65785e+11,6.84286e-01,5.10064e-01,4.11802e-01,5.00499e-01,3.23937e-09,2.41461e-09,1.94944e-09,2.36933e-09,8.88991e-11,6.62651e-11,5.34993e-11,6.50224e-11,1.19170e-10,8.88290e-11,7.17162e-11,8.71631e-11,5.64144e-19,4.20511e-19,3.39500e-19,4.12625e-19,1.54820e-20,1.15402e-20,9.31703e-21,1.13238e-20,1.19338e-09,8.89539e-10,7.18171e-10,8.72857e-10,5.64937e-18,4.21102e-18,3.39978e-18,4.13205e-18,1.55038e-19,1.15565e-19,9.33013e-20,1.13397e-19,1.27213e+00,7.15264e-01,1.47734e+00,7.59522e-01,1.29881e+00,1.46351e+00,1.56426e+00,9.44927e-01,8.92600e+00,9.01767e+00,3.43502e+03,6.02383e+03,9.45885e+03,5.16796e+02,1.20645e+03,1.72325e+03,3.93545e+03,7.89578e+03,1.18312e+04,4.70883e+03,3.78204e+02,3.58851e+02,1.76626e+43,4.52343e+43,3.16410e+41,2.92358e-01,2.92358e-01,8.82583e-01,8.82583e-01,7.42348e+40,1.35575e+40,4.70911e+39,8.97116e+06,1.27361e+07,6.62212e+06,1.74851e+06,2.66897e+05,2.43065e+04,1.50917e+03,8.77610e+01,4.08787e+05,3.29456e+40,1.48237e+39,8.14656e+38,2.73047e+38,9.89879e+39,2.27113e+39,7.83432e+38,2.38978e+06,3.11117e+06,1.66131e+06,4.87067e+05,8.62737e+04,9.28156e+03,8.00191e+02,5.48640e+01,1.27748e+05,4.65035e+39,3.20366e+38,1.42294e+37,4.76926e+36
gal152,firebox,0.0,0,3.90000e+03,4.10000e+03,1.68713e+01,2.72764e+01,1.05750e+09,5.29769e+09,1.24210e+10,1.30337e+09,2.78951e+09,2.98989e-01,3.18447e-01,7.01011e-01,6.81553e-01,2.02826e+09,1.38844e+09,4.33306e+04,1.62997e+11,1.09657e+00,1.58928e+00,1.71431e+00,1.11853e+00,5.73718e-09,8.31497e-09,8.96911e-09,5.85204e-09,8.82838e-11,1.27951e-10,1.38017e-10,9.00512e-11,2.06991e-10,2.99995e-10,3.23595e-10,2.11135e-10,1.08296e-18,1.56955e-18,1.69302e-18,1.10464e-18,1.66646e-20,2.41522e-20,2.60523e-20,1.69982e-20,8.41339e-10,1.21936e-09,1.31529e-09,8.58182e-10,4.40182e-18,6.37961e-18,6.88149e-18,4.48994e-18,6.77352e-20,9.81694e-20,1.05892e-19,6.90912e-20,1.84715e+00,9.46575e-01,1.90935e+00,9.94859e-01,1.90457e+00,1.94435e+00,2.00023e+00,1.27358e+00,9.09971e+00,9.13612e+00,7.40702e+03,1.19381e+04,1.93451e+04,4.83313e+02,1.54691e+03,2.03022e+03,2.48362e+04,2.96408e+04,5.44770e+04,7.10437e+03,1.28363e+02,1.23856e+02,5.59719e+43,9.73859e+43,1.36600e+41,6.32565e-01,6.32565e-01,1.65289e+00,1.65289e+00,6.60020e+40,1.54422e+40,5.31416e+39,5.06476e+07,5.99036e+07,3.35394e+07,1.12135e+07,2.18306e+06,2.12559e+05,9.94201e+03,2.53612e+02,3.18893e+06,3.65781e+40,2.36744e+39,4.61529e+38,1.54690e+38,2.01096e+40,5.93357e+39,2.03906e+39,2.97838e+07,3.37969e+07,1.93788e+07,6.84289e+06,1.38731e+06,1.36722e+05,6.36747e+03,1.54762e+02,1.99568e+06,9.52753e+39,1.28606e+39,1.61860e+37,5.42504e+36
gal156,firebox,0.0,0,4.70000e+03,4.70000e+03,1.41306e+01,1.86117e+01,6.86781e+08,6.08455e+09,1.17661e+10,1.29161e+09,2.40890e+09,3.40860e-01,3.49035e-01,6.59140e-01,6.50965e-01,1.41663e+09,1.00426e+09,2.50114e+04,1.62755e+11,8.25095e-01,7.54223e-01,8.37209e-01,5.97015e-01,2.97234e-09,2.71703e-09,3.01598e-09,2.15070e-09,7.01250e-11,6.41016e-11,7.11546e-11,5.07405e-11,1.35605e-10,1.23957e-10,1.37596e-10,9.81199e-11,4.88506e-19,4.46545e-19,4.95678e-19,3.53469e-19,1.15251e-20,1.05351e-20,1.16943e-20,8.33923e-21,6.38812e-10,5.83941e-10,6.48191e-10,4.62226e-10,2.30127e-18,2.10360e-18,2.33506e-18,1.66513e-18,5.42928e-20,4.96293e-20,5.50899e-20,3.92847e-20,1.66223e+00,8.91933e-01,1.85917e+00,9.49550e-01,1.72320e+00,1.88087e+00,2.00433e+00,1.21180e+00,9.04748e+00,9.13244e+00,7.04920e+03,1.01002e+04,1.71494e+04,5.90805e+02,1.51250e+03,2.10331e+03,1.15632e+04,1.42064e+04,2.57696e+04,6.00601e+03,1.85981e+02,1.70757e+02,2.85791e+43,6.36723e+43,1.84998e+41,2.38569e-01,2.38569e-01,6.30171e-01,6.30171e-01,5.98357e+40,1.15155e+40,3.96555e+39,3.37240e+07,4.12684e+07,2.26350e+07,7.20843e+06,1.34386e+06,1.26400e+05,5.77082e+03,1.54738e+02,2.00356e+06,3.70941e+40,1.04632e+39,4.97786e+38,1.66842e+38,1.30953e+40,3.25216e+39,1.11341e+39,2.42910e+07,2.78336e+07,1.57814e+07,5.46318e+06,1.09508e+06,1.07104e+05,4.94128e+03,1.19262e+02,1.59513e+06,7.92797e+39,4.04253e+38,7.64207e+36,2.56138e+36
gal94,firebox,0.0,0,4.90000e+03,2.90000e+03,3.04587e+01,2.26671e+01,2.97013e+09,9.89010e+09,4.70356e+10,1.70977e+09,1.40752e+10,1.73737e-01,1.08317e-01,8.26263e-01,8.91683e-01,3.70440e+09,2.49294e+09,5.06799e+05,1.60774e+11,1.36815e+01,1.08511e+01,1.08397e+01,5.73397e+00,4.53452e-08,3.59642e-08,3.59267e-08,1.90044e-08,2.90875e-10,2.30699e-10,2.30458e-10,1.21907e-10,1.38335e-09,1.09716e-09,1.09602e-09,5.79768e-10,4.58490e-18,3.63638e-18,3.63259e-18,1.92155e-18,2.94107e-20,2.33262e-20,2.33019e-20,1.23262e-20,8.00192e-09,6.34649e-09,6.33987e-09,3.35364e-09,2.65211e-17,2.10345e-17,2.10125e-17,1.11151e-17,1.70125e-19,1.34929e-19,1.34789e-19,7.13000e-20,2.13964e+00,1.40478e+00,2.42067e+00,1.52967e+00,2.19818e+00,2.47348e+00,2.59002e+00,1.80900e+00,9.16045e+00,9.24775e+00,1.35187e+04,2.62364e+04,3.97552e+04,1.05012e+03,3.76260e+03,4.81273e+03,1.71515e+04,3.92885e+04,5.64400e+04,4.58119e+04,1.45796e+02,1.37970e+02,2.76595e+44,3.69616e+44,1.33847e+41,1.33539e+00,1.33539e+00,4.33871e+00,4.33871e+00,1.38984e+41,4.02322e+40,1.37841e+40,7.66472e+08,1.05437e+09,6.05422e+08,1.92568e+08,3.46297e+07,3.11256e+06,1.32780e+05,3.10862e+03,4.33391e+07,7.40498e+40,1.32397e+40,6.34847e+38,2.12780e+38,3.46987e+40,1.33874e+40,4.57306e+39,5.88512e+08,8.46472e+08,4.83985e+08,1.48488e+08,2.52672e+07,2.16625e+06,9.02272e+04,2.10645e+03,3.00770e+07,1.54556e+40,5.46253e+39,3.10312e+37,1.04007e+37
gal92,firebox,0.0,0,4.70000e+03,3.70000e+03,3.21766e+01,5.39282e+01,4.80313e+09,1.50510e+10,4.76274e+10,3.74250e+09,1.64902e+10,2.40130e-01,1.84973e-01,7.59870e-01,8.15027e-01,6.84948e+09,4.66732e+09,4.39472e+05,1.59491e+11,1.21710e+01,1.29073e+01,1.09392e+01,8.31556e+00,4.38450e-08,4.64974e-08,3.94077e-08,2.99561e-08,2.55546e-10,2.71005e-10,2.29683e-10,1.74596e-10,8.08651e-10,8.57570e-10,7.26811e-10,5.52493e-10,2.91310e-18,3.08933e-18,2.61828e-18,1.99031e-18,1.69787e-20,1.80058e-20,1.52604e-20,1.16003e-20,3.25210e-09,3.44884e-09,2.92297e-09,2.22193e-09,1.17154e-17,1.24242e-17,1.05298e-17,8.00431e-18,6.82821e-20,7.24129e-20,6.13716e-20,4.66523e-20,2.18846e+00,1.29893e+00,2.29440e+00,1.37929e+00,2.23773e+00,2.29587e+00,2.42306e+00,1.66496e+00,9.17875e+00,9.22508e+00,5.01476e+04,5.56124e+04,1.05760e+05,3.38184e+03,7.48142e+03,1.08633e+04,9.70826e+04,1.07700e+05,2.04783e+05,4.18151e+04,5.63258e+01,5.53477e+01,3.40902e+44,4.89881e+44,4.47718e+41,1.21438e+00,1.21438e+00,3.14818e+00,3.14818e+00,2.50474e+41,6.89772e+40,2.37086e+40,1.17466e+09,1.94619e+09,1.09136e+09,2.96816e+08,4.34155e+07,3.42382e+06,1.54439e+05,5.55635e+03,4.56720e+07,1.27530e+41,1.76872e+40,1.60195e+39,5.36922e+38,6.75716e+40,2.31321e+40,7.92466e+39,1.08009e+09,1.82966e+09,1.02704e+09,2.76156e+08,3.95579e+07,3.06858e+06,1.38204e+05,5.11576e+03,4.00719e+07,2.93760e+40,7.36592e+39,3.23121e+37,1.08300e+37
gal161,firebox,0.0,0,5.90000e+03,6.50000e+03,8.65593e+00,1.39396e+01,2.87117e+08,8.06876e+09,8.23061e+09,1.52442e+09,1.01145e+09,4.95035e-01,6.01143e-01,5.04965e-01,3.98857e-01,1.11337e+09,6.50807e+08,2.35595e+03,1.59033e+11,2.91237e-01,8.68709e-01,1.28489e+00,9.00398e-01,6.65782e-10,1.98591e-09,2.93732e-09,2.05836e-09,3.53846e-11,1.05546e-10,1.56111e-10,1.09396e-10,3.60944e-11,1.07663e-10,1.59242e-10,1.11591e-10,8.25136e-20,2.46124e-19,3.64036e-19,2.55102e-19,4.38538e-21,1.30808e-20,1.93476e-20,1.35580e-20,1.91048e-10,5.69863e-10,8.42871e-10,5.90651e-10,4.36745e-19,1.30274e-18,1.92685e-18,1.35026e-18,2.32119e-20,6.92370e-20,1.02407e-19,7.17627e-20,1.03717e+00,5.64602e-01,1.07724e+00,6.22493e-01,1.05142e+00,1.06959e+00,1.08703e+00,7.18621e-01,8.84068e+00,8.86125e+00,9.39479e+03,7.53506e+03,1.69298e+04,8.01310e+02,1.18729e+03,1.98860e+03,6.48648e+03,4.90206e+03,1.13885e+04,6.20478e+03,4.34796e+02,4.30997e+02,3.95013e+43,8.92799e+43,6.86980e+41,6.68057e-01,6.68057e-01,1.12712e+00,1.12712e+00,2.31590e+41,4.54172e+40,1.58660e+40,9.61077e+06,1.52149e+07,7.80914e+06,1.85523e+06,2.31564e+05,1.63567e+04,7.46067e+02,4.20683e+01,3.01898e+05,5.66439e+40,5.87297e+39,3.74393e+39,1.25485e+39,4.02801e+40,8.39306e+39,2.91291e+39,4.73505e+06,7.33372e+06,3.76799e+06,9.09512e+05,1.16829e+05,8.51522e+03,3.82985e+02,1.47996e+01,1.51142e+05,1.17707e+40,8.96541e+38,1.96513e+38,6.58649e+37
gal147,firebox,0.0,0,8.10000e+03,8.90000e+03,6.78300e+00,5.01661e+00,1.09906e+08,1.15130e+10,5.77258e+09,1.03402e+09,6.50795e+08,6.66047e-01,6.13730e-01,3.33953e-01,3.86270e-01,5.87367e+08,3.41919e+08,6.29804e+02,1.57514e+11,7.48012e-01,1.15259e+00,1.23233e+00,1.05288e+00,9.07253e-10,1.39796e-09,1.49468e-09,1.27702e-09,1.29580e-10,1.99666e-10,2.13480e-10,1.82393e-10,6.49710e-11,1.00112e-10,1.07038e-10,9.14510e-11,7.88024e-20,1.21424e-19,1.29825e-19,1.10920e-19,1.12551e-20,1.73426e-20,1.85425e-20,1.58423e-20,7.23400e-10,1.11466e-09,1.19178e-09,1.01823e-09,8.77402e-19,1.35196e-18,1.44550e-18,1.23500e-18,1.25317e-19,1.93096e-19,2.06456e-19,1.76392e-19,5.77951e-01,3.99373e-01,6.44173e-01,4.28501e-01,5.85038e-01,6.33946e-01,6.30816e-01,4.67470e-01,8.58478e+00,8.62325e+00,5.94520e+03,3.82724e+03,9.77244e+03,1.37451e+03,1.14551e+03,2.52002e+03,8.40096e+02,8.79710e+02,1.71981e+03,9.97348e+03,2.08203e+03,2.08878e+03,4.33568e+43,9.26086e+43,1.35199e+42,1.14959e+00,1.14959e+00,4.66673e+00,4.66673e+00,5.14237e+41,9.03898e+40,3.18791e+40,2.67892e+06,4.43170e+06,2.28927e+06,5.36099e+05,6.72721e+04,5.19493e+03,2.94051e+02,2.95358e+01,1.06117e+05,5.90137e+40,1.01024e+40,1.41030e+40,4.72689e+39,6.87018e+40,1.53056e+40,5.38470e+39,5.04106e+05,8.20332e+05,4.20758e+05,9.77640e+04,1.18399e+04,8.31677e+02,4.28354e+01,4.51671e+00,1.59140e+04,8.06551e+39,2.63690e+39,2.28978e+39,7.67462e+38
gal163,firebox,0.0,0,3.70000e+03,4.10000e+03,4.81750e+00,9.28511e+00,7.11830e+07,4.13901e+09,2.95862e+09,3.99338e+08,4.02980e+08,5.83154e-01,4.97730e-01,4.16846e-01,5.02270e-01,3.50630e+08,1.78615e+08,4.82487e+02,1.57307e+11,5.39845e-01,7.24705e-01,5.99797e-01,6.39113e-01,3.13802e-09,4.21258e-09,3.48651e-09,3.71505e-09,1.82465e-10,2.44947e-10,2.02729e-10,2.16018e-10,1.30429e-10,1.75091e-10,1.44913e-10,1.54412e-10,7.58157e-19,1.01777e-18,8.42353e-19,8.97569e-19,4.40843e-20,5.91802e-20,4.89800e-20,5.21906e-20,1.35185e-09,1.81477e-09,1.50198e-09,1.60043e-09,7.85807e-18,1.05489e-17,8.73073e-18,9.30302e-18,4.56920e-19,6.13384e-19,5.07663e-19,5.40940e-19,7.28193e-01,4.96695e-01,7.70289e-01,5.17021e-01,7.59347e-01,7.88871e-01,8.07714e-01,5.96042e-01,8.68323e+00,8.72875e+00,2.03029e+03,2.90633e+03,4.93662e+03,1.38715e+02,3.84295e+02,5.23010e+02,2.87795e+03,4.15012e+03,7.02807e+03,8.16012e+03,8.13348e+02,8.08755e+02,2.27898e+43,4.32145e+43,6.09005e+41,1.11495e+00,1.11495e+00,1.59394e+00,1.59394e+00,1.77983e+41,3.33566e+40,1.17378e+40,1.59730e+06,2.48918e+06,1.27591e+06,3.06904e+05,4.05287e+04,3.29432e+03,1.80566e+02,1.12503e+01,5.60825e+04,2.46185e+40,4.79538e+39,5.34451e+39,1.79131e+39,1.95662e+40,4.10446e+39,1.43671e+39,3.06687e+05,4.70697e+05,2.35623e+05,5.44017e+04,6.47901e+03,4.31211e+02,1.94896e+01,1.39477e+00,8.86436e+03,3.40190e+39,6.44925e+38,3.01739e+38,1.01133e+38
gal137,firebox,0.0,0,2.70000e+03,2.10000e+03,7.45763e+00,1.63150e+01,3.46347e+08,2.45653e+09,1.90675e+10,3.73650e+08,3.16830e+09,1.14129e-01,1.05493e-01,8.85871e-01,8.94507e-01,5.79730e+08,3.37675e+08,1.81058e+04,1.56785e+11,4.49094e-01,8.13422e-02,3.16455e-01,1.59312e+00,4.90230e-09,8.87929e-10,3.45441e-09,1.73905e-08,2.35528e-11,4.26600e-12,1.65965e-11,8.35517e-11,1.82817e-10,3.31127e-11,1.28822e-10,6.48527e-10,1.99562e-18,3.61457e-19,1.40622e-18,7.07931e-18,9.58785e-21,1.73660e-21,6.75609e-21,3.40121e-20,1.20191e-09,2.17696e-10,8.46928e-10,4.26368e-09,1.31200e-17,2.37637e-18,9.24505e-18,4.65423e-17,6.30344e-20,1.14171e-20,4.44173e-20,2.23609e-19,2.11507e+00,1.16870e+00,2.27462e+00,1.27696e+00,2.25179e+00,2.35740e+00,2.32190e+00,1.60072e+00,9.15690e+00,9.19914e+00,5.84734e+02,4.29780e+03,4.88254e+03,4.10060e+01,5.73779e+02,6.14785e+02,8.88555e+03,3.28012e+04,4.16868e+04,1.03213e+04,1.65425e+02,1.58908e+02,3.90149e+43,8.06727e+43,1.93898e+40,5.41688e-01,5.41688e-01,1.06195e+00,1.06195e+00,4.63901e+40,1.33388e+40,4.59222e+39,2.02774e+07,2.43627e+07,1.36956e+07,4.64955e+06,9.32020e+05,9.03703e+04,4.07038e+03,1.02731e+02,1.35864e+06,2.10466e+40,5.28770e+39,7.59256e+38,2.54478e+38,7.31348e+39,2.59608e+39,8.85159e+38,5.34261e+06,6.58016e+06,3.62093e+06,1.18113e+06,2.35424e+05,2.32016e+04,1.03633e+03,2.47641e+01,3.47187e+05,3.47448e+39,1.14200e+39,8.16633e+36,2.73709e+36
gal149,firebox,0.0,0,5.10000e+03,5.50000e+03,1.69666e+01,1.80896e+01,7.38880e+08,9.26567e+09,1.16653e+10,1.47816e+09,1.99286e+09,4.42678e-01,4.25857e-01,5.57322e-01,5.74143e-01,1.98923e+09,1.31772e+09,1.57329e+04,1.55647e+11,3.21956e+00,2.12206e+00,2.28023e+00,1.45040e+00,9.85022e-09,6.49244e-09,6.97635e-09,4.43750e-09,2.75995e-10,1.81913e-10,1.95472e-10,1.24335e-10,3.47471e-10,2.29024e-10,2.46094e-10,1.56535e-10,1.06309e-18,7.00698e-19,7.52924e-19,4.78919e-19,2.97869e-20,1.96330e-20,2.10963e-20,1.34189e-20,2.17809e-09,1.43561e-09,1.54262e-09,9.81226e-10,6.66386e-18,4.39226e-18,4.71963e-18,3.00206e-18,1.86716e-19,1.23068e-19,1.32240e-19,8.41152e-20,1.24892e+00,7.06895e-01,1.34110e+00,7.73574e-01,1.27373e+00,1.33921e+00,1.41303e+00,9.45835e-01,8.92380e+00,8.97931e+00,1.56487e+04,1.34564e+04,2.91051e+04,1.38441e+03,2.12408e+03,3.50849e+03,1.09237e+04,1.11109e+04,2.20345e+04,1.42398e+04,2.66637e+02,2.63021e+02,7.35940e+43,1.34982e+44,7.58086e+41,9.29028e-01,9.29028e-01,2.71782e+00,2.71782e+00,2.15814e+41,4.60610e+40,1.60060e+40,3.34624e+07,4.83431e+07,2.56842e+07,6.91477e+06,1.06447e+06,9.48978e+04,4.47621e+03,1.43541e+02,1.44392e+06,7.01336e+40,6.47567e+39,1.91199e+39,6.40837e+38,4.33350e+40,1.10844e+40,3.83996e+39,1.30794e+07,1.66795e+07,9.15402e+06,2.79473e+06,5.10814e+05,5.26157e+04,2.52263e+03,6.42597e+01,7.39102e+05,1.37187e+40,1.97622e+39,1.23325e+38,4.13347e+37
gal167,firebox,0.0,0,4.10000e+03,4.30000e+03,1.24456e+01,1.96929e+01,3.79248e+08,5.29785e+09,8.45174e+09,1.03999e+09,1.47436e+09,3.85310e-01,4.13620e-01,6.14690e-01,5.86380e-01,9.89452e+08,7.20932e+08,9.35980e+03,1.54993e+11,8.35291e-01,6.80725e-01,6.84791e-01,6.49773e-01,3.95421e-09,3.22251e-09,3.24176e-09,3.07598e-09,9.88306e-11,8.05426e-11,8.10237e-11,7.68803e-11,1.57666e-10,1.28491e-10,1.29258e-10,1.22648e-10,7.46381e-19,6.08267e-19,6.11901e-19,5.80609e-19,1.86548e-20,1.52029e-20,1.52937e-20,1.45116e-20,8.03175e-10,6.54552e-10,6.58462e-10,6.24790e-10,3.80218e-18,3.09861e-18,3.11712e-18,2.95772e-18,9.50307e-20,7.74459e-20,7.79085e-20,7.39244e-20,1.40642e+00,7.98710e-01,1.54671e+00,8.50897e-01,1.45489e+00,1.55127e+00,1.66609e+00,1.08166e+00,8.97233e+00,9.04915e+00,5.83659e+03,8.19525e+03,1.40318e+04,4.56785e+02,1.17221e+03,1.62899e+03,1.29458e+04,1.44335e+04,2.73793e+04,6.00277e+03,2.29796e+02,2.23408e+02,2.40282e+43,5.29946e+43,2.56895e+41,2.68651e-01,2.68651e-01,8.01845e-01,8.01845e-01,7.46224e+40,1.46949e+40,5.08598e+39,1.53468e+07,2.04683e+07,1.08647e+07,3.08982e+06,5.10752e+05,4.68449e+04,2.29542e+03,7.55804e+01,7.56262e+05,3.41534e+40,1.70568e+39,5.55598e+38,1.86219e+38,1.60886e+40,4.08116e+39,1.40554e+39,1.00454e+07,1.25063e+07,6.83774e+06,2.11580e+06,3.80016e+05,3.58853e+04,1.65508e+03,4.25755e+01,5.52445e+05,7.28228e+39,6.63811e+38,2.25540e+37,7.55940e+36
