name,galaxy_type,redshift,number_of_NaN_indices,R_half_light_visible,R_half_mass_stellar_mass,hden_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_co_10_semi_analytical,gas_mass,star_mass,total_gas_mass_within_R50_and_disk,total_star_mass_within_R50_and_disk,gas_fraction_all_galaxy,gas_fraction_R50_and_disk,stellar_mass_fraction_all_galaxy,stellar_mass_fraction_within_R50_and_disk,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,sfr_instantaneous,sfr_5Myr,sfr_10Myr,sfr_100Myr,sfr_instantaneous_surface_density_twoR50,sfr_5Myr_surface_density_twoR50,sfr_10Myr_surface_density_twoR50,sfr_100Myr_surface_density_twoR50,sfr_instantaneous_sSFR,sfr_5Myr_sSFR,sfr_10Myr_sSFR,sfr_100Myr_sSFR,sfe_sfr_instantaneous_all_gas,sfe_sfr_5Myr_all_gas,sfe_sfr_10Myr_all_gas,sfe_sfr_100Myr_all_gas,sfe_sfr_instantaneous_surface_density_twoR50_all_gas,sfe_sfr_5Myr_surface_density_twoR50_all_gas,sfe_sfr_10Myr_surface_density_twoR50_all_gas,sfe_sfr_100Myr_surface_density_twoR50_all_gas,sfe_sfr_instantaneous_sSFR_all_gas,sfe_sfr_5Myr_sSFR_all_gas,sfe_sfr_10Myr_sSFR_all_gas,sfe_sfr_100Myr_sSFR_all_gas,sfe_sfr_instantaneous_R50_and_disk,sfe_sfr_5Myr_R50_and_disk,sfe_sfr_10Myr_R50_and_disk,sfe_sfr_100Myr_R50_and_disk,sfe_sfr_instantaneous_surface_density_twoR50_R50_and_disk,sfe_sfr_5Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_10Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_100Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_instantaneous_sSFR_R50_and_disk,sfe_sfr_5Myr_sSFR_R50_and_disk,sfe_sfr_10Myr_sSFR_R50_and_disk,sfe_sfr_100Myr_sSFR_R50_and_disk,average_gas_metallicity,average_star_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,metallicity_gas_half_light_visible_z500pc,metallicity_star_half_light_visible_z500pc,twelve_plus_logOH,twelve_plus_logOH_half_light_visible_z500pc,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,L_fir,L_skirt_full_wavelength_range,L_skirt_habing,mass_average_radiation_field,volume_weighted_average_radiation_field,mass_average_radiation_field_R50_and_disk,volume_weighted_average_radiation_field_R50_and_disk,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal105,firebox,1.0,0,3.70000e+03,3.90000e+03,1.82985e+01,1.35092e+01,2.53230e+08,5.71944e+09,6.05803e+09,5.81008e+08,8.41055e+08,4.85626e-01,4.08567e-01,5.14374e-01,5.91433e-01,8.87609e+08,5.12726e+08,2.34972e+03,1.89330e+11,1.55786e+00,1.81221e+00,1.64422e+00,1.23744e+00,9.05558e-09,1.05341e-08,9.55756e-09,7.19300e-09,2.57157e-10,2.99142e-10,2.71412e-10,2.04264e-10,2.72380e-10,3.16851e-10,2.87479e-10,2.16356e-10,1.58330e-18,1.84180e-18,1.67107e-18,1.25764e-18,4.49618e-20,5.23027e-20,4.74542e-20,3.57140e-20,2.68132e-09,3.11909e-09,2.82995e-09,2.12981e-09,1.55860e-17,1.81307e-17,1.64500e-17,1.23802e-17,4.42605e-19,5.14868e-19,4.67140e-19,3.51569e-19,8.46147e-01,4.54789e-01,9.03813e-01,4.86767e-01,8.62184e-01,9.22518e-01,9.44790e-01,5.48528e-01,8.75698e+00,8.80502e+00,3.86361e+03,5.98629e+03,9.84991e+03,2.63870e+02,7.89925e+02,1.05379e+03,6.09208e+03,8.72314e+03,1.48152e+04,2.25803e+04,6.07981e+02,6.04679e+02,7.18904e+43,1.27158e+44,6.00007e+41,2.08609e+00,2.08609e+00,7.64560e+00,7.64560e+00,2.55034e+41,5.72871e+40,2.01021e+40,9.86255e+06,1.61365e+07,8.41035e+06,2.02250e+06,2.63208e+05,2.00774e+04,8.98708e+02,3.71328e+01,3.15743e+05,4.04739e+40,1.13282e+40,6.33318e+39,2.12268e+39,3.81533e+40,1.05239e+40,3.67587e+39,2.61085e+06,4.23741e+06,2.22259e+06,5.45410e+05,7.62889e+04,6.61425e+03,3.27017e+02,1.17953e+01,9.31082e+04,6.85532e+39,2.26318e+39,5.71762e+38,1.91636e+38
gal106,firebox,1.0,0,2.70000e+03,2.50000e+03,2.90684e+01,1.64638e+01,3.72034e+08,1.08418e+10,1.41741e+10,3.77057e+08,4.79185e+09,4.33396e-01,7.29472e-02,5.66604e-01,9.27053e-01,1.44925e+09,8.36123e+08,3.24685e+03,1.89209e+11,3.76389e+00,3.58408e+00,3.15674e+00,5.60862e+00,4.10865e-08,3.91238e-08,3.44589e-08,6.12236e-08,2.65547e-10,2.52861e-10,2.22712e-10,3.95695e-10,3.47165e-10,3.30580e-10,2.91164e-10,5.17315e-10,3.78965e-18,3.60861e-18,3.17834e-18,5.64700e-18,2.44929e-20,2.33228e-20,2.05420e-20,3.64972e-20,9.98229e-09,9.50542e-09,8.37206e-09,1.48747e-08,1.08966e-16,1.03761e-16,9.13892e-17,1.62372e-16,7.04263e-19,6.70619e-19,5.90659e-19,1.04943e-18,7.72358e-01,5.45804e-01,8.35916e-01,5.62454e-01,7.85346e-01,8.21598e-01,8.42511e-01,6.19746e-01,8.72014e+00,8.75849e+00,8.24989e+03,1.61437e+04,2.43935e+04,8.03878e+02,2.55322e+03,3.35710e+03,9.04832e+03,4.07071e+04,4.97554e+04,3.34907e+04,3.04331e+02,3.04372e+02,1.66591e+44,3.20411e+44,1.78923e+42,3.06351e+00,3.06351e+00,1.94961e+01,1.94961e+01,6.77774e+41,1.51618e+41,5.34621e+40,3.39233e+07,5.63778e+07,3.30211e+07,9.52136e+06,1.55236e+06,1.47322e+05,7.73712e+03,3.06158e+02,1.22095e+06,7.78487e+40,3.65250e+40,2.39406e+40,8.02413e+39,4.75335e+40,1.49440e+40,5.22865e+39,2.60516e+07,4.41171e+07,2.66766e+07,7.96284e+06,1.33569e+06,1.28741e+05,6.72474e+03,2.53962e+02,9.39234e+05,6.27389e+39,3.74262e+39,1.31434e+39,4.40524e+38
gal107,firebox,1.0,0,1.50000e+03,1.30000e+03,4.77430e+01,6.38226e+01,1.96968e+08,1.00163e+09,9.21505e+09,4.51135e+08,3.49397e+09,9.80389e-02,1.14353e-01,9.01961e-01,8.85647e-01,3.43819e+08,2.63981e+08,1.13040e+04,1.89130e+11,2.53607e+00,2.59516e+00,2.54391e+00,8.53387e-01,8.96952e-08,9.17848e-08,8.99724e-08,3.01824e-08,2.75210e-10,2.81621e-10,2.76060e-10,9.26079e-11,2.53194e-09,2.59093e-09,2.53976e-09,8.51996e-10,8.95490e-17,9.16352e-17,8.98258e-17,3.01332e-17,2.74761e-19,2.81162e-19,2.75610e-19,9.24570e-20,5.62154e-09,5.75250e-09,5.63891e-09,1.89164e-09,1.98821e-16,2.03453e-16,1.99436e-16,6.69032e-17,6.10038e-19,6.24250e-19,6.11924e-19,2.05278e-19,1.23380e+00,5.81954e-01,1.30842e+00,6.22602e-01,1.32025e+00,1.39211e+00,1.39198e+00,8.19201e-01,8.90668e+00,8.95846e+00,1.70376e+02,2.45178e+03,2.62216e+03,1.14568e+01,3.19914e+02,3.31371e+02,1.35975e+05,3.25411e+05,4.61385e+05,1.40833e+04,8.62580e+01,8.54172e+01,6.95432e+43,1.11856e+44,9.03764e+40,5.72176e+00,5.72176e+00,1.21969e+01,1.21969e+01,3.11673e+40,9.89124e+39,3.45327e+39,3.75877e+07,6.00779e+07,3.21891e+07,8.28255e+06,1.17143e+06,9.42062e+04,3.88980e+03,9.87861e+01,1.37825e+06,7.39740e+39,3.19281e+39,8.06034e+38,2.70157e+38,2.10619e+40,7.84693e+39,2.73513e+39,3.74368e+07,5.98336e+07,3.20660e+07,8.25451e+06,1.16817e+06,9.39983e+04,3.88087e+03,9.80080e+01,1.37326e+06,4.92666e+39,2.75320e+39,1.62908e+38,5.46015e+37
gal108,firebox,1.0,0,2.10000e+03,2.50000e+03,2.83227e+01,1.69511e+01,8.63242e+07,6.24233e+09,6.43681e+09,2.34848e+08,1.81955e+09,4.92331e-01,1.14315e-01,5.07669e-01,8.85685e-01,3.87833e+08,2.32552e+08,1.53695e+03,1.87062e+11,2.14633e+00,1.33026e+00,8.32913e-01,2.58996e+00,3.87300e-08,2.40042e-08,1.50297e-08,4.67352e-08,3.33446e-10,2.06664e-10,1.29398e-10,4.02366e-10,3.43834e-10,2.13103e-10,1.33430e-10,4.14902e-10,6.20442e-18,3.84540e-18,2.40771e-18,7.48682e-18,5.34169e-20,3.31069e-20,2.07292e-20,6.44577e-20,9.13921e-09,5.66434e-09,3.54660e-09,1.10282e-08,1.64915e-16,1.02212e-16,6.39976e-17,1.99002e-16,1.41984e-18,8.79991e-19,5.50987e-19,1.71330e-18,6.71009e-01,3.80970e-01,7.14865e-01,4.12189e-01,6.88777e-01,7.06714e-01,7.16251e-01,5.36788e-01,8.65513e+00,8.68166e+00,2.15580e+03,6.07478e+03,8.23059e+03,2.27673e+02,1.00706e+03,1.23473e+03,9.59194e+03,3.76518e+04,4.72438e+04,2.24848e+04,4.89167e+02,4.88418e+02,5.17145e+43,1.18167e+44,1.25341e+42,1.94325e+00,1.94325e+00,2.38943e+01,2.38943e+01,3.37711e+41,6.69518e+40,2.37010e+40,2.50932e+06,3.62538e+06,1.94727e+06,5.49721e+05,1.03614e+05,1.22935e+04,7.82464e+02,4.01535e+01,1.37857e+05,3.24144e+40,1.36416e+40,1.47458e+40,4.94232e+39,3.52252e+40,1.04899e+40,3.68100e+39,6.08208e+05,7.80333e+05,4.60115e+05,1.65308e+05,4.35709e+04,6.52260e+03,4.70388e+02,2.36333e+01,5.26693e+04,3.98863e+39,2.29264e+39,1.40488e+39,4.70872e+38
gal109,firebox,1.0,0,3.10000e+03,3.10000e+03,3.27213e+00,5.98962e+00,1.31192e+07,4.84758e+09,2.06235e+09,1.80831e+08,4.39403e+08,7.01538e-01,2.91553e-01,2.98462e-01,7.08447e-01,9.07329e+07,5.82263e+07,6.50986e+01,1.85549e+11,4.70805e-01,2.64056e-01,1.76201e-01,3.36792e-01,3.89860e-09,2.18657e-09,1.45906e-09,2.78887e-09,2.28286e-10,1.28036e-10,8.54367e-11,1.63305e-10,9.71217e-11,5.44717e-11,3.63481e-11,6.94763e-11,8.04235e-19,4.51063e-19,3.00988e-19,5.75312e-19,4.70927e-20,2.64124e-20,1.76246e-20,3.36879e-20,2.60357e-09,1.46024e-09,9.74394e-10,1.86247e-09,2.15594e-17,1.20918e-17,8.06866e-18,1.54225e-17,1.26243e-18,7.08045e-19,4.72468e-19,9.03081e-19,4.24707e-01,2.89266e-01,4.75993e-01,2.91864e-01,4.46115e-01,4.79711e-01,5.12668e-01,3.30841e-01,8.45717e+00,8.53308e+00,1.87356e+03,2.78519e+03,4.65875e+03,1.78804e+02,4.31470e+02,6.10274e+02,1.19759e+03,3.64521e+03,4.84280e+03,8.90485e+03,2.99442e+03,2.98600e+03,1.08413e+43,3.62471e+43,5.05268e+41,9.18244e-01,9.18244e-01,1.19500e+00,1.19500e+00,2.19799e+41,3.38949e+40,1.20182e+40,2.63983e+05,4.48621e+05,2.35036e+05,5.58621e+04,7.30477e+03,6.14560e+02,3.92541e+01,4.70317e+00,1.56698e+04,1.66198e+40,2.88520e+39,5.78686e+39,1.93957e+39,1.40140e+40,2.39911e+39,8.47026e+38,1.95960e+04,3.18588e+04,1.60631e+04,3.60615e+03,4.07976e+02,2.68008e+01,1.53156e+00,2.48367e-01,5.06613e+02,1.21112e+39,2.85323e+38,3.94682e+38,1.32285e+38
gal110,firebox,1.0,0,2.90000e+03,3.10000e+03,3.05976e+01,3.11532e+01,4.69504e+08,5.31267e+09,9.10741e+09,8.23091e+08,2.67444e+09,3.68422e-01,2.35335e-01,6.31578e-01,7.64665e-01,1.35253e+09,8.50784e+08,8.21721e+03,1.84756e+11,5.37305e+00,4.59224e+00,4.67165e+00,1.87017e+00,5.08411e-08,4.34529e-08,4.42043e-08,1.76960e-08,5.89965e-10,5.04232e-10,5.12951e-10,2.05346e-10,1.01137e-09,8.64395e-10,8.79342e-10,3.52021e-10,9.56979e-18,8.17912e-18,8.32055e-18,3.33090e-18,1.11049e-19,9.49112e-20,9.65524e-20,3.86521e-20,6.52790e-09,5.57927e-09,5.67574e-09,2.27213e-09,6.17686e-17,5.27924e-17,5.37053e-17,2.14994e-17,7.16768e-19,6.12608e-19,6.23201e-19,2.49481e-19,9.71856e-01,5.13390e-01,1.01177e+00,5.48815e-01,1.00810e+00,1.02384e+00,1.01098e+00,6.61224e-01,8.81416e+00,8.82987e+00,5.31186e+03,9.93708e+03,1.52489e+04,3.56498e+02,1.31955e+03,1.67605e+03,3.23976e+04,5.16959e+04,8.40935e+04,1.57644e+04,1.68498e+02,1.67159e+02,1.41886e+44,2.14301e+44,5.87010e+41,4.06239e+00,4.06239e+00,1.10349e+01,1.10349e+01,2.56658e+41,6.38846e+40,2.23770e+40,1.88157e+07,2.88651e+07,1.52852e+07,3.96843e+06,6.15406e+05,5.97409e+04,3.26713e+03,1.13174e+02,7.89393e+05,4.50668e+40,1.39577e+40,5.49154e+39,1.84059e+39,5.49676e+40,1.67061e+40,5.84103e+39,5.32803e+06,7.77746e+06,4.13106e+06,1.11176e+06,1.81427e+05,1.80315e+04,1.01176e+03,3.49676e+01,2.39272e+05,9.67100e+39,4.21787e+39,9.07663e+38,3.04220e+38
gal111,firebox,1.0,0,4.10000e+03,4.70000e+03,1.92896e+01,1.41950e+01,6.07781e+07,9.27136e+09,3.33532e+09,7.49639e+08,2.16269e+08,7.35432e-01,7.76098e-01,2.64568e-01,2.23902e-01,4.30234e+08,2.20128e+08,1.64619e+02,1.82442e+11,1.48911e+00,2.48458e+00,1.98975e+00,1.62008e+00,7.04934e-09,1.17619e-08,9.41937e-09,7.66935e-09,4.46467e-10,7.44931e-10,5.96571e-10,4.85734e-10,1.60614e-10,2.67985e-10,2.14613e-10,1.74740e-10,7.60336e-19,1.26862e-18,1.01596e-18,8.27209e-19,4.81555e-20,8.03476e-20,6.43456e-20,5.23908e-20,1.98643e-09,3.31437e-09,2.65428e-09,2.16114e-09,9.40365e-18,1.56900e-17,1.25652e-17,1.02307e-17,5.95576e-19,9.93720e-19,7.95811e-19,6.47958e-19,3.93889e-01,2.67336e-01,4.23663e-01,2.75034e-01,4.02021e-01,4.16360e-01,4.28466e-01,2.71158e-01,8.43089e+00,8.46719e+00,5.73255e+03,4.59693e+03,1.03295e+04,5.92411e+02,7.64228e+02,1.35664e+03,6.72633e+03,3.98465e+03,1.07110e+04,6.56390e+03,1.46826e+03,1.47231e+03,7.40315e+43,1.43341e+44,3.35498e+42,3.66460e+00,3.66460e+00,2.00729e+01,2.00729e+01,7.51203e+41,1.32128e+41,4.68866e+40,7.28787e+05,1.26433e+06,6.74406e+05,1.63161e+05,2.13841e+04,1.71826e+03,1.26560e+02,2.63588e+01,2.17951e+04,4.41209e+40,1.50829e+40,3.15929e+40,1.05889e+40,9.37819e+40,2.15516e+40,7.58524e+39,3.28581e+05,5.34078e+05,2.89187e+05,7.49510e+04,1.09969e+04,9.53384e+02,6.10885e+01,9.19589e+00,1.09241e+04,7.13466e+39,2.65098e+39,3.90213e+39,1.30787e+39
gal112,firebox,1.0,0,6.10000e+03,6.10000e+03,1.81418e+01,1.12544e+01,2.56681e+08,1.42840e+10,7.04557e+09,1.31562e+09,1.10979e+09,6.69680e-01,5.42432e-01,3.30320e-01,4.57568e-01,1.40981e+09,7.39566e+08,1.31869e+03,1.80137e+11,4.79653e+00,4.09320e+00,3.72167e+00,4.05656e+00,1.02579e-08,8.75373e-09,7.95918e-09,8.67538e-09,6.80787e-10,5.80961e-10,5.28229e-10,5.75761e-10,3.35798e-10,2.86559e-10,2.60549e-10,2.83994e-10,7.18139e-19,6.12835e-19,5.57210e-19,6.07350e-19,4.76609e-20,4.06722e-20,3.69805e-20,4.03082e-20,3.64584e-09,3.11123e-09,2.82884e-09,3.08339e-09,7.79700e-18,6.65370e-18,6.04976e-18,6.59414e-18,5.17465e-19,4.41587e-19,4.01506e-19,4.37635e-19,5.34275e-01,3.30772e-01,5.87967e-01,3.58263e-01,5.41955e-01,5.60777e-01,6.12951e-01,4.04677e-01,8.56218e+00,8.62072e+00,1.62741e+04,9.68691e+03,2.59610e+04,1.99367e+03,1.81283e+03,3.80649e+03,4.22815e+03,3.94349e+03,8.17164e+03,1.63766e+04,1.10649e+03,1.10536e+03,1.53032e+44,2.75303e+44,4.54156e+42,3.91922e+00,3.91922e+00,9.98450e+00,9.98450e+00,1.24923e+42,2.43459e+41,8.59781e+40,4.07445e+06,6.86044e+06,3.64655e+06,9.02689e+05,1.31974e+05,1.28472e+04,9.12205e+02,1.02864e+02,1.43623e+05,1.04615e+41,3.40487e+40,4.76449e+40,1.59691e+40,1.31892e+41,3.06218e+40,1.07512e+40,1.40352e+06,2.17258e+06,1.17996e+06,3.25094e+05,5.92287e+04,7.19622e+03,5.25389e+02,3.19522e+01,6.87381e+04,1.44438e+40,4.39426e+39,3.94387e+39,1.32186e+39
gal113,firebox,1.0,0,2.70000e+03,2.10000e+03,2.41617e+01,2.31017e+01,1.21767e+08,3.64284e+09,7.58092e+09,5.29080e+08,2.42839e+09,3.24565e-01,1.78896e-01,6.75435e-01,8.21104e-01,4.43947e+08,2.58430e+08,1.36787e+03,1.79746e+11,1.15085e+00,6.95330e-01,5.64521e-01,1.23815e+00,1.25626e-08,7.59021e-09,6.16229e-09,1.35156e-08,1.51808e-10,9.17211e-11,7.44660e-11,1.63325e-10,3.15920e-10,1.90876e-10,1.54967e-10,3.39885e-10,3.44857e-18,2.08359e-18,1.69162e-18,3.71018e-18,4.16730e-20,2.51784e-20,2.04417e-20,4.48343e-20,2.17519e-09,1.31423e-09,1.06699e-09,2.34019e-09,2.37443e-17,1.43461e-17,1.16472e-17,2.55455e-17,2.86929e-19,1.73360e-19,1.40746e-19,3.08695e-19,8.58686e-01,4.78289e-01,8.81709e-01,5.03075e-01,8.77704e-01,9.03300e-01,8.95129e-01,5.88362e-01,8.75727e+00,8.77309e+00,1.44708e+03,4.64395e+03,6.09103e+03,9.51783e+01,5.98954e+02,6.94132e+02,1.78155e+04,4.06623e+04,5.84777e+04,6.77360e+03,3.38342e+02,3.35712e+02,3.77999e+43,8.53316e+43,2.28437e+41,1.35306e+00,1.35306e+00,5.00256e+00,5.00256e+00,1.50680e+41,3.15521e+40,1.10751e+40,6.27011e+06,1.04898e+07,5.47321e+06,1.30379e+06,1.67965e+05,1.28487e+04,5.93414e+02,2.61235e+01,1.98973e+05,2.51619e+40,5.32195e+39,3.54556e+39,1.18836e+39,2.99895e+40,7.92552e+39,2.77070e+39,4.83264e+06,8.17659e+06,4.27949e+06,1.01933e+06,1.31029e+05,9.87950e+03,4.38428e+02,1.47200e+01,1.46135e+05,5.26330e+39,1.55376e+39,4.56220e+38,1.52910e+38
gal114,firebox,1.0,0,6.50000e+03,6.30000e+03,1.93069e+01,1.18707e+01,3.25028e+08,1.52240e+10,8.39787e+09,1.57562e+09,1.87483e+09,6.44488e-01,4.56643e-01,3.55512e-01,5.43357e-01,1.57918e+09,8.80629e+08,1.80457e+03,1.79675e+11,5.06818e+00,4.11214e+00,3.83764e+00,3.14866e+00,9.54588e-09,7.74517e-09,7.22817e-09,5.93047e-09,6.03509e-10,4.89665e-10,4.56978e-10,3.74936e-10,3.32907e-10,2.70108e-10,2.52078e-10,2.06822e-10,6.27027e-19,5.08747e-19,4.74787e-19,3.89547e-19,3.96419e-20,3.21639e-20,3.00169e-20,2.46279e-20,3.21662e-09,2.60985e-09,2.43563e-09,1.99836e-09,6.05847e-18,4.91562e-18,4.58749e-18,3.76389e-18,3.83028e-19,3.10775e-19,2.90030e-19,2.37960e-19,5.59262e-01,3.52176e-01,6.63123e-01,3.77456e-01,5.66086e-01,6.27204e-01,6.46118e-01,4.45738e-01,8.57972e+00,8.64079e+00,1.43389e+04,9.71280e+03,2.40517e+04,2.90099e+03,2.39870e+03,5.29969e+03,4.70394e+03,4.91498e+03,9.61891e+03,1.40766e+04,1.03684e+03,1.03490e+03,1.50546e+44,2.76428e+44,3.65843e+42,3.15449e+00,3.15449e+00,1.24131e+01,1.24131e+01,1.05621e+42,2.07417e+41,7.31873e+40,6.14542e+06,9.88606e+06,5.17541e+06,1.27440e+06,1.77978e+05,1.52856e+04,8.49530e+02,6.29703e+01,2.12824e+05,1.01431e+41,2.89157e+40,3.35621e+40,1.12489e+40,1.40776e+41,3.50265e+40,1.22879e+40,2.30098e+06,3.59406e+06,1.92803e+06,5.08264e+05,8.05321e+04,7.69730e+03,4.18284e+02,2.21671e+01,9.21167e+04,1.67312e+40,5.80427e+39,4.17649e+39,1.39983e+39
gal115,firebox,1.0,0,3.10000e+03,3.10000e+03,1.46607e+01,1.78780e+01,3.45606e+08,8.05274e+09,9.82069e+09,5.39749e+08,2.44337e+09,4.50543e-01,1.80935e-01,5.49457e-01,8.19065e-01,1.18700e+09,6.94097e+08,3.71423e+03,1.79439e+11,2.24359e+00,1.18480e+00,1.29757e+00,2.06338e+00,1.85785e-08,9.81094e-09,1.07448e-08,1.70862e-08,2.28456e-10,1.20643e-10,1.32126e-10,2.10105e-10,2.78612e-10,1.47130e-10,1.61134e-10,2.56233e-10,2.30710e-18,1.21834e-18,1.33430e-18,2.12179e-18,2.83699e-20,1.49816e-20,1.64076e-20,2.60911e-20,4.15673e-09,2.19509e-09,2.40402e-09,3.82284e-09,3.44206e-17,1.81768e-17,1.99069e-17,3.16558e-17,4.23262e-19,2.23517e-19,2.44791e-19,3.89264e-19,9.36348e-01,5.40642e-01,9.75807e-01,5.81787e-01,9.65429e-01,1.00744e+00,1.05610e+00,7.27239e-01,8.80169e+00,8.85199e+00,6.03185e+03,1.04578e+04,1.64897e+04,4.79708e+02,1.49810e+03,1.97780e+03,1.06696e+04,2.56570e+04,3.63265e+04,1.64372e+04,4.24084e+02,4.20036e+02,7.29265e+43,1.51674e+44,4.92179e+41,1.29049e+00,1.29049e+00,4.07592e+00,4.07592e+00,2.93641e+41,6.23536e+40,2.18530e+40,9.00315e+06,1.34331e+07,6.99030e+06,1.77739e+06,2.57726e+05,2.25718e+04,1.14522e+03,4.81592e+01,3.56235e+05,5.57885e+40,1.11570e+40,5.29377e+39,1.77430e+39,3.15363e+40,8.39352e+39,2.92444e+39,1.76786e+06,2.56971e+06,1.32965e+06,3.39010e+05,4.82192e+04,4.20375e+03,2.29781e+02,8.06279e+00,6.59110e+04,6.37815e+39,1.64317e+39,3.26057e+38,1.09284e+38
gal116,firebox,1.0,0,6.30000e+03,6.90000e+03,1.12181e+01,6.24228e+00,3.23218e+07,9.30233e+09,2.76269e+09,7.78348e+08,3.81138e+08,7.71017e-01,6.71287e-01,2.28983e-01,3.28713e-01,2.62168e+08,1.31317e+08,8.89911e+01,1.78893e+11,9.30955e-01,8.17334e-01,9.80610e-01,1.38090e+00,1.86654e-09,1.63873e-09,1.96610e-09,2.76868e-09,3.36974e-10,2.95847e-10,3.54948e-10,4.99841e-10,1.00078e-10,8.78634e-11,1.05416e-10,1.48447e-10,2.00653e-19,1.76164e-19,2.11356e-19,2.97633e-19,3.62247e-20,3.18036e-20,3.81569e-20,5.37329e-20,1.19606e-09,1.05009e-09,1.25986e-09,1.77415e-09,2.39808e-18,2.10540e-18,2.52599e-18,3.55712e-18,4.32935e-19,3.80096e-19,4.56027e-19,6.42182e-19,3.62562e-01,2.57134e-01,3.78789e-01,2.70145e-01,3.67194e-01,3.82625e-01,3.68573e-01,3.02218e-01,8.39648e+00,8.40253e+00,4.26573e+03,3.04068e+03,7.30641e+03,5.31698e+02,5.89769e+02,1.12147e+03,1.30075e+03,1.22126e+03,2.52201e+03,1.10937e+04,3.03770e+03,3.05100e+03,3.85737e+43,9.93441e+43,3.71530e+42,2.23372e+00,2.23372e+00,8.44800e+00,8.44800e+00,8.47010e+41,1.42742e+41,5.07698e+40,4.05783e+05,7.05752e+05,3.72927e+05,8.83021e+04,1.12963e+04,9.30977e+02,7.56253e+01,1.69202e+01,1.16931e+04,4.16710e+40,1.51251e+40,3.49553e+40,1.17159e+40,1.25820e+41,2.47145e+40,8.73642e+39,1.48733e+05,2.57943e+05,1.38726e+05,3.39755e+04,4.56236e+03,3.83445e+02,2.96633e+01,6.37177e+00,4.41046e+03,6.99306e+39,2.57368e+39,4.92575e+39,1.65096e+39
gal117,firebox,1.0,0,1.50000e+03,1.30000e+03,4.11613e+01,7.23921e+01,8.94754e+08,3.56225e+09,1.83164e+10,5.11709e+08,8.46724e+09,1.62818e-01,5.69899e-02,8.37182e-01,9.43010e-01,1.30179e+09,9.12266e+08,9.52447e+04,1.77880e+11,6.90665e+00,4.21513e+00,3.98110e+00,2.31674e+00,2.44273e-07,1.49080e-07,1.40803e-07,8.19379e-08,3.77075e-10,2.30129e-10,2.17352e-10,1.26484e-10,1.93885e-09,1.18328e-09,1.11758e-09,6.50359e-10,6.85727e-17,4.18499e-17,3.95264e-17,2.30018e-17,1.05853e-19,6.46022e-20,6.10154e-20,3.55070e-20,1.34972e-08,8.23735e-09,7.78001e-09,4.52745e-09,4.77366e-16,2.91337e-16,2.75162e-16,1.60126e-16,7.36893e-19,4.49726e-19,4.24757e-19,2.47180e-19,1.39021e+00,7.42859e-01,1.57784e+00,7.71378e-01,1.48299e+00,1.80794e+00,2.16189e+00,1.01457e+00,8.96632e+00,9.16430e+00,2.95108e+03,1.55805e+04,1.85315e+04,2.11256e+02,2.10170e+03,2.31295e+03,1.74941e+05,5.74592e+05,7.49533e+05,2.40342e+04,4.44781e+01,4.44398e+01,1.28950e+44,2.04625e+44,3.79540e+41,1.70516e+00,1.70516e+00,6.10622e+00,6.10622e+00,5.93342e+40,1.63555e+40,5.64124e+39,1.29866e+09,2.62856e+09,1.48511e+09,3.62523e+08,4.32795e+07,2.94030e+06,1.58505e+05,1.22157e+04,2.81684e+07,2.29120e+40,3.96887e+39,5.13208e+38,1.72011e+38,1.61434e+40,6.61463e+39,2.27389e+39,1.26466e+09,2.58847e+09,1.46224e+09,3.54718e+08,4.17050e+07,2.77203e+06,1.49998e+05,1.19970e+04,2.58681e+07,6.17706e+39,2.40699e+39,1.62501e+37,5.44653e+36
