name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal4,firebox,2.0,1.08858e+02,1.24602e+02,1.22226e+02,7.43694e+01,3.44663e+10,8.62551e+10,1.10571e+00,9.50334e-01,1.37710e+00,9.73491e-01,1.15949e+10,7.50924e+09,8.45687e+05,1.87555e+12,3.56705e+45,4.09191e+45,0,1.14235e+00,1.38676e+00,6.71927e+09,1.36622e+05,1.32090e+05,2.68712e+05,1.03346e+04,1.82346e+04,2.85692e+04,1.15029e+05,1.97381e+05,3.12410e+05,4.70000e+03,2.30000e+03,1.66002e+00,1.10125e+00,6.83460e+01,2.88475e+05,1.11817e+02,1.11316e+02,5.87015e+01,5.20218e+42,1.52202e+42,5.29167e+41,1.22672e+09,1.33888e+09,8.14598e+08,3.19378e+08,7.58432e+07,8.87878e+06,4.10059e+05,9.12423e+03,1.13278e+08,7.82268e+41,6.23599e+41,9.45333e+40,3.16837e+40,7.36234e+41,2.76527e+41,9.50469e+40,7.66707e+08,8.18594e+08,5.07248e+08,2.05897e+08,4.96233e+07,5.80129e+06,2.69433e+05,6.00451e+03,7.42512e+07,1.34002e+41,1.37142e+41,7.34599e+39,2.46210e+39
gal15,firebox,2.0,2.59455e+01,2.81885e+01,2.90633e+01,1.77527e+01,1.60373e+10,2.41103e+10,7.23254e-01,4.30889e-01,7.90216e-01,4.56871e-01,3.17741e+09,1.75710e+09,2.16801e+04,6.34136e+11,9.68631e+44,1.39723e+45,0,7.34664e-01,7.82813e-01,9.44935e+08,2.53315e+04,3.10263e+04,5.63578e+04,1.78295e+03,4.16092e+03,5.94387e+03,5.03450e+04,7.23637e+04,1.22709e+05,3.50000e+03,3.10000e+03,7.79973e-01,5.49699e-01,7.08367e+01,7.43359e+04,3.05366e+02,3.04649e+02,3.88350e+01,3.54194e+42,9.43255e+41,3.33185e+41,4.69750e+07,5.55526e+07,3.24150e+07,1.16756e+07,2.82816e+06,3.44419e+05,1.70589e+04,4.48966e+02,3.80822e+06,3.04503e+41,3.25453e+41,1.48952e+41,4.99222e+40,3.84456e+41,1.22577e+41,4.27871e+40,3.08513e+07,3.48152e+07,2.10485e+07,8.16509e+06,2.12520e+06,2.67302e+05,1.33534e+04,3.52078e+02,2.84095e+06,3.72693e+40,4.22310e+40,1.52875e+40,5.12374e+39
gal13,firebox,2.0,8.06154e-02,2.87130e-01,3.21587e-01,1.44153e+01,1.27625e+10,8.31073e+09,4.39016e-01,2.76665e-01,4.50421e-01,2.89756e-01,1.57511e+08,7.47667e+07,4.55448e+01,7.13199e+11,6.51743e+43,3.59786e+44,0,4.47053e-01,4.44789e-01,2.03695e+07,1.56656e+03,4.80677e+03,6.37333e+03,2.47779e+02,9.64157e+02,1.21194e+03,0.00000e+00,0.00000e+00,0.00000e+00,2.50000e+03,3.50000e+03,,3.67015e-01,,,,,,2.90864e+42,5.49152e+41,1.96968e+41,2.11899e+05,3.09951e+05,1.56060e+05,3.77364e+04,4.95800e+03,3.84710e+02,1.91209e+01,8.99192e-01,6.67841e+03,9.52531e+40,1.34687e+41,2.12108e+41,7.10908e+40,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
gal2,firebox,2.0,3.55233e+01,3.10169e+01,2.89514e+01,5.20061e+01,3.55156e+10,7.78275e+10,8.59723e-01,8.05759e-01,1.08123e+00,8.68347e-01,8.08317e+09,4.77457e+09,3.91245e+05,2.21937e+12,1.40519e+45,2.29672e+45,0,8.64692e-01,9.54916e-01,3.50689e+09,6.56352e+04,7.42962e+04,1.39931e+05,8.34745e+03,1.35821e+04,2.19296e+04,7.64041e+04,1.05352e+05,1.81756e+05,5.70000e+03,2.30000e+03,1.45533e+00,1.06740e+00,4.07097e+01,2.39548e+04,2.12536e+02,2.12806e+02,4.78414e+01,6.43445e+42,1.58076e+42,5.56058e+41,4.77529e+08,5.03284e+08,3.08236e+08,1.25204e+08,2.99997e+07,3.45795e+06,1.61642e+05,3.60057e+03,4.50572e+07,6.71843e+41,4.29741e+41,2.03859e+41,6.83254e+40,6.29672e+41,2.04577e+41,7.10484e+40,4.38736e+08,4.55572e+08,2.81697e+08,1.16622e+08,2.82840e+07,3.26891e+06,1.52029e+05,3.34520e+03,4.25874e+07,1.21469e+41,5.50920e+40,1.22368e+40,4.10115e+39
gal19,firebox,2.0,1.66045e+01,1.67269e+01,1.34887e+01,4.76718e+00,1.06173e+10,2.60046e+10,6.16524e-01,5.65793e-01,8.33648e-01,5.81794e-01,1.90305e+09,1.20834e+09,4.42225e+04,5.39519e+11,5.33761e+44,7.22840e+44,0,6.38317e-01,7.91098e-01,8.67469e+08,7.63493e+03,3.00672e+04,3.77021e+04,6.37630e+02,4.35384e+03,4.99147e+03,5.97865e+05,1.35886e+06,1.95672e+06,1.50000e+03,9.00000e+02,1.25399e+00,6.38801e-01,6.74825e+01,1.20457e+04,7.97861e+01,7.96905e+01,1.33828e+02,2.01434e+42,4.34696e+41,1.53227e+41,7.60934e+07,8.86488e+07,5.18092e+07,1.83766e+07,4.11092e+06,4.85131e+05,2.30924e+04,5.40028e+02,6.07352e+06,1.25944e+41,6.92412e+40,7.64216e+40,2.56147e+40,1.42096e+41,5.46438e+40,1.89528e+40,5.47405e+07,6.24684e+07,3.70332e+07,1.34867e+07,3.06147e+06,3.62344e+05,1.70454e+04,3.88572e+02,4.56916e+06,2.57268e+40,1.76082e+40,1.89117e+39,6.33867e+38
gal17,firebox,2.0,8.94123e+00,6.71003e+00,7.68353e+00,1.03494e+01,1.95955e+10,1.13707e+10,4.60009e-01,3.78867e-01,5.45624e-01,3.91993e-01,1.80187e+09,8.20271e+08,3.28350e+03,5.89863e+11,3.55757e+44,5.83510e+44,0,4.68008e-01,5.41490e-01,3.99416e+08,1.89480e+04,2.21858e+04,4.11337e+04,2.01296e+03,3.64840e+03,5.66136e+03,5.97566e+04,9.41943e+04,1.53951e+05,2.70000e+03,2.10000e+03,6.42914e-01,4.44069e-01,4.85631e+01,5.79187e+04,3.02739e+02,3.02103e+02,4.23095e+01,3.96835e+42,8.73535e+41,3.10025e+41,9.42803e+06,1.18756e+07,6.68629e+06,2.17030e+06,4.47668e+05,4.76008e+04,2.28046e+03,6.19179e+01,5.78966e+05,2.44074e+41,1.81099e+41,1.87747e+41,6.29254e+40,2.61083e+41,8.00132e+40,2.79671e+40,5.92774e+06,7.19617e+06,4.17778e+06,1.44671e+06,3.19597e+05,3.53045e+04,1.69548e+03,4.45615e+01,4.07548e+05,2.60517e+40,1.69338e+40,9.67475e+39,3.24277e+39
gal0,firebox,2.0,1.19223e+02,1.13271e+02,1.07179e+02,7.31335e+01,4.09849e+10,1.22320e+11,8.99292e-01,7.11251e-01,1.14335e+00,7.85223e-01,8.51629e+09,4.97075e+09,3.64147e+05,4.24128e+12,3.74832e+45,4.75344e+45,0,8.98936e-01,9.44511e-01,3.75712e+09,5.64284e+04,9.76090e+04,1.54037e+05,6.68171e+03,1.70450e+04,2.37267e+04,1.57121e+05,3.33526e+05,4.90647e+05,3.70000e+03,2.10000e+03,1.34800e+00,9.39516e-01,9.41082e+01,2.16582e+05,1.15932e+02,1.14934e+02,6.86060e+01,6.42538e+42,1.75736e+42,6.13499e+41,5.21490e+08,5.76435e+08,3.48412e+08,1.36360e+08,3.43456e+07,4.23537e+06,1.98833e+05,4.54194e+03,5.01786e+07,8.01168e+41,7.05642e+41,1.29048e+41,4.32520e+40,8.39435e+41,3.40838e+41,1.17488e+41,3.53413e+08,3.80504e+08,2.34522e+08,9.58065e+07,2.51632e+07,3.16921e+06,1.49557e+05,3.39445e+03,3.68411e+07,1.27300e+41,1.78025e+41,1.10329e+40,3.69766e+39
gal22,firebox,2.0,3.41529e+00,5.25075e+00,5.36367e+00,6.20106e+00,1.14467e+10,4.03418e+09,3.69805e-01,2.73080e-01,4.28361e-01,2.76656e-01,6.79340e+08,2.49914e+08,2.96500e+02,5.00434e+11,1.89104e+44,3.15809e+44,0,3.81730e-01,4.24551e-01,1.03114e+08,5.92336e+03,6.66775e+03,1.25911e+04,5.09189e+02,9.79311e+02,1.48850e+03,4.62253e+02,3.62000e+03,4.08226e+03,3.10000e+03,2.10000e+03,5.20685e-01,2.81527e-01,3.46376e+00,1.35329e+05,3.32113e+03,3.34753e+03,3.72122e+00,2.88649e+42,5.98278e+41,2.13077e+41,1.33300e+06,1.75392e+06,9.98380e+05,3.16936e+05,5.82022e+04,5.64016e+03,2.96571e+02,1.13765e+01,6.27418e+04,1.30343e+41,1.06270e+41,1.60307e+41,5.37290e+40,5.36175e+40,1.53969e+40,5.50719e+39,4.63145e+03,6.76204e+03,3.54138e+03,8.91951e+02,1.18989e+02,9.07984e+00,4.24808e-01,1.44981e-02,1.53890e+02,2.72008e+39,4.51673e+39,5.18455e+39,1.73753e+39
gal16,firebox,2.0,5.59116e+01,6.53278e+01,6.20190e+01,4.04887e+01,3.05763e+10,2.06267e+10,5.22643e-01,3.90853e-01,6.12881e-01,4.17212e-01,5.84591e+09,2.84701e+09,2.94062e+04,5.94572e+11,2.17914e+45,3.09322e+45,0,5.27906e-01,5.89582e-01,1.51335e+09,3.94362e+04,2.58595e+04,6.52957e+04,3.20904e+03,3.69746e+03,6.90649e+03,2.83106e+04,2.70231e+04,5.53338e+04,4.70000e+03,3.90000e+03,6.75063e-01,4.59926e-01,4.55347e+01,9.55380e+04,5.43700e+02,5.44267e+02,2.91219e+01,9.24609e+42,2.34776e+42,8.31245e+41,6.80242e+07,7.99692e+07,4.79335e+07,1.79655e+07,4.41018e+06,5.38407e+05,2.83449e+04,7.92282e+02,5.42963e+06,5.68428e+41,6.95630e+41,4.44749e+41,1.49064e+41,7.51113e+41,2.53314e+41,8.88581e+40,1.30848e+07,1.53848e+07,9.15546e+06,3.35983e+06,7.91185e+05,8.96884e+04,4.28494e+03,1.12211e+02,9.77905e+05,7.02857e+40,6.65790e+40,3.35106e+40,1.12324e+40
gal14,firebox,2.0,3.31083e+01,2.69892e+01,2.38214e+01,8.60421e+00,3.20714e+10,1.31287e+10,3.53326e-01,2.73056e-01,3.80784e-01,2.96974e-01,3.64384e+09,1.36683e+09,3.44059e+03,7.10112e+11,8.84281e+44,1.16691e+45,0,3.55953e-01,3.74114e-01,5.69296e+08,4.61700e+04,2.68938e+04,7.30637e+04,3.54568e+03,3.79785e+03,7.34353e+03,9.98962e+04,7.23021e+04,1.72198e+05,3.30000e+03,2.70000e+03,4.11000e-01,3.37004e-01,4.04714e+01,2.61963e+04,6.15284e+02,6.15973e+02,5.47041e+01,8.88834e+42,1.91494e+42,6.77988e+41,8.41066e+06,1.05476e+07,6.15431e+06,2.10654e+06,4.25393e+05,4.52928e+04,2.34954e+03,7.09500e+01,5.06574e+05,4.27835e+41,2.74792e+41,4.33348e+41,1.45243e+41,6.79724e+41,1.68956e+41,5.91308e+40,2.17721e+06,2.67432e+06,1.55115e+06,5.32903e+05,1.08053e+05,1.15266e+04,5.76392e+02,1.52400e+01,1.37110e+05,4.43375e+40,2.15582e+40,2.61262e+40,8.75670e+39
gal21,firebox,2.0,7.56762e+00,7.69748e+00,8.00673e+00,7.43336e+00,1.33562e+10,1.10171e+10,4.93061e-01,3.23211e-01,6.20545e-01,3.43348e-01,1.11984e+09,4.56091e+08,3.40049e+03,5.22916e+11,3.19408e+44,5.28500e+44,0,4.96899e-01,5.89969e-01,2.49734e+08,5.88659e+03,1.09537e+04,1.68403e+04,5.49990e+02,1.68387e+03,2.23387e+03,6.88915e+03,2.00890e+04,2.69781e+04,3.10000e+03,3.10000e+03,6.18361e-01,4.03825e-01,5.69794e+01,2.04819e+05,8.17424e+02,8.20207e+02,1.43657e+01,2.56174e+42,5.74609e+41,2.03880e+41,8.77220e+06,1.04702e+07,6.23112e+06,2.29937e+06,5.47505e+05,6.39665e+04,3.41645e+03,1.17044e+02,6.59895e+05,1.62550e+41,1.31390e+41,1.24866e+41,4.18511e+40,1.40430e+41,4.19311e+40,1.47323e+40,5.95704e+06,6.77986e+06,4.21530e+06,1.68893e+06,4.31448e+05,5.24302e+04,2.88295e+03,1.02327e+02,5.07321e+05,1.16025e+40,1.07854e+40,6.94986e+39,2.32987e+39
