name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal241,firebox,3.0,8.57845e-01,7.45011e-01,5.39806e-01,5.17880e-01,4.98984e+09,3.32710e+08,7.57446e-02,5.38160e-02,8.01793e-02,5.38404e-02,2.18579e+07,3.56248e+06,2.68605e-01,4.93543e+10,1.42137e+43,3.66679e+43,0,7.79746e-02,8.60568e-02,9.10580e+05,8.93577e+02,7.17424e+02,1.61100e+03,1.11216e+02,1.62353e+02,2.73570e+02,4.71041e+03,4.30134e+03,9.01175e+03,2.30000e+03,2.50000e+03,8.67403e-02,5.76747e-02,2.91803e+01,5.86362e+03,3.90767e+03,3.86101e+03,1.18789e+01,1.27260e+42,1.75533e+41,6.27129e+40,1.04032e+03,1.50704e+03,7.92516e+02,2.10069e+02,3.14929e+01,2.93580e+00,2.28304e-01,2.37005e-02,3.27472e+01,1.04068e+40,6.16601e+39,3.27364e+40,1.09719e+40,2.16659e+41,3.75190e+40,1.31377e+40,4.37113e+01,6.24213e+01,3.30791e+01,8.83360e+00,1.31679e+00,1.20849e-01,9.36381e-03,9.44091e-04,1.43565e+00,2.34145e+39,1.20642e+39,5.54815e+39,1.85947e+39
gal232,firebox,3.0,2.42296e+00,1.84085e+00,1.72822e+00,1.69624e+00,7.43829e+09,1.33706e+09,2.23401e-01,1.62849e-01,2.47109e-01,1.64022e-01,2.20736e+08,6.01633e+07,2.42588e+01,5.19334e+10,6.13242e+43,1.23446e+44,0,2.22908e-01,2.34643e-01,2.00293e+07,3.70851e+03,3.49077e+03,7.19928e+03,2.84209e+02,4.83493e+02,7.67703e+02,7.22761e+03,1.04796e+04,1.77072e+04,2.70000e+03,2.50000e+03,2.88907e-01,1.76708e-01,2.12229e+01,2.44369e+04,1.75503e+03,1.76020e+03,1.47144e+01,2.02308e+42,3.66297e+41,1.30448e+41,1.07984e+05,1.45924e+05,8.13391e+04,2.46890e+04,4.66160e+03,5.59505e+02,3.88266e+01,2.30508e+00,4.34416e+03,5.72834e+40,3.86414e+40,9.33691e+40,3.12937e+40,1.69653e+41,4.17090e+40,1.46910e+40,3.62767e+04,5.15594e+04,2.72924e+04,7.27964e+03,1.03132e+03,7.89386e+01,3.71505e+00,1.54116e-01,1.20150e+03,7.39828e+39,5.39378e+39,9.05538e+39,3.03527e+39
gal244,firebox,3.0,1.19420e+00,2.56790e+00,2.39690e+00,1.11681e+00,4.77937e+09,3.69666e+08,7.84859e-02,6.95403e-02,9.48655e-02,6.99795e-02,7.07455e+07,4.29692e+06,3.02159e-01,4.85574e+10,5.75938e+43,1.28007e+44,0,8.14573e-02,1.02661e-01,3.52213e+06,1.45054e+03,1.37190e+03,2.82244e+03,1.00683e+02,1.80802e+02,2.81486e+02,2.03308e+04,1.51294e+04,3.54602e+04,1.90000e+03,1.70000e+03,1.06712e-01,7.22596e-02,3.47297e+01,1.31498e+04,3.09625e+03,3.04913e+03,2.46787e+01,2.47055e+42,3.98538e+41,1.42367e+41,1.46412e+03,2.16429e+03,1.18127e+03,3.24248e+02,4.89215e+01,4.46485e+00,3.15684e-01,2.54029e-02,4.64750e+01,2.05786e+40,2.36987e+40,9.87663e+40,3.31034e+40,3.59081e+41,6.99669e+40,2.46140e+40,1.10149e+03,1.61021e+03,8.87173e+02,2.48406e+02,3.83742e+01,3.57474e+00,2.54964e-01,2.03636e-02,3.48955e+01,4.30791e+39,3.77370e+39,1.44493e+40,4.84318e+39
gal243,firebox,3.0,2.70343e-01,3.91266e-01,4.21450e-01,2.94440e-01,5.24203e+09,4.44040e+08,9.52181e-02,6.78111e-02,1.02592e-01,6.93632e-02,2.23490e+07,4.08047e+06,4.33812e-01,4.85613e+10,1.16701e+43,3.67611e+43,0,1.00106e-01,1.08280e-01,1.02624e+06,1.25129e+03,1.01894e+03,2.27023e+03,8.94354e+01,1.36399e+02,2.25834e+02,7.97697e+03,4.38037e+03,1.23573e+04,2.30000e+03,2.70000e+03,1.15928e-01,7.36028e-02,1.66375e+01,1.53336e+04,4.53910e+03,4.52124e+03,1.54584e+01,1.35694e+42,1.94320e+41,6.99015e+40,1.89894e+03,2.82775e+03,1.48324e+03,3.79974e+02,5.26807e+01,4.27876e+00,2.63413e-01,1.98943e-02,5.70003e+01,1.25176e+40,1.05574e+40,4.89785e+40,1.64157e+40,2.11176e+41,3.67243e+40,1.29801e+40,1.52180e+03,2.29412e+03,1.20348e+03,3.06421e+02,4.20088e+01,3.36329e+00,2.02877e-01,1.47683e-02,4.49552e+01,3.12536e+39,1.73698e+39,6.15426e+39,2.06265e+39
gal242,firebox,3.0,3.86919e-01,2.01518e-01,2.82789e-01,5.86168e-01,6.01369e+09,2.74916e+08,6.12511e-02,5.20903e-02,7.94089e-02,5.51176e-02,1.12246e+07,1.28247e+06,1.33676e-01,4.87015e+10,6.07378e+42,2.88539e+43,0,6.55063e-02,6.94440e-02,4.60768e+05,8.74796e+02,8.30811e+02,1.70561e+03,8.77503e+01,1.31724e+02,2.19475e+02,4.29879e+03,4.76967e+03,9.06846e+03,2.10000e+03,2.10000e+03,8.08707e-02,5.49866e-02,2.32732e+01,9.00854e+03,4.81406e+03,4.77875e+03,1.13480e+01,1.27807e+42,1.58364e+41,5.69226e+40,6.50573e+02,9.93898e+02,5.29312e+02,1.39406e+02,2.03105e+01,1.91598e+00,1.77758e-01,2.32703e-02,2.04355e+01,8.54509e+39,5.02335e+39,2.61181e+40,8.75376e+39,1.31942e+41,1.96949e+40,6.93366e+39,3.45778e+01,5.66742e+01,3.09085e+01,8.01714e+00,1.12047e+00,9.87993e-02,7.51703e-03,6.92465e-04,1.03985e+00,1.41408e+39,5.49287e+38,2.46142e+39,8.24961e+38
gal249,firebox,3.0,4.68592e-02,5.88427e-01,1.01322e+00,1.09973e+00,4.03919e+09,9.60884e+08,1.78399e-01,1.31141e-01,1.99652e-01,1.31445e-01,5.56070e+07,8.91892e+06,1.67073e+00,4.69439e+10,2.55848e+43,6.39834e+43,0,1.92470e-01,2.11403e-01,4.53409e+06,1.07557e+03,1.92953e+03,3.00510e+03,8.17624e+01,2.66243e+02,3.48006e+02,4.15630e+03,1.00864e+04,1.42427e+04,1.90000e+03,2.30000e+03,2.30864e-01,1.47010e-01,1.43035e+01,2.00242e+04,3.62835e+03,3.62607e+03,1.11583e+01,1.16296e+42,2.01474e+41,7.20400e+40,1.05488e+04,1.49522e+04,8.09817e+03,2.26913e+03,3.54015e+02,3.17398e+01,1.85609e+00,1.00285e-01,3.70343e+02,2.38419e+40,2.06138e+40,6.27414e+40,2.10286e+40,1.29000e+41,3.02673e+40,1.07107e+40,1.44082e+03,2.00149e+03,1.05899e+03,2.87430e+02,4.09569e+01,3.07738e+00,1.46154e-01,6.78724e-03,5.02927e+01,3.36768e+39,3.61960e+39,7.43382e+39,2.49183e+39
gal247,firebox,3.0,2.92817e-01,1.21575e-01,1.08233e-01,1.41771e+00,5.20221e+09,8.01474e+08,1.46573e-01,1.21325e-01,1.45389e-01,1.21188e-01,1.63030e+07,7.78345e+06,2.25658e+00,4.76355e+10,4.71378e+42,3.85256e+43,0,1.51281e-01,1.57185e-01,1.18557e+06,3.29910e+02,8.81689e+02,1.21160e+03,4.06211e+01,1.54815e+02,1.95436e+02,1.06659e+04,8.75973e+03,1.94256e+04,1.30000e+03,1.50000e+03,1.75770e-01,1.23409e-01,9.99187e+00,4.89620e+03,3.01208e+03,3.01363e+03,1.78749e+01,7.42328e+41,9.89309e+40,3.57475e+40,9.59180e+03,1.33405e+04,7.29725e+03,2.11115e+03,3.61562e+02,3.72404e+01,2.55424e+00,1.74229e-01,3.43215e+02,9.93490e+39,6.00658e+39,2.89077e+40,9.68875e+39,3.10065e+40,4.95405e+39,1.74267e+39,9.58469e+02,1.39740e+03,7.15512e+02,1.77829e+02,2.39059e+01,1.85917e+00,9.94719e-02,5.86189e-03,2.97543e+01,1.05946e+39,2.07563e+38,5.68925e+38,1.90673e+38
gal248,firebox,3.0,3.70255e+00,2.21616e+00,2.26593e+00,9.76096e-01,4.43963e+09,6.65055e+08,1.39939e-01,1.16905e-01,1.62944e-01,1.17503e-01,1.85910e+08,4.75468e+07,1.41977e+01,4.70965e+10,6.63041e+43,1.07509e+44,0,1.51888e-01,1.74948e-01,1.59377e+07,2.45209e+03,2.74316e+03,5.19525e+03,1.77572e+02,3.69311e+02,5.46883e+02,1.02358e+05,6.34096e+04,1.65768e+05,1.50000e+03,1.30000e+03,1.92649e-01,1.22297e-01,4.90759e+01,7.78700e+03,1.48135e+03,1.47286e+03,5.53741e+01,1.62854e+42,2.93410e+41,1.04244e+41,7.03498e+04,1.00884e+05,5.62102e+04,1.63439e+04,2.63699e+03,2.57590e+02,1.86031e+01,1.25898e+00,2.45522e+03,3.19863e+40,2.34370e+40,7.13232e+40,2.39051e+40,3.50393e+41,8.03015e+40,2.82253e+40,4.65896e+04,6.67733e+04,3.80638e+04,1.15083e+04,1.94546e+03,2.01804e+02,1.56220e+01,1.10155e+00,1.70223e+03,9.09393e+39,6.51421e+39,1.62648e+40,5.45168e+39
gal246,firebox,3.0,1.29131e+00,1.04268e+00,1.05159e+00,1.41739e+00,5.62490e+09,6.72540e+08,1.49506e-01,1.18514e-01,1.68349e-01,1.19355e-01,1.05502e+08,3.07939e+07,8.16565e+00,4.77107e+10,3.22864e+43,7.70055e+43,0,1.58332e-01,1.74830e-01,7.89081e+06,2.13852e+03,1.56717e+03,3.70569e+03,1.58932e+02,2.14093e+02,3.73025e+02,1.59679e+03,1.33949e+03,2.93628e+03,3.90000e+03,4.50000e+03,1.81085e-01,1.23822e-01,2.55298e+01,2.35007e+04,4.09627e+03,4.10080e+03,6.91624e+00,1.58826e+42,2.51332e+41,8.98765e+40,3.58108e+04,5.02421e+04,2.74491e+04,7.83191e+03,1.31573e+03,1.47813e+02,1.35833e+01,1.27198e+00,1.26855e+03,2.87931e+40,1.90146e+40,6.23652e+40,2.09021e+40,2.12658e+41,4.17952e+40,1.47358e+40,1.46631e+04,2.09999e+04,1.15074e+04,3.21773e+03,4.87687e+02,4.15681e+01,2.26861e+00,1.12279e-01,4.85744e+02,5.06370e+39,2.89108e+39,8.02017e+39,2.68796e+39
gal245,firebox,3.0,7.25976e-02,1.61241e-01,1.51915e-01,4.46781e-01,5.21165e+09,2.53624e+08,6.01409e-02,4.65698e-02,7.80614e-02,5.10950e-02,3.29029e+06,1.41490e+06,1.40952e-01,4.84864e+10,2.39562e+42,2.14128e+43,0,6.12165e-02,7.25217e-02,1.27183e+05,6.57861e+02,6.07403e+02,1.26526e+03,7.70288e+01,1.08633e+02,1.85662e+02,9.51171e+02,1.83983e+03,2.79100e+03,2.10000e+03,2.30000e+03,8.93442e-02,4.73281e-02,2.27341e+00,9.07939e+03,8.90053e+03,8.90778e+03,5.33795e+00,9.64780e+41,1.14294e+41,4.10895e+40,6.66698e+02,9.88824e+02,5.12201e+02,1.29120e+02,1.76919e+01,1.41907e+00,8.52818e-02,6.47596e-03,2.01153e+01,6.26739e+39,3.22316e+39,2.09469e+40,7.02056e+39,2.66984e+40,3.60219e+39,1.29796e+39,1.30728e+01,1.94343e+01,9.74674e+00,2.34283e+00,3.09293e-01,2.47777e-02,1.55180e-03,1.27844e-04,4.12005e-01,2.94335e+38,1.40386e+38,6.17425e+38,2.06929e+38
gal252,firebox,3.0,1.18484e-01,1.41402e-01,1.78520e-01,6.38329e-01,4.17607e+09,6.12843e+08,1.42566e-01,1.13731e-01,1.50118e-01,1.14431e-01,4.16344e+07,1.08477e+07,1.26460e+00,4.68813e+10,9.10604e+42,3.24703e+43,0,1.43857e-01,1.48877e-01,2.54559e+06,1.02454e+03,1.68746e+03,2.71199e+03,8.38670e+01,2.41675e+02,3.25542e+02,1.28103e+04,1.92429e+04,3.20532e+04,1.50000e+03,1.70000e+03,1.27619e-01,1.24244e-01,2.30277e+01,4.71212e+03,2.99460e+03,2.97844e+03,1.95896e+01,8.42203e+41,1.24062e+41,4.43956e+40,5.37309e+03,7.75683e+03,4.01800e+03,1.02400e+03,1.41069e+02,1.11188e+01,6.06567e-01,3.69010e-02,1.66604e+02,1.40972e+40,7.82189e+39,3.28890e+40,1.10230e+40,6.66876e+40,1.10958e+40,3.90309e+39,7.97367e+02,1.13311e+03,5.92293e+02,1.54361e+02,2.18987e+01,1.78818e+00,1.04404e-01,7.10288e-03,2.53122e+01,1.48558e+39,4.74362e+38,1.55982e+39,5.22776e+38
gal251,firebox,3.0,8.82142e-02,1.91586e-01,3.66509e-01,1.90628e-01,6.42282e+09,4.91807e+08,9.00834e-02,8.16877e-02,8.93030e-02,8.36720e-02,1.86632e+07,7.61481e+06,1.04059e+00,4.68815e+10,6.91501e+42,3.35496e+43,0,8.52622e-02,9.40873e-02,8.90321e+05,5.92450e+02,6.01830e+02,1.19428e+03,5.60374e+01,9.33729e+01,1.49410e+02,6.75501e+02,5.56733e+02,1.23223e+03,3.30000e+03,3.30000e+03,8.03818e-02,7.62669e-02,1.06632e+01,1.23962e+04,7.71094e+03,7.70404e+03,4.49840e+00,1.21644e+42,1.59515e+41,5.72001e+40,4.47778e+03,6.54525e+03,3.46029e+03,9.09928e+02,1.31630e+02,1.10987e+01,6.89944e-01,5.24210e-02,1.36838e+02,1.15050e+40,7.09576e+39,3.86868e+40,1.29665e+40,9.58824e+40,1.45177e+40,5.12609e+39,1.15487e+02,1.52364e+02,8.01132e+01,2.19656e+01,3.31248e+00,2.78647e-01,1.59507e-02,1.05751e-03,4.30014e+00,1.04575e+39,4.95353e+38,2.18606e+39,7.32794e+38
gal250,firebox,3.0,5.10797e+00,5.89870e+00,4.71204e+00,7.47116e-01,5.81331e+09,1.42670e+09,2.08325e-01,1.80066e-01,2.56023e-01,1.81933e-01,4.22520e+08,1.50884e+08,1.08807e+02,4.69370e+10,1.57516e+44,1.87590e+44,0,2.28638e-01,2.81422e-01,5.41736e+07,2.60469e+03,4.40221e+03,7.00690e+03,1.92348e+02,5.98474e+02,7.90821e+02,4.62327e+05,3.01601e+05,7.63928e+05,1.30000e+03,1.30000e+03,3.00306e-01,2.00019e-01,5.89916e+01,1.15025e+04,5.65927e+02,5.65141e+02,1.17685e+02,1.11944e+42,2.32762e+41,8.22312e+40,5.23866e+05,7.18135e+05,4.05410e+05,1.22823e+05,1.98735e+04,1.69076e+03,8.52098e+01,3.40240e+00,2.03056e+04,4.07398e+40,2.42145e+40,5.12961e+40,1.71931e+40,3.97225e+41,1.16384e+41,4.08106e+40,4.19053e+05,5.73365e+05,3.25475e+05,9.92451e+04,1.59507e+04,1.32590e+03,6.40787e+01,2.30738e+00,1.63650e+04,1.73941e+40,1.46113e+40,2.44384e+40,8.19147e+39
gal255,firebox,3.0,4.62956e-02,6.54133e-02,1.81931e-01,3.14636e-01,3.67412e+09,7.56608e+08,1.45814e-01,1.08288e-01,1.50830e-01,1.10426e-01,2.28966e+07,5.26085e+06,1.18212e+00,4.56649e+10,7.33602e+42,3.18654e+43,0,1.44327e-01,1.60836e-01,1.42764e+06,6.07053e+02,1.34898e+03,1.95603e+03,5.34251e+01,2.00532e+02,2.53957e+02,2.71175e+04,2.76787e+04,5.47962e+04,1.50000e+03,1.70000e+03,1.72790e-01,1.21446e-01,1.11705e+01,6.67307e+03,2.86097e+03,2.85761e+03,2.85017e+01,6.81080e+41,9.93040e+40,3.55183e+40,5.53788e+03,7.98895e+03,4.22501e+03,1.11695e+03,1.62971e+02,1.36202e+01,7.79373e-01,4.84098e-02,1.73541e+02,1.20440e+40,7.24417e+39,3.37657e+40,1.13168e+40,1.12724e+41,2.03828e+40,7.18820e+39,9.46606e+02,1.35088e+03,6.97660e+02,1.77992e+02,2.49088e+01,2.02397e+00,1.11013e-01,6.48234e-03,3.09703e+01,2.94387e+39,1.16354e+39,3.04506e+39,1.02060e+39
gal253,firebox,3.0,2.21192e-01,4.16963e-01,3.57902e-01,6.92149e-01,4.26677e+09,8.50452e+08,1.89356e-01,1.24990e-01,2.19614e-01,1.25974e-01,7.96473e+07,2.56484e+07,7.81813e+00,4.66367e+10,1.77460e+43,4.65306e+43,0,1.99164e-01,2.23901e-01,7.33406e+06,8.96770e+02,1.89676e+03,2.79352e+03,6.61141e+01,2.57632e+02,3.23746e+02,4.72457e+04,5.09782e+04,9.82239e+04,1.30000e+03,1.30000e+03,2.22418e-01,1.41999e-01,2.85421e+01,5.46544e+03,1.40373e+03,1.40156e+03,3.76207e+01,8.17647e+41,1.31867e+41,4.71467e+40,3.57912e+04,5.05860e+04,2.68324e+04,7.15567e+03,1.03385e+03,8.22489e+01,4.10802e+00,1.95552e-01,1.16669e+03,1.94246e+40,1.20249e+40,3.96704e+40,1.32959e+40,8.17888e+40,1.61266e+40,5.66180e+39,2.18332e+04,3.11060e+04,1.63805e+04,4.28933e+03,5.97452e+02,4.56236e+01,2.20430e+00,9.86378e-02,7.01927e+02,3.24964e+39,1.14444e+39,2.44790e+39,8.20458e+38
gal254,firebox,3.0,6.24636e-01,2.15148e-01,1.95204e-01,1.95465e+00,5.05130e+09,4.61218e+08,1.11408e-01,7.54162e-02,1.24599e-01,7.54396e-02,2.71722e+07,7.30327e+06,1.35099e+00,4.57541e+10,8.19970e+42,4.63229e+43,0,1.15971e-01,1.27756e-01,1.75328e+06,7.60420e+02,8.37493e+02,1.59791e+03,6.11817e+01,1.18843e+02,1.80025e+02,1.40534e+04,1.13826e+04,2.54360e+04,1.50000e+03,1.70000e+03,1.17299e-01,9.28604e-02,2.19996e+01,6.86333e+03,3.10507e+03,3.08266e+03,2.05181e+01,1.11986e+42,1.49182e+41,5.38234e+40,6.09889e+03,8.65251e+03,4.64350e+03,1.26838e+03,1.94686e+02,1.73055e+01,1.05274e+00,6.97424e-02,1.99274e+02,1.08844e+40,9.16663e+39,3.98996e+40,1.33728e+40,1.10980e+41,1.77647e+40,6.27203e+39,6.07558e+02,8.74886e+02,4.50823e+02,1.14637e+02,1.60280e+01,1.32476e+00,8.08977e-02,5.99554e-03,1.92767e+01,1.72475e+39,7.31282e+38,2.65074e+39,8.88438e+38
gal258,firebox,3.0,2.33441e-01,1.52703e-01,1.12667e-01,1.37765e-01,4.31536e+09,4.07542e+08,1.07990e-01,8.46463e-02,1.16918e-01,8.70057e-02,9.10689e+06,2.35849e+06,3.73540e-01,4.51308e+10,4.29001e+42,2.25745e+43,0,1.08770e-01,1.15307e-01,4.84903e+05,2.48909e+02,5.95088e+02,8.43997e+02,2.01161e+01,8.46328e+01,1.04749e+02,5.33441e+03,8.62907e+03,1.39635e+04,1.70000e+03,1.90000e+03,1.07046e-01,9.25732e-02,2.02504e+01,5.46425e+03,5.13898e+03,5.12207e+03,1.26412e+01,6.27419e+41,8.07972e+40,2.90211e+40,1.50705e+03,2.17052e+03,1.16440e+03,3.13956e+02,4.60476e+01,3.85279e+00,2.34139e-01,1.69569e-02,4.61623e+01,7.03417e+39,4.14276e+39,2.36343e+40,7.92129e+39,7.38352e+40,1.14295e+40,4.03890e+39,1.17356e+03,1.67563e+03,9.15369e+02,2.53940e+02,3.81482e+01,3.22616e+00,1.93296e-01,1.28668e-02,3.61609e+01,1.06529e+39,4.26593e+38,1.57457e+39,5.27732e+38
gal262,firebox,3.0,1.25710e+00,8.37463e-01,1.16449e+00,1.27233e+00,3.78415e+09,1.35969e+09,2.49490e-01,1.62029e-01,2.83691e-01,1.64350e-01,1.67373e+08,4.01850e+07,2.08864e+01,4.48952e+10,4.09000e+43,1.21132e+44,0,2.70054e-01,3.03879e-01,1.79491e+07,1.01034e+03,3.12494e+03,4.13528e+03,7.67297e+01,4.31101e+02,5.07831e+02,6.69807e-02,1.70724e+02,1.70791e+02,9.00000e+02,1.10000e+03,2.38148e+00,1.81660e-01,1.42726e-02,1.96573e+08,1.52785e+04,1.54093e+04,4.47941e-02,1.08997e+42,2.18151e+41,7.77507e+40,1.05328e+05,1.49518e+05,8.23893e+04,2.36829e+04,3.71390e+03,3.27329e+02,1.79198e+01,8.29203e-01,3.71563e+03,3.49067e+40,2.92146e+40,7.46359e+40,2.50150e+40,1.36662e+38,1.44486e+36,5.01837e+35,9.00090e-18,1.12244e-18,3.32484e-19,1.40298e-19,7.18029e-20,4.15367e-20,2.62671e-20,1.80478e-20,1.02920e-17,3.78317e+32,2.78010e+35,3.24334e+35,1.08783e+35
gal259,firebox,3.0,6.31025e-01,9.69807e-01,1.06036e+00,4.85326e-01,4.40392e+09,6.59640e+08,1.47645e-01,1.00726e-01,1.56265e-01,1.01673e-01,8.83894e+07,1.55712e+07,2.39736e+00,4.51066e+10,3.13567e+43,6.75341e+43,0,1.53701e-01,1.62852e-01,5.91443e+06,1.83237e+03,2.79730e+03,4.62967e+03,1.42874e+02,3.91477e+02,5.34351e+02,9.01733e+04,9.49356e+04,1.85109e+05,1.10000e+03,1.70000e+03,1.78482e-01,1.19364e-01,2.50937e+01,1.51280e+04,1.85340e+03,1.83786e+03,5.19738e+01,1.20875e+42,2.04485e+41,7.29287e+40,1.05807e+04,1.50603e+04,8.05285e+03,2.19181e+03,3.28244e+02,2.87457e+01,1.84313e+00,1.43183e-01,3.43194e+02,2.11993e+40,1.60441e+40,5.52881e+40,1.85306e+40,1.88269e+41,4.12309e+40,1.44993e+40,3.37259e+03,4.70876e+03,2.54372e+03,6.99346e+02,1.00274e+02,7.79812e+00,3.97399e-01,2.02760e-02,1.08121e+02,4.35131e+39,3.22432e+39,8.00244e+39,2.68229e+39
gal256,firebox,3.0,7.16495e-01,1.77626e+00,1.50600e+00,4.43625e-01,5.35379e+09,2.84550e+08,6.74105e-02,5.10131e-02,7.59237e-02,5.21012e-02,4.54156e+07,3.62099e+06,6.11144e-01,4.55920e+10,3.90769e+43,6.79396e+43,0,6.86345e-02,8.57153e-02,1.94287e+06,1.92480e+03,1.45761e+03,3.38241e+03,1.40140e+02,1.96824e+02,3.36965e+02,5.27884e+04,2.06483e+04,7.34367e+04,1.70000e+03,2.70000e+03,9.57448e-02,6.06104e-02,3.48524e+01,7.44607e+03,2.68122e+03,2.62892e+03,3.97663e+01,1.84332e+42,2.83927e+41,1.01043e+41,2.33802e+03,3.30440e+03,1.72926e+03,4.54965e+02,6.71957e+01,5.81958e+00,3.66166e-01,3.07979e-02,7.28215e+01,1.60728e+40,1.25260e+40,5.97718e+40,2.00340e+40,5.68833e+41,1.15721e+41,4.05770e+40,9.32716e+01,1.44094e+02,7.77788e+01,2.05159e+01,2.99314e+00,2.78297e-01,2.24152e-02,2.23596e-03,3.10972e+00,6.25002e+39,5.38981e+39,2.24359e+40,7.52053e+39
gal260,firebox,3.0,1.61867e+00,2.10112e+00,2.62264e+00,1.04060e+00,5.23706e+09,7.14513e+08,1.29867e-01,1.19864e-01,1.50854e-01,1.20132e-01,9.58483e+07,1.50816e+07,5.24590e+00,4.50632e+10,5.83523e+43,1.15538e+44,0,1.35053e-01,1.65020e-01,7.72114e+06,1.16912e+03,1.84824e+03,3.01736e+03,9.04509e+01,2.57299e+02,3.47750e+02,1.32008e+04,2.02735e+04,3.34743e+04,1.70000e+03,1.90000e+03,1.96568e-01,1.29806e-01,2.44085e+01,9.42020e+03,2.10457e+03,2.09681e+03,1.98860e+01,2.00998e+42,3.57491e+41,1.27802e+41,2.82098e+04,3.79544e+04,2.04419e+04,5.79043e+03,8.50754e+02,6.34490e+01,3.04037e+00,1.42858e-01,9.63583e+02,2.79089e+40,3.08700e+40,1.00293e+41,3.36150e+40,1.59768e+41,3.46015e+40,1.22112e+40,4.92042e+03,6.98671e+03,3.69410e+03,9.82517e+02,1.40043e+02,1.11561e+01,5.78458e-01,2.92194e-02,1.60296e+02,3.94077e+39,3.10709e+39,7.34061e+39,2.46050e+39
gal264,firebox,3.0,7.19427e-01,6.55400e-01,4.12646e-01,2.49372e-01,3.92437e+09,6.96950e+08,1.13600e-01,1.28693e-01,1.54312e-01,1.29046e-01,6.77783e+07,1.71516e+07,6.80766e+00,4.48227e+10,1.88389e+43,3.94652e+43,0,1.22359e-01,1.89817e-01,5.75977e+06,8.32958e+02,2.11964e+03,2.95260e+03,6.83177e+01,3.03622e+02,3.71940e+02,9.32020e+04,1.15323e+05,2.08525e+05,9.00000e+02,9.00000e+02,2.10433e-01,1.34202e-01,3.24226e+01,5.83627e+03,1.07795e+03,1.07568e+03,5.28394e+01,6.95474e+41,1.05995e+41,3.77070e+40,2.83577e+04,4.00022e+04,2.20532e+04,6.28938e+03,9.81423e+02,8.52502e+01,4.61780e+00,2.22537e-01,9.72914e+02,1.38312e+40,7.39057e+39,2.81099e+40,9.42134e+39,7.36653e+40,1.50258e+40,5.27100e+39,1.72383e+04,2.39729e+04,1.35282e+04,4.02880e+03,6.59459e+02,5.96116e+01,3.28649e+00,1.55099e-01,6.12838e+02,2.48691e+39,1.02398e+39,2.26682e+39,7.59767e+38
gal257,firebox,3.0,4.73965e-01,6.49222e-01,6.98362e-01,2.25361e-01,5.47510e+09,3.72140e+08,7.71808e-02,6.49828e-02,9.38483e-02,6.61018e-02,2.84160e+07,4.19520e+06,3.95704e-01,4.55046e+10,1.43056e+43,4.04355e+43,0,7.77951e-02,9.74713e-02,1.33215e+06,1.40007e+03,1.39988e+03,2.79995e+03,1.68141e+02,2.47792e+02,4.15933e+02,2.91694e+04,1.74682e+04,4.66376e+04,1.70000e+03,2.10000e+03,1.06785e-01,6.54629e-02,1.98394e+01,6.66331e+03,3.20276e+03,3.17740e+03,2.95603e+01,1.33557e+42,1.85251e+41,6.61207e+40,1.47076e+03,2.05835e+03,1.09543e+03,2.98490e+02,4.61860e+01,4.25953e+00,2.93226e-01,2.50813e-02,4.81489e+01,1.32553e+40,7.31314e+39,3.74092e+40,1.25381e+40,2.21233e+41,3.76002e+40,1.32083e+40,4.35281e+02,6.22420e+02,3.27851e+02,8.63249e+01,1.24574e+01,1.05777e+00,6.86583e-02,5.50327e-03,1.35821e+01,3.29559e+39,1.41051e+39,5.49694e+39,1.84232e+39
