name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal2,firebox,3.0,6.11107e+01,5.43032e+01,5.01887e+01,3.31362e+01,3.13466e+10,3.75503e+10,5.41445e-01,5.30902e-01,6.69733e-01,5.60177e-01,5.40805e+09,2.93735e+09,3.64565e+04,1.03153e+12,1.79951e+45,3.08449e+45,0,5.39419e-01,5.90100e-01,1.60654e+09,4.52034e+04,9.05743e+04,1.35778e+05,4.38675e+03,1.41958e+04,1.85826e+04,0.00000e+00,0.00000e+00,0.00000e+00,1.30000e+03,1.50000e+03,,6.46279e-01,,,,,,9.26437e+42,2.07506e+42,7.34378e+41,8.13877e+07,9.66869e+07,5.64917e+07,2.01923e+07,4.64680e+06,5.39171e+05,2.63248e+04,6.77697e+02,6.07097e+06,5.09493e+41,5.68787e+41,3.86245e+41,1.29455e+41,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
gal12,firebox,3.0,3.47378e+01,1.09898e+01,8.38347e+00,5.74007e+00,1.01622e+10,1.31475e+10,4.09846e-01,3.21861e-01,4.88652e-01,3.37533e-01,8.73759e+08,4.97233e+08,1.67893e+04,4.07403e+11,3.48750e+44,6.02959e+44,0,4.08837e-01,4.77686e-01,2.17162e+08,4.79529e+03,1.50202e+04,1.98155e+04,5.17757e+02,2.49411e+03,3.01187e+03,1.08165e+05,2.94719e+05,4.02883e+05,1.70000e+03,1.70000e+03,5.51075e-01,4.08305e-01,1.69219e+02,2.63513e+04,6.25842e+02,6.25573e+02,5.69231e+01,1.75991e+42,3.75434e+41,1.33630e+41,2.17515e+07,2.46832e+07,1.56001e+07,6.48039e+06,1.69455e+06,2.16488e+05,1.22029e+04,3.27561e+02,1.98094e+06,8.57590e+40,7.76116e+40,1.02093e+41,3.42190e+40,3.17171e+41,1.07658e+41,3.80527e+40,1.87884e+07,2.08335e+07,1.34716e+07,5.81635e+06,1.57146e+06,2.05070e+05,1.17012e+04,3.13859e+02,1.82976e+06,1.77648e+40,2.97684e+40,2.34791e+40,7.87052e+39
gal4,firebox,3.0,3.06776e+01,3.93727e+01,3.93483e+01,5.63274e+01,4.14465e+10,2.84413e+10,5.02320e-01,3.46807e-01,5.93703e-01,3.59723e-01,5.03120e+09,1.85274e+09,1.18385e+04,7.45901e+11,1.77479e+45,2.51039e+45,0,5.03705e-01,5.25454e-01,1.01318e+09,3.81834e+04,3.51545e+04,7.33379e+04,6.85467e+03,7.75545e+03,1.46101e+04,5.49867e+03,1.79683e+04,2.34670e+04,4.90000e+03,3.50000e+03,7.33359e-01,4.01431e-01,4.62587e+01,3.43655e+05,7.39711e+02,7.40351e+02,1.28344e+01,1.33928e+43,3.22413e+42,1.14289e+42,2.79996e+07,3.32771e+07,1.92612e+07,6.72162e+06,1.45742e+06,1.55588e+05,6.89903e+03,1.71060e+02,1.96171e+06,7.74317e+41,8.18218e+41,6.98130e+41,2.33981e+41,4.81661e+41,1.57628e+41,5.52877e+40,1.33539e+07,1.50148e+07,8.95126e+06,3.37044e+06,8.02993e+05,9.02361e+04,3.81735e+03,8.40320e+01,1.11244e+06,3.82612e+40,5.86065e+40,2.10569e+40,7.05753e+39
gal18,firebox,3.0,2.68295e+00,2.17438e+00,1.69653e+00,1.18471e+00,1.33272e+10,1.53420e+09,1.21072e-01,1.13799e-01,1.60185e-01,1.24370e-01,1.70209e+08,3.60226e+07,7.33975e+01,3.04161e+11,6.61234e+43,1.47813e+44,0,1.22410e-01,1.56901e-01,1.43550e+07,3.75960e+03,3.80007e+03,7.55967e+03,4.96634e+02,7.12796e+02,1.20943e+03,1.10419e+04,1.53651e+04,2.64071e+04,2.10000e+03,2.10000e+03,2.06970e-01,1.32991e-01,2.63849e+01,1.14277e+04,3.42771e+03,3.42717e+03,1.81873e+01,3.21826e+42,4.88017e+41,1.75025e+41,1.49532e+05,1.67964e+05,9.79076e+04,3.56317e+04,7.45409e+03,6.95419e+02,3.27835e+01,1.11368e+00,9.63705e+03,4.59073e+40,3.31132e+40,1.08449e+41,3.63482e+40,1.47452e+41,3.02788e+40,1.07086e+40,4.35017e+04,6.14069e+04,3.48064e+04,1.04585e+04,1.76083e+03,1.72738e+02,1.00811e+01,4.53317e-01,1.66488e+03,4.14021e+39,2.25561e+39,5.81982e+39,1.95066e+39
gal16,firebox,3.0,4.20636e+00,5.38643e+00,7.91538e+00,1.24666e+01,1.43972e+10,9.47251e+09,3.04060e-01,2.84586e-01,3.51756e-01,2.98978e-01,5.57012e+08,1.28669e+08,2.78241e+02,3.40131e+11,3.59053e+44,7.37477e+44,0,3.00822e-01,3.06918e-01,8.22601e+07,6.94413e+03,1.15013e+04,1.84455e+04,7.06626e+02,1.85056e+03,2.55719e+03,5.10498e+03,2.06722e+04,2.57771e+04,3.30000e+03,2.10000e+03,4.00244e-01,3.42759e-01,1.40160e+01,2.75165e+05,3.73983e+03,3.74364e+03,1.23664e+01,6.83968e+42,1.37011e+42,4.90481e+41,8.69700e+05,1.12825e+06,6.48614e+05,2.14223e+05,4.30691e+04,4.66199e+03,2.57586e+02,8.92351e+00,4.74552e+04,1.46983e+41,2.49939e+41,4.36879e+41,1.46426e+41,4.78505e+41,1.36498e+41,4.87923e+40,8.45516e+04,1.12612e+05,6.14333e+04,1.78758e+04,2.83085e+03,2.13775e+02,8.10645e+00,2.06522e-01,3.47336e+03,1.40143e+40,3.48246e+40,4.18958e+40,1.40435e+40
gal13,firebox,3.0,1.12848e+02,1.28369e+02,1.08951e+02,2.18172e+01,2.21080e+10,9.21577e+09,3.09818e-01,2.31686e-01,3.59905e-01,2.40026e-01,3.22950e+09,1.13702e+09,1.63627e+04,4.04770e+11,3.14270e+45,3.40737e+45,0,3.13133e-01,3.35796e-01,6.36169e+08,2.69826e+04,2.32849e+04,5.02675e+04,2.15550e+03,3.31121e+03,5.46671e+03,2.76759e+05,1.79476e+05,4.56235e+05,2.50000e+03,2.10000e+03,4.38189e-01,2.94139e-01,1.33537e+02,1.09211e+05,4.41674e+02,4.40680e+02,9.10534e+01,9.45669e+42,2.39945e+42,8.49822e+41,4.47669e+07,5.48053e+07,3.35865e+07,1.24562e+07,2.64081e+06,2.70503e+05,1.30507e+04,3.42175e+02,2.83509e+06,3.52647e+41,4.46004e+41,6.33283e+41,2.12272e+41,1.53607e+42,5.29496e+41,1.86127e+41,3.35666e+07,4.11782e+07,2.52885e+07,9.37914e+06,1.97337e+06,2.00062e+05,9.61937e+03,2.47902e+02,2.10300e+06,7.39491e+40,1.08540e+41,1.22568e+41,4.10838e+40
gal15,firebox,3.0,2.03092e+00,2.03542e+00,1.90739e+00,1.85847e+01,1.93203e+10,9.01786e+09,3.35885e-01,2.37461e-01,3.58908e-01,2.62706e-01,6.94960e+08,2.57678e+08,2.89262e+02,3.53788e+11,1.58741e+44,5.19695e+44,0,3.36846e-01,3.57216e-01,8.91622e+07,6.38181e+03,9.49254e+03,1.58743e+04,1.01687e+03,1.95359e+03,2.97046e+03,3.27590e+02,5.00509e+03,5.33269e+03,2.90000e+03,2.30000e+03,3.88143e-01,3.00282e-01,2.07345e+01,1.11034e+04,9.64741e+02,9.68000e+02,3.13264e+00,4.83775e+42,8.83678e+41,3.16164e+41,9.50371e+05,1.28929e+06,6.86712e+05,1.94361e+05,3.25361e+04,3.17180e+03,1.73458e+02,6.34922e+00,4.24984e+04,1.60964e+41,1.47712e+41,2.67858e+41,8.97751e+40,3.63626e+40,8.63766e+39,3.02730e+39,3.35053e+04,4.51693e+04,2.58009e+04,7.90978e+03,1.24835e+03,9.13960e+01,3.53535e+00,9.33748e-02,1.32571e+03,2.38367e+39,9.49493e+38,1.39284e+39,4.66817e+38
gal14,firebox,3.0,3.42594e+01,3.04780e+01,2.98715e+01,2.24208e+01,1.96753e+10,1.35257e+10,3.49507e-01,3.11846e-01,3.95136e-01,3.20302e-01,2.40498e+09,8.72186e+08,7.35591e+03,3.80075e+11,1.15813e+45,1.44526e+45,0,3.50590e-01,4.06267e-01,4.97254e+08,1.68173e+04,2.63611e+04,4.31783e+04,1.30765e+03,3.68037e+03,4.98802e+03,2.65818e+03,3.79594e+04,4.06176e+04,2.10000e+03,1.10000e+03,5.40681e-01,3.47368e-01,4.93157e+01,1.45934e+06,8.61646e+02,8.48591e+02,8.92355e+00,9.49029e+42,2.06816e+42,7.36034e+41,1.80828e+07,2.15316e+07,1.29586e+07,4.78051e+06,1.05980e+06,1.13797e+05,5.57039e+03,1.61049e+02,1.23735e+06,3.04123e+41,4.20437e+41,5.44851e+41,1.82616e+41,1.04237e+41,2.65342e+40,9.32484e+39,2.68574e+05,3.29772e+05,1.90675e+05,6.48939e+04,1.35083e+04,1.27889e+03,5.20191e+01,1.20928e+00,1.68669e+04,4.11247e+39,8.42682e+39,4.92771e+39,1.65189e+39
gal17,firebox,3.0,1.61155e+01,1.23897e+01,1.26277e+01,8.28861e+00,1.97233e+10,8.46644e+09,3.16712e-01,2.26951e-01,3.72474e-01,2.35805e-01,1.84799e+09,6.78594e+08,1.62487e+03,3.32389e+11,4.60925e+44,6.95599e+44,0,3.19955e-01,3.56464e-01,2.86048e+08,3.09786e+04,2.20019e+04,5.29806e+04,2.58643e+03,3.24068e+03,5.82711e+03,3.26704e+04,4.36973e+04,7.63676e+04,3.50000e+03,2.50000e+03,4.83294e-01,2.57784e-01,3.28073e+01,3.02940e+04,8.65279e+02,8.66812e+02,3.12840e+01,5.57447e+42,1.13904e+42,4.03792e+41,4.47977e+06,5.67050e+06,3.29370e+06,1.11955e+06,2.35186e+05,2.67589e+04,1.53452e+03,5.06920e+01,2.68707e+05,2.43648e+41,1.54761e+41,2.52244e+41,8.45431e+40,4.87394e+41,1.38771e+41,4.87602e+40,2.63827e+06,3.20925e+06,1.92508e+06,7.01064e+05,1.59013e+05,1.91139e+04,1.13736e+03,3.73426e+01,1.79422e+05,3.53748e+40,2.47068e+40,2.45600e+40,8.23207e+39
gal22,firebox,3.0,1.11319e+00,8.24358e-01,3.42612e+00,1.23338e+01,9.92820e+09,6.02982e+09,3.56947e-01,2.45365e-01,4.10401e-01,2.52132e-01,4.43171e+08,8.80489e+07,3.17400e+02,2.71752e+11,2.04146e+44,5.44124e+44,0,3.58972e-01,4.13314e-01,6.59422e+07,2.86561e+03,1.09207e+04,1.37863e+04,2.28613e+02,1.54618e+03,1.77479e+03,0.00000e+00,0.00000e+00,0.00000e+00,9.00000e+02,1.10000e+03,,2.97233e-01,,,,,,5.29606e+42,1.12851e+42,4.05529e+41,8.89360e+05,1.13255e+06,6.48555e+05,2.13326e+05,4.11652e+04,4.22572e+03,2.22835e+02,6.74072e+00,4.81881e+04,1.26013e+41,2.71903e+41,4.49731e+41,1.50726e+41,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
gal20,firebox,3.0,5.65436e+00,7.48050e+00,6.39209e+00,7.35995e+00,1.31853e+10,8.65918e+09,3.47216e-01,2.64569e-01,3.86518e-01,2.77288e-01,8.10858e+08,2.58762e+08,6.14540e+02,2.88143e+11,3.29010e+44,5.28204e+44,0,3.46767e-01,3.85654e-01,1.35800e+08,1.20032e+04,1.73645e+04,2.93677e+04,9.23471e+02,2.44242e+03,3.36589e+03,8.26550e+04,1.46327e+05,2.28982e+05,2.10000e+03,1.70000e+03,4.82270e-01,3.06358e-01,3.44632e+01,4.30069e+04,6.45936e+02,6.44689e+02,4.97600e+01,3.38370e+42,7.27806e+41,2.58745e+41,2.10371e+06,2.67370e+06,1.52443e+06,4.95816e+05,9.60958e+04,9.21643e+03,4.10368e+02,1.14152e+01,1.13995e+05,1.40181e+41,1.25624e+41,1.83310e+41,6.14392e+40,3.77290e+41,1.21612e+41,4.28643e+40,1.18875e+06,1.44832e+06,8.49497e+05,2.95630e+05,6.30913e+04,6.45821e+03,2.87543e+02,7.36709e+00,7.54751e+04,2.33000e+40,2.92477e+40,2.41076e+40,8.08070e+39
