name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal1,firebox,1.0,4.05847e+01,1.67836e+01,8.81378e+00,6.54390e+00,5.91032e+09,2.63507e+11,1.14521e+00,1.42414e+00,1.70776e+00,1.56501e+00,4.06802e+08,2.99751e+08,5.37798e+05,5.13547e+12,5.20766e+44,1.49890e+45,0,1.27058e+00,2.44627e+00,6.95293e+08,6.64976e+02,2.00654e+04,2.07304e+04,7.19778e+01,3.33578e+03,3.40775e+03,2.61385e+04,3.48838e+05,3.74977e+05,2.30000e+03,1.90000e+03,2.53670e+00,1.95959e+00,1.74590e+02,1.15543e+06,1.72406e+02,1.71478e+02,2.79824e+01,3.52854e+41,8.76078e+40,3.06613e+40,5.01527e+08,5.33549e+08,3.40699e+08,1.45313e+08,3.70750e+07,4.31891e+06,1.95546e+05,4.32768e+03,5.54782e+07,7.94435e+40,3.22867e+40,1.11843e+40,3.74843e+39,8.92940e+40,4.12810e+40,1.41914e+40,5.00981e+08,5.32744e+08,3.40305e+08,1.45222e+08,3.70639e+07,4.31815e+06,1.95513e+05,4.32564e+03,5.54618e+07,2.33986e+40,1.98334e+40,2.34127e+38,7.84730e+37
gal13,firebox,1.0,2.01506e+01,1.65375e+01,1.55321e+01,1.27216e+01,1.69126e+10,6.93486e+10,1.18444e+00,9.84037e-01,1.56276e+00,1.08653e+00,5.50966e+09,3.77652e+09,3.92990e+05,1.57006e+12,5.96236e+44,8.40141e+44,0,1.20665e+00,1.57376e+00,3.44318e+09,2.12507e+04,5.10229e+04,7.22736e+04,2.21135e+03,8.30857e+03,1.05199e+04,2.46250e+04,1.19529e+05,1.44154e+05,3.30000e+03,1.50000e+03,2.35720e+00,1.30615e+00,3.45577e+01,5.40847e+04,1.49221e+02,1.48486e+02,2.71602e+01,7.75047e+41,1.86887e+41,6.46886e+40,5.46927e+08,5.77724e+08,3.50037e+08,1.40056e+08,3.21750e+07,3.42730e+06,1.53717e+05,3.41423e+03,4.67861e+07,2.03895e+41,4.08191e+40,9.83792e+39,3.29727e+39,6.14374e+40,2.61597e+40,8.93807e+39,1.90045e+08,1.95295e+08,1.21872e+08,5.12813e+07,1.20304e+07,1.24753e+06,5.46429e+04,1.20605e+03,1.70383e+07,2.46458e+40,1.12809e+40,1.45718e+38,4.88393e+37
gal12,firebox,1.0,1.55044e+01,1.04035e+01,8.90962e+00,1.52341e+01,1.56818e+10,8.02256e+10,1.33655e+00,1.14406e+00,1.76438e+00,1.21089e+00,4.18053e+09,2.63676e+09,3.27272e+05,1.76897e+12,5.03696e+44,8.41532e+44,0,1.34064e+00,1.49337e+00,2.36559e+09,1.50103e+04,4.62558e+04,6.12661e+04,2.65037e+03,9.90182e+03,1.25522e+04,3.33919e+04,1.53415e+05,1.86807e+05,3.30000e+03,1.90000e+03,2.36068e+00,1.43329e+00,4.77889e+01,5.08796e+04,8.55204e+01,8.44849e+01,3.16276e+01,9.50568e+41,2.46690e+41,8.55010e+40,4.13033e+08,4.33662e+08,2.65466e+08,1.07895e+08,2.50532e+07,2.69646e+06,1.21913e+05,2.72515e+03,3.63252e+07,2.57063e+41,6.59685e+40,8.67026e+39,2.90594e+39,8.89077e+40,3.99359e+40,1.36834e+40,2.90348e+08,2.93472e+08,1.84560e+08,7.91907e+07,1.92096e+07,2.11050e+06,9.52477e+04,2.09171e+03,2.79870e+07,3.18649e+40,1.85900e+40,6.84422e+37,2.29390e+37
gal7,firebox,1.0,2.81551e+01,2.03743e+01,2.13217e+01,2.05636e+01,3.78845e+10,1.03315e+11,8.86925e-01,1.09606e+00,1.53860e+00,1.18818e+00,9.46278e+09,5.82285e+09,3.57634e+05,2.22836e+12,8.96427e+44,1.46881e+45,0,8.96594e-01,1.05797e+00,4.45257e+09,9.06460e+04,1.11729e+05,2.02375e+05,2.02089e+04,2.68853e+04,4.70941e+04,3.27495e+04,1.04152e+05,1.36901e+05,4.70000e+03,2.10000e+03,2.11117e+00,1.46850e+00,2.86787e+01,4.70617e+04,1.55018e+02,1.54424e+02,3.13219e+01,4.25180e+42,8.87074e+41,3.10749e+41,5.13376e+08,5.49485e+08,3.28897e+08,1.28094e+08,2.85879e+07,2.98992e+06,1.34864e+05,3.03118e+03,4.12367e+07,5.59933e+41,1.40479e+41,9.44311e+40,3.16500e+40,1.39791e+41,4.80515e+40,1.64705e+40,2.50089e+08,2.57096e+08,1.57981e+08,6.52751e+07,1.50800e+07,1.54642e+06,6.79016e+04,1.50610e+03,2.13932e+07,4.97521e+40,1.52320e+40,5.22965e+38,1.75274e+38
gal15,firebox,1.0,2.26105e-01,1.09378e+00,3.08374e+00,2.01980e+00,5.66119e+09,6.99080e+10,1.33619e+00,8.73393e-01,1.87698e+00,9.55428e-01,1.01728e+09,6.48880e+08,3.36967e+04,1.37833e+12,1.59216e+44,4.40240e+44,0,1.40105e+00,2.02982e+00,6.13834e+08,2.76229e+03,1.71911e+04,1.99534e+04,3.37418e+02,3.04772e+03,3.38514e+03,4.92222e+03,4.46378e+04,4.95601e+04,3.30000e+03,2.50000e+03,2.50875e+00,1.19290e+00,1.66599e+01,6.81523e+04,2.72084e+02,2.61679e+02,1.21430e+01,1.42020e+41,3.48987e+40,1.20258e+40,6.31191e+07,6.83147e+07,3.96243e+07,1.48439e+07,3.16756e+06,3.01957e+05,1.29900e+04,2.95848e+02,4.52685e+06,5.66673e+40,1.35889e+40,2.50615e+39,8.39946e+38,2.01470e+40,8.21659e+39,2.80276e+39,2.82818e+07,2.93015e+07,1.75619e+07,7.01147e+06,1.57568e+06,1.56369e+05,6.81105e+03,1.50229e+02,2.25628e+06,8.61124e+39,4.71701e+39,7.68418e+36,2.57551e+36
gal19,firebox,1.0,9.59732e+00,8.15961e+00,7.16946e+00,6.67693e+00,7.23841e+09,6.28436e+10,1.47420e+00,9.63747e-01,1.71296e+00,1.05237e+00,2.54845e+09,1.83615e+09,2.46813e+05,1.23694e+12,3.58117e+44,5.94547e+44,0,1.57911e+00,1.87792e+00,1.92366e+09,7.44070e+03,3.66619e+04,4.41026e+04,5.26830e+02,4.91531e+03,5.44214e+03,1.50390e+05,6.04834e+05,7.55225e+05,2.10000e+03,1.30000e+03,2.27160e+00,1.33414e+00,4.22961e+01,2.05056e+04,5.57767e+01,5.55920e+01,6.71206e+01,2.53254e+41,6.16806e+40,2.13508e+40,3.59924e+08,3.80352e+08,2.30953e+08,9.21267e+07,2.06173e+07,2.09881e+06,9.27102e+04,2.09227e+03,2.91886e+07,8.12876e+40,1.55358e+40,5.17845e+39,1.73557e+39,4.27183e+40,1.69131e+40,5.78356e+39,2.18655e+08,2.24338e+08,1.39410e+08,5.83279e+07,1.35213e+07,1.37883e+06,6.01268e+04,1.35262e+03,1.90332e+07,1.69174e+40,6.59423e+39,6.17791e+37,2.07062e+37
gal17,firebox,1.0,3.58238e+01,1.80293e+01,1.37137e+01,1.11168e+01,1.50227e+10,4.73836e+10,8.43694e-01,1.00934e+00,1.05480e+00,1.03388e+00,3.94729e+09,2.57053e+09,2.09430e+05,1.29094e+12,5.23265e+44,7.21270e+44,0,8.78634e-01,1.02701e+00,1.76705e+09,3.90563e+04,8.15376e+04,1.20594e+05,3.45210e+03,1.21545e+04,1.56066e+04,3.66546e+05,8.87308e+05,1.25385e+06,1.90000e+03,9.00000e+02,1.71929e+00,1.19523e+00,7.83997e+01,3.73031e+04,5.81395e+01,5.81964e+01,1.04788e+02,1.28886e+42,2.99468e+41,1.04480e+41,2.64222e+08,2.91823e+08,1.77215e+08,6.90081e+07,1.62720e+07,1.89289e+06,8.79460e+04,1.99780e+03,2.39313e+07,2.08842e+41,6.25945e+40,2.96107e+40,9.92424e+39,1.15362e+41,4.49065e+40,1.54361e+40,2.31353e+08,2.48848e+08,1.54195e+08,6.22878e+07,1.50748e+07,1.76962e+06,8.17812e+04,1.83140e+03,2.22016e+07,2.96060e+40,1.57431e+40,4.49584e+38,1.50686e+38
gal23,firebox,1.0,2.03282e+01,2.05724e+01,1.81482e+01,1.42076e+01,1.05748e+10,4.30583e+10,1.31484e+00,8.08950e-01,1.41091e+00,8.51431e-01,3.93375e+09,2.60265e+09,1.37960e+05,9.79014e+11,6.91458e+44,8.93874e+44,0,1.33899e+00,1.46319e+00,2.11556e+09,2.09455e+04,4.79253e+04,6.88707e+04,1.41940e+03,6.27503e+03,7.69442e+03,2.01358e+05,4.54492e+05,6.55850e+05,2.50000e+03,1.50000e+03,1.70735e+00,9.99736e-01,5.08832e+01,5.45841e+04,6.56968e+01,6.55886e+01,7.76658e+01,7.70419e+41,2.34293e+41,8.11845e+40,2.37854e+08,2.71474e+08,1.59087e+08,5.73022e+07,1.22465e+07,1.32329e+06,6.00047e+04,1.35984e+03,1.79105e+07,1.91675e+41,7.64613e+40,9.86323e+39,3.30580e+39,1.94211e+41,8.55631e+40,2.94346e+40,1.53670e+08,1.69877e+08,1.02234e+08,3.88207e+07,8.69604e+06,9.58384e+05,4.27937e+04,9.40140e+02,1.27056e+07,5.35818e+40,3.71069e+40,9.84433e+38,3.29999e+38
gal2,firebox,1.0,1.10751e+02,8.56262e+01,7.88348e+01,7.04104e+01,5.80204e+10,1.85029e+11,1.35267e+00,1.22491e+00,1.92992e+00,1.33550e+00,2.50620e+10,1.63401e+10,1.37531e+06,4.38295e+12,2.86547e+45,3.91454e+45,0,1.37432e+00,1.43744e+00,1.40671e+10,2.18240e+05,1.76714e+05,3.94954e+05,4.89934e+04,4.45790e+04,9.35724e+04,1.08571e+05,1.20726e+05,2.29296e+05,7.70000e+03,4.50000e+03,1.99096e+00,1.62902e+00,4.62260e+01,6.54872e+04,6.45756e+01,6.48277e+01,5.70298e+01,5.60238e+42,1.50508e+42,5.21653e+41,1.95555e+09,2.10151e+09,1.26651e+09,4.94663e+08,1.11296e+08,1.18897e+07,5.32128e+05,1.17473e+04,1.62206e+08,1.19201e+42,4.17474e+41,7.21755e+40,2.41904e+40,8.56926e+41,3.01374e+41,1.03198e+41,1.58921e+09,1.66433e+09,1.02181e+09,4.14277e+08,9.58024e+07,1.03228e+07,4.59209e+05,9.99566e+03,1.39571e+08,2.45849e+41,1.21997e+41,2.16828e+39,7.26763e+38
gal25,firebox,1.0,6.75098e+00,5.52186e+00,4.46845e+00,4.18722e+00,9.52042e+09,3.15575e+10,1.08724e+00,9.96785e-01,1.43581e+00,1.05053e+00,2.54695e+09,1.70337e+09,1.70777e+05,7.87143e+11,2.00994e+44,3.24556e+44,0,1.15802e+00,1.57272e+00,1.58241e+09,1.33971e+04,3.81630e+04,5.15601e+04,1.02461e+03,5.30353e+03,6.32814e+03,7.71546e+04,3.55426e+05,4.32580e+05,1.90000e+03,1.30000e+03,2.47892e+00,1.23817e+00,4.00004e+01,2.16273e+04,7.10943e+01,7.07602e+01,4.80758e+01,3.48177e+41,6.82899e+40,2.36592e+40,2.46783e+08,2.59758e+08,1.56683e+08,6.24216e+07,1.42598e+07,1.51681e+06,6.90178e+04,1.54930e+03,2.07601e+07,8.93443e+40,1.09458e+40,7.25479e+39,2.43146e+39,2.68884e+40,1.07396e+40,3.65533e+39,1.32665e+08,1.33202e+08,8.34349e+07,3.58586e+07,8.75043e+06,9.64908e+05,4.41339e+04,9.85421e+02,1.27774e+07,1.23998e+40,3.67423e+39,1.49685e+37,5.01707e+36
gal18,firebox,1.0,2.79808e+01,1.75883e+01,1.57246e+01,1.90654e+01,2.07697e+10,8.85139e+10,1.72052e+00,1.23105e+00,1.92448e+00,1.26393e+00,9.16171e+09,5.90436e+09,6.39103e+05,1.27629e+12,7.48050e+44,1.09994e+45,0,1.76829e+00,1.85763e+00,5.69477e+09,7.97756e+04,1.06458e+05,1.86233e+05,7.03445e+03,1.59897e+04,2.30242e+04,1.45894e+05,2.52185e+05,3.98079e+05,4.30000e+03,2.10000e+03,2.31556e+00,1.45942e+00,3.54250e+01,1.74017e+04,4.71127e+01,4.70669e+01,6.61096e+01,9.04072e+41,2.40441e+41,8.27459e+40,8.15751e+08,8.52879e+08,5.17642e+08,2.09435e+08,4.88056e+07,5.27795e+06,2.40059e+05,5.37104e+03,7.16464e+07,3.30260e+41,5.66923e+40,1.51313e+40,5.07129e+39,1.82932e+41,6.53116e+40,2.22706e+40,6.44694e+08,6.49809e+08,4.04637e+08,1.72366e+08,4.16958e+07,4.56657e+06,2.06616e+05,4.56558e+03,6.11287e+07,7.58158e+40,1.98516e+40,1.14197e+38,3.82751e+37
