name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal239,firebox,1.0,1.90166e+00,1.34530e+00,1.11155e+00,1.06295e+00,6.61377e+09,1.22347e+09,2.15425e-01,1.49848e-01,2.31519e-01,1.56612e-01,1.72069e+08,6.99481e+07,2.04741e+01,9.00610e+10,3.63168e+43,7.87634e+43,0,2.21229e-01,2.35930e-01,1.58950e+07,4.78520e+03,2.99486e+03,7.78006e+03,3.60229e+02,4.14893e+02,7.75121e+02,2.51924e+03,2.51424e+03,5.03347e+03,4.10000e+03,4.30000e+03,2.55679e-01,1.71219e-01,9.38896e+00,1.23800e+04,3.44369e+03,3.46323e+03,8.68721e+00,1.29128e+42,2.11945e+41,7.55096e+40,9.15093e+04,1.29786e+05,6.96531e+04,1.90402e+04,2.90907e+03,2.65106e+02,1.66872e+01,1.03519e+00,3.09053e+03,3.90135e+40,1.82991e+40,5.47490e+40,1.83499e+40,1.39623e+41,2.56935e+40,9.03884e+39,1.50085e+04,2.06545e+04,1.12591e+04,3.25641e+03,5.86990e+02,7.29745e+01,6.41739e+00,5.11670e-01,5.65737e+02,6.51021e+39,1.69186e+39,3.53706e+39,1.18547e+39
gal238,firebox,1.0,3.00544e+00,1.37648e+00,1.29871e+00,2.49805e+00,9.30269e+09,1.89935e+09,2.33608e-01,1.63257e-01,2.69520e-01,1.66824e-01,2.14373e+08,7.39238e+07,8.79904e+01,9.04030e+10,5.83237e+43,1.33708e+44,0,2.38596e-01,2.82962e-01,2.80345e+07,3.08449e+03,3.55607e+03,6.64056e+03,3.70533e+02,6.25124e+02,9.95657e+02,6.22507e+03,8.42950e+03,1.46546e+04,2.70000e+03,3.30000e+03,3.25300e-01,1.88721e-01,3.95667e+01,2.96384e+04,2.17904e+03,2.18698e+03,1.36558e+01,1.88319e+42,3.31295e+41,1.18655e+41,3.21477e+05,4.25204e+05,2.44848e+05,7.79852e+04,1.40389e+04,1.35635e+03,7.23661e+01,2.78750e+00,1.41967e+04,5.12097e+40,3.92441e+40,9.86071e+40,3.30493e+40,1.44779e+41,3.40689e+40,1.19804e+40,2.50001e+05,3.24751e+05,1.90456e+05,6.28064e+04,1.16770e+04,1.15127e+03,6.15430e+01,2.27809e+00,1.17034e+04,6.87735e+39,3.97665e+39,6.46805e+39,2.16794e+39
gal243,firebox,1.0,6.79802e-01,2.11022e+00,2.31611e+00,1.21309e+00,4.64178e+09,2.37032e+09,4.80521e-01,3.12048e-01,5.14052e-01,3.17535e-01,5.08374e+08,2.24026e+08,2.29044e+02,8.95167e+10,7.23420e+43,1.11297e+44,0,5.05396e-01,5.26550e-01,9.09014e+07,2.96565e+03,4.69488e+03,7.66053e+03,2.03076e+02,6.16372e+02,8.19448e+02,3.70666e+04,3.97828e+04,7.68495e+04,2.10000e+03,2.30000e+03,5.37008e-01,3.74007e-01,2.61238e+01,1.40143e+04,5.44364e+02,5.45424e+02,3.33225e+01,7.28976e+41,1.63714e+41,5.78657e+40,9.81555e+05,1.38561e+06,7.24907e+05,1.92575e+05,2.92822e+04,2.50593e+03,1.19137e+02,3.85569e+00,3.75893e+04,5.37936e+40,2.96457e+40,4.28515e+40,1.43622e+40,1.43783e+41,4.21620e+40,1.47796e+40,3.78363e+05,5.31261e+05,2.80305e+05,7.54704e+04,1.14802e+04,9.36383e+02,4.01267e+01,1.17541e+00,1.44192e+04,1.26491e+40,7.64050e+39,6.75659e+39,2.26460e+39
gal246,firebox,1.0,2.95287e+00,2.14467e+00,2.61302e+00,2.73789e+00,6.77836e+09,3.60194e+09,5.42207e-01,3.39803e-01,5.71313e-01,3.54854e-01,7.36316e+08,3.60442e+08,5.82041e+02,8.89101e+10,9.23558e+43,1.64513e+44,0,5.61506e-01,5.78928e-01,1.42464e+08,5.08893e+03,4.44756e+03,9.53648e+03,3.62480e+02,6.05846e+02,9.68326e+02,2.14023e+03,2.29828e+03,4.43851e+03,5.30000e+03,5.70000e+03,5.51096e-01,3.84294e-01,2.18269e+01,3.19814e+04,1.35890e+03,1.36244e+03,8.00711e+00,1.04021e+42,2.28769e+41,8.08587e+40,2.05753e+06,2.81076e+06,1.51145e+06,4.34634e+05,7.66495e+04,7.72261e+03,4.03035e+02,1.37271e+01,9.49237e+04,8.50275e+40,4.41846e+40,5.21282e+40,1.74712e+40,1.35800e+41,3.43253e+40,1.20510e+40,8.01855e+05,1.08547e+06,5.91697e+05,1.74554e+05,3.10898e+04,2.98042e+03,1.45692e+02,4.88996e+00,3.73824e+04,1.30241e+40,6.17096e+39,5.15541e+39,1.72788e+39
gal242,firebox,1.0,1.43352e+00,1.12809e+00,1.37729e+00,2.29865e+00,8.58074e+09,4.38678e+09,5.44433e-01,3.63689e-01,5.89374e-01,3.76735e-01,6.01982e+08,3.35477e+08,5.66414e+02,8.96385e+10,5.37522e+43,1.19408e+44,0,5.58547e-01,5.83595e-01,1.11008e+08,5.17583e+03,4.80455e+03,9.98038e+03,4.26452e+02,7.02440e+02,1.12889e+03,1.58561e+03,1.80702e+03,3.39263e+03,3.90000e+03,3.70000e+03,6.69973e-01,3.20164e-01,1.37396e+01,2.67812e+04,1.26050e+03,1.25615e+03,6.89197e+00,1.04914e+42,2.00627e+41,7.08919e+40,1.92996e+06,2.70553e+06,1.41581e+06,3.81693e+05,6.15351e+04,5.80959e+03,2.95923e+02,1.00376e+01,8.06035e+04,9.41823e+40,3.04870e+40,3.59653e+40,1.20542e+40,4.15699e+40,8.77681e+39,3.08552e+39,4.70815e+05,6.34399e+05,3.44583e+05,1.02972e+05,2.00994e+04,2.26083e+03,1.22952e+02,3.72725e+00,2.57802e+04,4.67629e+39,1.56832e+39,9.75734e+38,3.27021e+38
gal245,firebox,1.0,4.81134e-01,9.44773e-01,9.75104e-01,5.47961e-01,6.08849e+09,3.11243e+09,5.06710e-01,3.29993e-01,5.42658e-01,3.34341e-01,3.19723e+08,1.77830e+08,2.57940e+02,8.90404e+10,3.23375e+43,6.84607e+43,0,5.26841e-01,5.63753e-01,5.41700e+07,4.48773e+03,5.11534e+03,9.60307e+03,3.28509e+02,6.96985e+02,1.02549e+03,7.26385e+03,9.80709e+03,1.70709e+04,3.50000e+03,3.50000e+03,6.08686e-01,3.70334e-01,1.38247e+01,5.86206e+03,8.80937e+02,8.78052e+02,1.47513e+01,5.28473e+41,9.23013e+40,3.26169e+40,1.09281e+06,1.55515e+06,8.01262e+05,2.07367e+05,3.09232e+04,2.64806e+03,1.22025e+02,4.46686e+00,4.07075e+04,5.06517e+40,1.05661e+40,1.99714e+40,6.69362e+39,7.13471e+40,1.59685e+40,5.57953e+39,5.21584e+05,7.20829e+05,3.82102e+05,1.05905e+05,1.75686e+04,1.63805e+03,7.48378e+01,2.26597e+00,2.22684e+04,8.87148e+39,1.86635e+39,1.34773e+39,4.51709e+38
gal249,firebox,1.0,9.94509e-01,4.06546e-01,2.75971e-01,5.30364e-01,2.13900e+09,3.72835e+09,9.43078e-01,4.56341e-01,1.02017e+00,4.67420e-01,2.75581e+08,1.60365e+08,1.61587e+03,8.80942e+10,1.56355e+43,3.97807e+43,0,1.00757e+00,1.06514e+00,8.12163e+07,9.47862e+02,3.45372e+03,4.40158e+03,6.59856e+01,4.56998e+02,5.22984e+02,1.42833e+04,4.26075e+04,5.68908e+04,1.90000e+03,1.90000e+03,1.12569e+00,5.98909e-01,2.17171e+01,7.12494e+03,2.73800e+02,2.69801e+02,2.06852e+01,1.06954e+41,2.14958e+40,7.48756e+39,3.62898e+06,4.80797e+06,2.56292e+06,7.38258e+05,1.33182e+05,1.46481e+04,8.47404e+02,2.48272e+01,1.97438e+05,2.56760e+40,2.82885e+39,1.69946e+39,5.69593e+38,1.82037e+40,4.31460e+39,1.49491e+39,2.04314e+06,2.53958e+06,1.42395e+06,4.56513e+05,9.28751e+04,1.04549e+04,5.07239e+02,1.22734e+01,1.38312e+05,4.37192e+39,5.53932e+38,7.22094e+37,2.42015e+37
gal244,firebox,1.0,8.68387e-02,1.49515e-01,2.21558e-01,6.15550e-01,7.45732e+09,2.17218e+09,3.11909e-01,1.92664e-01,3.39224e-01,2.04058e-01,5.92907e+07,4.32785e+07,1.22679e+01,8.94656e+10,1.10995e+43,5.61866e+43,0,3.13869e-01,2.96829e-01,5.40470e+06,1.13300e+03,1.56946e+03,2.70246e+03,1.96051e+02,3.42016e+02,5.38067e+02,4.41420e+02,8.30082e+02,1.27150e+03,5.30000e+03,5.70000e+03,3.01283e-01,2.34362e-01,4.76441e+00,7.51290e+03,4.68798e+03,4.71722e+03,3.63640e+00,9.47334e+41,1.47114e+41,5.27237e+40,5.23703e+04,7.60666e+04,3.82644e+04,9.30724e+03,1.23691e+03,9.60660e+01,5.03020e+00,3.22347e-01,1.62740e+03,3.72753e+40,1.55404e+40,4.56233e+40,1.52913e+40,6.03739e+40,9.99391e+39,3.54797e+39,1.18294e+04,1.68624e+04,8.62328e+03,2.17122e+03,2.99727e+02,2.34502e+01,1.13283e+00,5.43641e-02,3.77253e+02,2.78279e+39,1.02830e+39,1.95766e+39,6.56136e+38
gal247,firebox,1.0,1.26432e+00,8.48481e-01,9.30523e-01,8.59029e-01,3.81548e+09,3.16022e+09,5.46770e-01,3.80956e-01,6.27497e-01,3.95291e-01,2.56783e+08,1.39451e+08,5.23700e+02,8.84780e+10,3.47419e+43,6.88118e+43,0,5.87186e-01,6.49288e-01,5.62991e+07,1.53121e+03,3.96500e+03,5.49621e+03,1.23835e+02,5.67419e+02,6.91254e+02,2.74704e+04,4.74451e+04,7.49155e+04,1.90000e+03,2.30000e+03,6.84844e-01,4.93238e-01,2.96283e+01,9.33713e+03,4.62449e+02,4.61798e+02,2.86865e+01,3.66256e+41,7.33688e+40,2.59091e+40,1.51692e+06,2.02145e+06,1.10532e+06,3.32179e+05,6.39509e+04,7.06153e+03,3.74564e+02,1.15483e+01,8.28173e+04,3.52417e+40,1.32522e+40,1.66592e+40,5.58346e+39,5.44082e+40,1.66646e+40,5.83618e+39,1.09110e+06,1.40165e+06,7.92157e+05,2.54751e+05,5.30530e+04,6.10073e+03,3.19131e+02,8.96190e+00,6.81895e+04,6.87462e+39,3.79139e+39,1.77770e+39,5.95803e+38
gal251,firebox,1.0,1.01916e+00,1.59487e+00,1.01092e+00,1.45846e+00,5.04733e+09,6.27533e+09,6.65677e-01,4.03103e-01,7.08201e-01,4.16503e-01,4.92161e+08,2.78844e+08,6.58828e+02,8.76715e+10,5.52734e+43,1.14671e+44,0,6.83078e-01,7.24362e-01,1.08693e+08,2.90227e+03,8.12368e+03,1.10260e+04,2.06945e+02,1.08916e+03,1.29611e+03,5.52023e+03,4.24232e+04,4.79434e+04,1.70000e+03,1.70000e+03,8.67355e-01,5.15014e-01,3.23291e+01,2.16039e+04,2.66224e+02,2.67081e+02,1.28595e+01,4.74309e+41,9.63015e+40,3.39462e+40,2.52366e+06,3.53717e+06,1.83987e+06,4.90697e+05,7.86625e+04,7.44813e+03,3.79499e+02,1.30426e+01,1.05116e+05,5.47353e+40,1.63381e+40,1.59272e+40,5.33816e+39,1.40900e+40,4.46993e+39,1.55999e+39,6.64374e+05,9.12590e+05,4.78511e+05,1.30288e+05,2.15220e+04,1.96666e+03,8.32839e+01,2.05649e+00,2.96987e+04,2.14884e+39,1.07409e+39,3.63626e+38,1.21870e+38
gal250,firebox,1.0,9.00450e-01,5.05490e-01,5.30809e-01,8.22439e-01,3.93544e+09,3.02963e+09,5.92063e-01,3.57726e-01,6.30460e-01,3.68577e-01,3.77581e+08,2.15269e+08,3.86890e+02,8.80611e+10,2.47861e+43,5.32799e+43,0,6.25227e-01,6.42535e-01,6.99044e+07,2.27558e+03,3.59770e+03,5.87328e+03,1.54409e+02,4.70053e+02,6.24461e+02,1.48200e+04,1.65623e+04,3.13823e+04,3.10000e+03,3.10000e+03,6.38060e-01,4.56236e-01,1.44984e+01,6.86523e+03,5.53977e+02,5.50617e+02,2.10702e+01,3.40834e+41,6.60230e+40,2.32374e+40,1.46784e+06,2.11417e+06,1.07975e+06,2.73207e+05,3.97421e+04,3.58787e+03,1.98294e+02,7.60782e+00,5.33550e+04,4.02130e+40,8.66721e+39,1.19195e+40,3.99492e+39,6.84619e+40,1.62506e+40,5.66631e+39,7.63099e+05,1.07571e+06,5.62221e+05,1.50758e+05,2.42523e+04,2.44840e+03,1.45313e+02,5.28168e+00,3.15135e+04,1.02018e+40,2.08484e+39,1.23136e+39,4.12700e+38
gal252,firebox,1.0,2.02239e+00,1.33442e+00,1.01735e+00,7.39353e-01,4.42230e+09,2.03958e+09,3.82926e-01,2.21943e-01,4.09984e-01,2.30185e-01,2.30686e+08,1.02800e+08,2.31652e+02,8.73838e+10,4.48918e+43,8.07440e+43,0,3.93607e-01,4.20247e-01,3.83594e+07,1.81897e+03,3.18863e+03,5.00760e+03,1.38959e+02,4.44626e+02,5.83585e+02,1.19145e+04,1.69753e+04,2.88898e+04,2.30000e+03,2.70000e+03,4.33687e-01,2.71538e-01,3.93134e+01,1.48454e+04,1.14146e+03,1.14529e+03,1.88923e+01,6.15979e+41,1.17226e+41,4.15859e+40,6.19511e+05,8.05025e+05,4.69133e+05,1.59689e+05,3.35140e+04,3.87103e+03,2.32779e+02,7.57147e+00,3.58688e+04,3.50164e+40,1.65911e+40,3.55011e+40,1.18986e+40,9.52795e+40,2.45314e+40,8.60504e+39,4.82462e+05,6.09147e+05,3.66773e+05,1.33131e+05,2.97930e+04,3.58946e+03,2.20230e+02,7.10407e+00,3.11309e+04,6.65767e+39,3.42634e+39,4.32427e+39,1.44934e+39
gal248,firebox,1.0,3.24262e+00,2.49439e+00,2.79219e+00,8.30502e-01,7.35517e+09,8.15685e+09,7.32221e-01,4.44863e-01,7.65405e-01,4.77348e-01,9.12104e+08,5.35375e+08,2.33655e+03,8.82273e+10,9.48178e+43,1.60482e+44,0,7.37041e-01,7.81561e-01,2.40088e+08,5.37549e+03,7.10106e+03,1.24765e+04,4.06180e+02,9.94532e+02,1.40071e+03,2.51529e+04,2.36568e+04,4.88096e+04,3.90000e+03,3.70000e+03,7.86501e-01,5.67482e-01,2.12161e+01,8.65997e+03,4.03967e+02,4.01952e+02,2.74498e+01,5.99054e+41,1.31942e+41,4.62912e+40,6.33746e+06,8.52029e+06,4.56508e+06,1.32600e+06,2.49089e+05,2.80448e+04,1.59082e+03,4.80986e+01,3.39223e+05,8.65650e+40,2.19368e+40,1.47019e+40,4.92757e+39,1.63530e+41,4.64582e+40,1.61901e+40,3.92024e+06,5.22037e+06,2.82684e+06,8.36603e+05,1.61594e+05,1.82139e+04,9.63010e+02,2.73680e+01,2.19675e+05,2.65305e+40,9.19780e+39,2.74317e+39,9.19459e+38
gal255,firebox,1.0,9.32496e-01,9.24802e-01,1.14320e+00,1.02117e+00,6.06659e+09,3.25063e+09,5.05803e-01,3.61402e-01,5.58059e-01,3.65707e-01,4.92586e+08,2.75822e+08,4.14658e+02,8.58915e+10,4.29613e+43,8.71114e+43,0,5.27934e-01,5.93217e-01,9.40562e+07,5.22279e+03,6.58496e+03,1.18077e+04,4.36314e+02,9.56448e+02,1.39276e+03,2.41518e+04,3.12011e+04,5.53529e+04,2.70000e+03,2.50000e+03,6.64120e-01,4.17651e-01,1.73356e+01,8.67388e+03,4.73002e+02,4.71100e+02,2.68980e+01,6.52890e+41,1.25007e+41,4.41011e+40,1.57681e+06,2.23224e+06,1.15452e+06,3.01558e+05,4.59896e+04,4.11357e+03,2.02101e+02,6.63013e+00,6.19829e+04,6.09694e+40,1.67200e+40,2.24924e+40,7.53863e+39,8.91455e+40,2.32692e+40,8.12087e+39,7.96051e+05,1.11263e+06,5.79714e+05,1.55174e+05,2.49456e+04,2.37385e+03,1.19971e+02,3.56647e+00,3.38610e+04,1.19426e+40,3.82356e+39,2.14203e+39,7.17929e+38
gal254,firebox,1.0,3.37040e-01,4.98368e-01,5.06456e-01,2.44159e-01,5.98833e+09,1.53505e+09,2.67409e-01,1.75771e-01,2.86879e-01,1.86717e-01,7.05332e+07,4.01844e+07,1.78449e+01,8.65309e+10,1.63133e+43,4.50825e+43,0,2.77508e-01,2.89841e-01,6.71399e+06,2.93875e+03,2.57228e+03,5.51103e+03,2.19778e+02,3.59762e+02,5.79541e+02,3.23409e+03,2.99590e+03,6.23000e+03,3.70000e+03,4.70000e+03,3.00312e-01,2.01239e-01,6.70178e+00,7.40842e+03,4.06817e+03,4.09203e+03,9.84287e+00,7.47246e+41,1.20886e+41,4.30907e+40,7.49449e+04,1.08699e+05,5.57143e+04,1.40814e+04,2.02583e+03,1.90414e+02,1.56554e+01,1.68062e+00,2.46013e+03,2.99631e+40,1.12930e+40,3.52281e+40,1.18070e+40,1.11122e+41,2.08321e+40,7.34506e+39,1.32065e+04,1.91764e+04,9.81328e+03,2.44980e+03,3.30793e+02,2.58479e+01,1.38913e+00,8.39741e-02,4.09209e+02,5.62680e+39,1.62299e+39,3.06362e+39,1.02671e+39
gal261,firebox,1.0,1.03045e+00,1.68284e+00,1.82633e+00,7.48873e-01,4.76628e+09,2.45603e+09,4.74311e-01,2.97220e-01,4.96909e-01,3.13299e-01,3.62857e+08,1.75919e+08,2.27269e+02,8.25111e+10,5.68441e+43,1.02866e+44,0,4.83947e-01,5.04338e-01,6.29109e+07,2.50720e+03,4.23540e+03,6.74260e+03,1.80758e+02,5.78528e+02,7.59287e+02,2.24809e+04,2.77205e+04,5.02014e+04,2.10000e+03,2.90000e+03,5.24128e-01,3.75277e-01,2.80346e+01,1.75798e+04,7.13295e+02,7.13846e+02,2.59509e+01,6.71139e+41,1.45957e+41,5.16497e+40,8.04727e+05,1.10210e+06,5.91364e+05,1.67679e+05,2.81090e+04,2.58699e+03,1.25034e+02,3.77869e+00,3.52463e+04,4.92450e+40,2.53294e+40,3.82557e+40,1.28219e+40,1.00931e+41,2.83540e+40,9.92731e+39,4.69668e+05,6.16620e+05,3.44304e+05,1.06627e+05,1.98934e+04,1.96241e+03,9.72321e+01,2.76123e+00,2.42406e+04,9.30946e+39,4.96249e+39,4.24041e+39,1.42130e+39
gal258,firebox,1.0,1.21063e+00,4.55056e-01,4.11041e-01,4.04347e-01,3.16636e+09,3.64932e+09,6.82154e-01,4.70190e-01,7.23899e-01,4.77041e-01,3.79528e+08,2.31158e+08,7.92781e+02,8.42087e+10,2.73862e+43,5.23050e+43,0,7.19745e-01,7.46631e-01,9.65854e+07,9.59337e+02,4.49826e+03,5.45760e+03,7.12658e+01,6.13826e+02,6.85092e+02,3.72128e+05,5.14297e+05,8.86425e+05,1.10000e+03,1.30000e+03,7.62346e-01,5.98685e-01,3.24157e+01,4.73226e+03,1.10794e+02,1.10233e+02,1.05582e+02,1.87698e+41,3.52164e+40,1.23594e+40,2.13527e+06,2.95679e+06,1.54667e+06,4.23586e+05,7.35487e+04,7.68653e+03,4.28240e+02,1.55249e+01,9.95617e+04,2.78018e+40,4.47525e+39,4.56243e+39,1.52914e+39,3.27086e+40,8.30778e+39,2.88238e+39,1.57018e+06,2.14390e+06,1.13440e+06,3.20176e+05,5.85584e+04,6.37186e+03,3.65151e+02,1.32222e+01,7.91779e+04,5.79812e+39,1.10507e+39,4.43876e+38,1.48776e+38
gal253,firebox,1.0,5.32982e-01,2.29077e-01,1.40367e-01,6.83041e-01,4.29424e+09,3.42663e+09,6.05097e-01,3.37324e-01,6.33807e-01,3.48842e-01,1.63042e+08,9.67360e+07,2.27150e+02,8.71738e+10,1.62061e+43,5.60469e+43,0,6.19909e-01,6.31316e-01,3.05706e+07,1.25397e+03,3.00823e+03,4.26220e+03,1.05421e+02,4.39666e+02,5.45087e+02,2.94464e+03,8.36916e+03,1.13138e+04,2.90000e+03,3.10000e+03,6.61828e-01,4.26396e-01,1.23608e+01,6.84301e+03,1.02214e+03,1.02138e+03,9.39207e+00,3.72975e+41,6.96708e+40,2.47325e+40,7.65039e+05,1.08919e+06,5.62454e+05,1.46882e+05,2.27972e+04,2.26163e+03,1.31633e+02,4.73753e+00,3.08981e+04,3.39536e+40,1.22715e+40,1.67950e+40,5.62905e+39,3.43347e+40,8.01091e+39,2.81550e+39,2.64855e+05,3.69378e+05,1.95317e+05,5.39971e+04,9.28285e+03,1.00397e+03,5.74349e+01,1.91174e+00,1.21023e+04,4.03804e+39,1.42636e+39,8.73350e+38,2.92704e+38
gal256,firebox,1.0,1.71653e+00,9.89927e-01,9.03542e-01,1.48020e+00,5.20854e+09,2.75881e+09,5.02563e-01,3.29283e-01,5.45575e-01,3.34644e-01,4.66471e+08,2.70241e+08,3.26324e+02,8.52363e+10,4.20948e+43,8.27032e+43,0,5.29636e-01,5.51858e-01,8.36999e+07,3.06579e+03,4.53578e+03,7.60156e+03,2.23992e+02,6.14622e+02,8.38614e+02,1.16230e+04,1.55721e+04,2.71951e+04,2.70000e+03,2.90000e+03,5.39628e-01,3.79138e-01,2.01665e+01,2.47773e+04,7.42843e+02,7.44590e+02,1.86597e+01,6.87383e+41,1.37128e+41,4.85261e+40,1.11414e+06,1.54176e+06,8.18194e+05,2.27220e+05,3.76939e+04,3.61797e+03,1.89584e+02,6.16531e+00,4.75887e+04,5.46864e+40,2.25392e+40,3.07046e+40,1.02910e+40,7.17361e+40,1.72116e+40,6.02099e+39,3.67018e+05,4.97655e+05,2.68517e+05,7.72597e+04,1.32291e+04,1.26081e+03,6.36756e+01,2.04931e+00,1.64079e+04,7.90761e+39,2.27205e+39,1.99952e+39,6.70154e+38
gal257,firebox,1.0,1.96610e+00,1.78224e+00,1.82520e+00,1.63623e+00,7.09176e+09,2.43463e+09,3.39364e-01,2.30624e-01,3.65986e-01,2.39471e-01,3.05474e+08,1.09140e+08,9.74473e+01,8.50502e+10,6.64608e+43,1.17904e+44,0,3.46790e-01,3.65713e-01,4.03914e+07,2.80657e+03,3.73767e+03,6.54424e+03,2.29163e+02,5.39637e+02,7.68801e+02,7.97192e+03,9.25888e+03,1.72308e+04,2.70000e+03,3.30000e+03,3.73770e-01,2.66512e-01,2.51149e+01,1.95741e+04,1.56863e+03,1.57463e+03,1.54535e+01,1.45497e+42,2.86773e+41,1.01935e+41,3.56894e+05,4.84203e+05,2.70008e+05,8.13468e+04,1.38180e+04,1.26780e+03,6.40316e+01,2.21515e+00,1.51790e+04,6.47681e+40,4.02820e+40,8.12249e+40,2.72234e+40,1.45647e+41,3.49485e+40,1.22897e+40,1.44081e+05,1.92519e+05,1.12817e+05,3.68074e+04,6.62305e+03,6.26766e+02,3.19686e+01,9.51889e-01,6.81070e+03,8.51191e+39,4.38348e+39,6.45069e+39,2.16206e+39
gal259,firebox,1.0,1.76489e+00,2.10941e+00,1.74265e+00,1.50251e+00,6.21769e+09,4.82283e+09,7.64236e-01,4.28352e-01,7.89317e-01,4.42073e-01,9.59091e+08,5.61839e+08,1.78780e+03,8.28121e+10,7.69796e+43,1.32127e+44,0,7.81824e-01,8.12011e-01,2.41331e+08,7.38232e+03,8.11574e+03,1.54981e+04,5.09990e+02,1.07792e+03,1.58791e+03,1.96076e+04,2.03116e+04,3.99193e+04,3.50000e+03,3.70000e+03,8.34497e-01,5.33122e-01,2.33748e+01,1.44296e+04,3.26687e+02,3.25631e+02,2.42358e+01,5.54143e+41,1.19341e+41,4.18329e+40,6.20998e+06,8.57521e+06,4.49299e+06,1.22080e+06,2.00838e+05,1.92095e+04,9.26008e+02,2.78606e+01,2.79824e+05,8.22867e+40,1.94498e+40,1.44934e+40,4.85761e+39,9.89150e+40,2.72064e+40,9.48583e+39,3.49112e+06,4.68351e+06,2.51280e+06,7.26072e+05,1.32300e+05,1.38112e+04,6.92164e+02,2.04262e+01,1.82762e+05,1.67215e+40,5.33732e+39,1.58649e+39,5.31714e+38
gal262,firebox,1.0,5.62066e-01,5.42720e-01,4.05774e-01,2.16139e-01,3.78455e+09,2.21833e+09,3.64944e-01,2.63639e-01,3.91698e-01,2.75326e-01,1.19209e+08,5.42712e+07,6.77130e+01,8.19908e+10,1.81141e+43,4.79217e+43,0,3.70791e-01,4.18638e-01,1.75559e+07,6.38858e+02,2.02198e+03,2.66084e+03,9.32326e+01,3.91522e+02,4.84755e+02,9.80816e+03,1.91813e+04,2.89895e+04,2.10000e+03,2.70000e+03,4.19116e-01,3.24151e-01,2.01579e+01,1.98624e+04,1.42036e+03,1.42635e+03,1.71411e+01,3.68111e+41,6.59168e+40,2.34141e+40,2.19008e+05,2.90880e+05,1.62361e+05,5.03861e+04,9.70913e+03,1.09532e+03,6.56199e+01,2.35337e+00,1.10852e+04,2.13855e+40,8.62693e+39,2.37237e+40,7.95117e+39,6.76963e+40,1.64442e+40,5.77114e+39,1.23740e+05,1.60776e+05,9.19514e+04,2.96283e+04,5.83522e+03,6.53926e+02,3.85132e+01,1.38814e+00,6.47140e+03,5.02820e+39,2.01633e+39,2.68808e+39,9.00895e+38
gal265,firebox,1.0,5.52828e-01,1.66904e-01,1.88794e-01,1.14440e+00,3.70349e+09,2.59357e+09,5.07591e-01,2.89004e-01,5.36263e-01,3.05340e-01,7.65000e+07,4.98440e+07,9.76196e+01,8.18968e+10,9.26800e+42,4.01400e+43,0,5.25901e-01,5.46595e-01,1.44782e+07,3.47831e+02,1.03871e+03,1.38654e+03,4.86852e+01,1.97308e+02,2.45993e+02,2.94176e+02,9.43379e+02,1.23756e+03,4.30000e+03,4.50000e+03,5.27095e-01,3.46547e-01,1.68156e+01,1.39429e+04,2.40965e+03,2.42371e+03,2.96858e+00,3.47599e+41,5.98728e+40,2.13423e+40,2.82787e+05,3.88063e+05,2.07577e+05,5.92040e+04,1.03082e+04,1.03158e+03,5.76713e+01,2.17280e+00,1.28002e+04,2.47988e+40,8.64647e+39,1.94241e+40,6.51023e+39,2.70298e+40,5.72643e+39,2.02517e+39,1.64146e+05,2.16679e+05,1.20070e+05,3.73166e+04,7.27858e+03,7.78681e+02,4.40979e+01,1.55348e+00,8.71088e+03,2.24318e+39,9.84816e+38,1.04228e+39,3.49327e+38
