name,galaxy_type,redshift,number_of_NaN_indices,R_half_light_visible,R_half_mass_stellar_mass,hden_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_co_10_semi_analytical,gas_mass,star_mass,total_gas_mass_within_R50_and_disk,total_star_mass_within_R50_and_disk,gas_fraction_all_galaxy,gas_fraction_R50_and_disk,stellar_mass_fraction_all_galaxy,stellar_mass_fraction_within_R50_and_disk,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,sfr_instantaneous,sfr_5Myr,sfr_10Myr,sfr_100Myr,sfr_instantaneous_surface_density_twoR50,sfr_5Myr_surface_density_twoR50,sfr_10Myr_surface_density_twoR50,sfr_100Myr_surface_density_twoR50,sfr_instantaneous_sSFR,sfr_5Myr_sSFR,sfr_10Myr_sSFR,sfr_100Myr_sSFR,sfe_sfr_instantaneous_all_gas,sfe_sfr_5Myr_all_gas,sfe_sfr_10Myr_all_gas,sfe_sfr_100Myr_all_gas,sfe_sfr_instantaneous_surface_density_twoR50_all_gas,sfe_sfr_5Myr_surface_density_twoR50_all_gas,sfe_sfr_10Myr_surface_density_twoR50_all_gas,sfe_sfr_100Myr_surface_density_twoR50_all_gas,sfe_sfr_instantaneous_sSFR_all_gas,sfe_sfr_5Myr_sSFR_all_gas,sfe_sfr_10Myr_sSFR_all_gas,sfe_sfr_100Myr_sSFR_all_gas,sfe_sfr_instantaneous_R50_and_disk,sfe_sfr_5Myr_R50_and_disk,sfe_sfr_10Myr_R50_and_disk,sfe_sfr_100Myr_R50_and_disk,sfe_sfr_instantaneous_surface_density_twoR50_R50_and_disk,sfe_sfr_5Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_10Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_100Myr_surface_density_twoR50_R50_and_disk,sfe_sfr_instantaneous_sSFR_R50_and_disk,sfe_sfr_5Myr_sSFR_R50_and_disk,sfe_sfr_10Myr_sSFR_R50_and_disk,sfe_sfr_100Myr_sSFR_R50_and_disk,average_gas_metallicity,average_star_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,metallicity_gas_half_light_visible_z500pc,metallicity_star_half_light_visible_z500pc,twelve_plus_logOH,twelve_plus_logOH_half_light_visible_z500pc,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,L_fir,L_skirt_full_wavelength_range,L_skirt_habing,mass_average_radiation_field,volume_weighted_average_radiation_field,mass_average_radiation_field_R50_and_disk,volume_weighted_average_radiation_field_R50_and_disk,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal303,firebox,2.0,0,4.10000e+03,4.50000e+03,1.13871e+01,1.56315e+01,1.02057e+07,7.20368e+09,8.98317e+08,8.25502e+08,7.28512e+07,8.89124e-01,9.18906e-01,1.10876e-01,8.10941e-02,1.46478e+08,3.35773e+07,6.48562e+00,5.46048e+10,1.04588e+00,1.16989e+00,1.10200e+00,9.86272e-01,4.95114e-09,5.53818e-09,5.21681e-09,4.66895e-09,1.16427e-09,1.30231e-09,1.22674e-09,1.09791e-09,1.45187e-10,1.62402e-10,1.52978e-10,1.36912e-10,6.87307e-19,7.68799e-19,7.24187e-19,6.48134e-19,1.61621e-19,1.80784e-19,1.70294e-19,1.52410e-19,1.26697e-09,1.41719e-09,1.33495e-09,1.19475e-09,5.99773e-18,6.70887e-18,6.31956e-18,5.65589e-18,1.41038e-18,1.57760e-18,1.48605e-18,1.32999e-18,1.55945e-01,1.04596e-01,1.73388e-01,1.08089e-01,1.62474e-01,1.76062e-01,1.70709e-01,9.85937e-02,8.04213e+00,8.08036e+00,4.04393e+03,2.14292e+03,6.18685e+03,2.88311e+02,2.86897e+02,5.75208e+02,8.15662e+03,2.54670e+03,1.07033e+04,6.58965e+03,3.54603e+03,3.55103e+03,3.86845e+43,8.53587e+43,4.58640e+42,6.52323e+00,6.52323e+00,1.86997e+01,1.86997e+01,1.17122e+42,1.82077e+41,6.49052e+40,2.76781e+04,4.54533e+04,2.47383e+04,6.46939e+03,9.58051e+02,9.29885e+01,7.79214e+00,1.29382e+00,1.19665e+03,2.44557e+40,1.17306e+40,3.86134e+40,1.29420e+40,2.17085e+41,3.76831e+40,1.33188e+40,5.19900e+03,8.24698e+03,4.32405e+03,1.06619e+03,1.41023e+02,1.13697e+01,8.82832e-01,1.85408e-01,2.31966e+02,5.85259e+39,1.90700e+39,5.92851e+39,1.98705e+39
gal304,firebox,2.0,0,2.10000e+03,2.70000e+03,2.59157e+01,2.03558e+01,5.72014e+06,5.22158e+09,6.52080e+08,2.82017e+08,8.67694e+07,8.88982e-01,7.64717e-01,1.11018e-01,2.35283e-01,7.87843e+07,1.57341e+07,3.23254e+00,5.45610e+10,6.38146e-01,7.69080e-01,7.80296e-01,1.44730e+00,1.15152e-08,1.38779e-08,1.40803e-08,2.61162e-08,9.78631e-10,1.17942e-09,1.19662e-09,2.21951e-09,1.22213e-10,1.47289e-10,1.49437e-10,2.77177e-10,2.20531e-18,2.65779e-18,2.69655e-18,5.00159e-18,1.87420e-19,2.25875e-19,2.29169e-19,4.25065e-19,2.26279e-09,2.72707e-09,2.76684e-09,5.13195e-09,4.08315e-17,4.92093e-17,4.99270e-17,9.26049e-17,3.47011e-18,4.18210e-18,4.24309e-18,7.87012e-18,1.42118e-01,1.01539e-01,1.57613e-01,1.03503e-01,1.54230e-01,1.63495e-01,1.52610e-01,1.17931e-01,8.00424e+00,8.03446e+00,1.67039e+03,1.75785e+03,3.42824e+03,1.23617e+02,2.39429e+02,3.63046e+02,1.38319e+04,9.87362e+03,2.37056e+04,9.13612e+03,3.17279e+03,3.16052e+03,2.71635e+43,7.10754e+43,4.73997e+42,6.70269e+00,6.70269e+00,5.96021e+01,5.96021e+01,8.77033e+41,1.30635e+41,4.67123e+40,2.26657e+04,4.37951e+04,2.35344e+04,5.37960e+03,6.26909e+02,4.63749e+01,4.30945e+00,1.20408e+00,6.53464e+02,1.42108e+40,8.93461e+39,3.16873e+40,1.06206e+40,1.36753e+41,2.45717e+40,8.69759e+39,2.24917e+03,3.29965e+03,1.82709e+03,5.15112e+02,7.91225e+01,7.12415e+00,4.70774e-01,3.73946e-02,1.63861e+02,2.56335e+39,1.36275e+39,4.65736e+39,1.56100e+39
gal305,firebox,2.0,0,2.10000e+03,2.70000e+03,2.13498e+01,8.71226e+00,1.44172e+07,3.70188e+09,1.35118e+09,1.20703e+08,1.52897e+08,7.32601e-01,4.41166e-01,2.67399e-01,5.58834e-01,1.22998e+08,3.91293e+07,2.02156e+01,5.44734e+10,2.76151e-01,8.08488e-01,6.98789e-01,1.41040e+00,4.98308e-09,1.45890e-08,1.26095e-08,2.54504e-08,2.04377e-10,5.98355e-10,5.17168e-10,1.04383e-09,7.45975e-11,2.18399e-10,1.88766e-10,3.80997e-10,1.34610e-18,3.94097e-18,3.40624e-18,6.87500e-18,5.52090e-20,1.61636e-19,1.39704e-19,2.81972e-19,2.28785e-09,6.69814e-09,5.78931e-09,1.16849e-08,4.12837e-17,1.20866e-16,1.04467e-16,2.10851e-16,1.69322e-18,4.95724e-18,4.28462e-18,8.64788e-18,2.80776e-01,1.61128e-01,3.05305e-01,1.65400e-01,2.94362e-01,3.21621e-01,3.45944e-01,1.99371e-01,8.28964e+00,8.38315e+00,7.81729e+02,1.71005e+03,2.49178e+03,6.14242e+01,2.39978e+02,3.01402e+02,2.53379e+03,5.60966e+03,8.14345e+03,1.36294e+04,2.15727e+03,2.16586e+03,3.16536e+43,8.41319e+43,4.99866e+42,5.71833e+00,5.71833e+00,2.25293e+01,2.25293e+01,5.18658e+41,9.77346e+40,3.48678e+40,1.55267e+05,2.79535e+05,1.52596e+05,3.76265e+04,4.85207e+03,3.69915e+02,2.75588e+01,5.99536e+00,3.66492e+03,1.77630e+40,1.26457e+40,3.24292e+40,1.08692e+40,3.01920e+40,7.11893e+39,2.51765e+39,1.64012e+04,2.47976e+04,1.28514e+04,3.18865e+03,4.23400e+02,3.19562e+01,1.69708e+00,1.78699e-01,5.24307e+02,1.42792e+39,9.05604e+38,1.67845e+39,5.62563e+38
gal306,firebox,2.0,0,2.10000e+03,2.10000e+03,3.65760e+01,2.42556e+01,1.83649e+07,4.61754e+09,1.03838e+09,3.36047e+08,3.00540e+08,8.16409e-01,5.27888e-01,1.83591e-01,4.72112e-01,1.37132e+08,5.63964e+07,5.34105e+01,5.43919e+10,1.84434e+00,1.53903e+00,1.03427e+00,5.94271e-01,3.32807e-08,2.77714e-08,1.86631e-08,1.07235e-08,1.77617e-09,1.48215e-09,9.96040e-10,5.72307e-10,3.99420e-10,3.33301e-10,2.23986e-10,1.28699e-10,7.20745e-18,6.01434e-18,4.04179e-18,2.32234e-18,3.84658e-19,3.20982e-19,2.15708e-19,1.23942e-19,5.48834e-09,4.57981e-09,3.07774e-09,1.76842e-09,9.90358e-17,8.26416e-17,5.55372e-17,3.19107e-17,5.28549e-18,4.41054e-18,2.96399e-18,1.70306e-18,2.39671e-01,1.64532e-01,2.75354e-01,1.67184e-01,2.56325e-01,2.96785e-01,3.21407e-01,1.87621e-01,8.21985e+00,8.34375e+00,1.80464e+03,2.38330e+03,4.18795e+03,1.37945e+02,3.30083e+02,4.68028e+02,1.96396e+04,2.18962e+04,4.15357e+04,6.21992e+03,1.53936e+03,1.54543e+03,3.95144e+43,6.53000e+43,1.30495e+42,5.06895e+00,5.06895e+00,3.62888e+01,3.62888e+01,4.40912e+41,7.52665e+40,2.67747e+40,1.45125e+05,2.18452e+05,1.21636e+05,3.43231e+04,5.29008e+03,4.48901e+02,2.72870e+01,3.72555e+00,5.62489e+03,1.59679e+40,6.73470e+39,1.68993e+40,5.66411e+39,7.87684e+40,1.71745e+40,6.04644e+39,1.06024e+05,1.51770e+05,8.56620e+04,2.53334e+04,4.03022e+03,3.38102e+02,1.78198e+01,1.38717e+00,4.22463e+03,4.10418e+39,1.42388e+39,2.85326e+39,9.56321e+38
gal307,firebox,2.0,0,2.70000e+03,2.90000e+03,7.71358e+00,7.37189e+00,2.55782e+06,3.82294e+09,1.69206e+09,1.68833e+08,9.22594e+07,6.93190e-01,6.46640e-01,3.06810e-01,3.53360e-01,2.73662e+07,7.89946e+06,1.89690e+00,5.41366e+10,5.30631e-02,2.74633e-01,3.72113e-01,3.29713e+00,5.79236e-10,2.99789e-09,4.06198e-09,3.59913e-08,3.13601e-11,1.62307e-10,2.19918e-10,1.94859e-09,1.38802e-11,7.18382e-11,9.73371e-11,8.62459e-10,1.51516e-19,7.84185e-19,1.06253e-18,9.41458e-18,8.20316e-21,4.24562e-20,5.75259e-20,5.09711e-19,3.14294e-10,1.62666e-09,2.20404e-09,1.95290e-08,3.43083e-18,1.77566e-17,2.40592e-17,2.13178e-16,1.85747e-19,9.61350e-19,1.30258e-18,1.15416e-17,2.76993e-01,1.72028e-01,2.37387e-01,1.75439e-01,2.51842e-01,2.35546e-01,2.32157e-01,1.58757e-01,8.28675e+00,8.20977e+00,7.79788e+02,1.16979e+03,1.94958e+03,6.29483e+01,1.67118e+02,2.30066e+02,1.81412e+03,2.52914e+03,4.34327e+03,1.76765e+04,5.30867e+03,5.32041e+03,1.47920e+43,7.09410e+43,3.41305e+42,3.30726e+00,3.30726e+00,1.60170e+01,1.60170e+01,4.98378e+41,7.91630e+40,2.83946e+40,2.34227e+04,4.48476e+04,2.35785e+04,5.22866e+03,5.78033e+02,4.06962e+01,4.54988e+00,1.62094e+00,2.49269e+03,1.08154e+40,8.54774e+39,2.48156e+40,8.31741e+39,3.87392e+40,7.14277e+39,2.53834e+39,3.20324e+03,5.25090e+03,2.71352e+03,6.37366e+02,7.82145e+01,5.82545e+00,4.55862e-01,1.11801e-01,1.63348e+03,1.19059e+39,6.42950e+38,1.61313e+39,5.40670e+38
gal308,firebox,2.0,0,2.90000e+03,3.10000e+03,6.15587e+00,1.20625e+01,7.39147e+05,6.66663e+09,4.01437e+08,3.18701e+08,4.98906e+07,9.43204e-01,8.64645e-01,5.67958e-02,1.35355e-01,1.61219e+07,4.71876e+06,5.45654e-01,5.40914e+10,3.67457e-01,2.38379e-01,1.89469e-01,6.26017e-01,3.47697e-09,2.25560e-09,1.79281e-09,5.92353e-09,9.15355e-10,5.93815e-10,4.71978e-10,1.55944e-09,5.51188e-11,3.57571e-11,2.84205e-11,9.39030e-11,5.21548e-19,3.38342e-19,2.68922e-19,8.88533e-19,1.37304e-19,8.90727e-20,7.07970e-20,2.33917e-19,1.15298e-09,7.47971e-10,5.94505e-10,1.96427e-09,1.09098e-17,7.07749e-18,5.62535e-18,1.85864e-17,2.87214e-18,1.86323e-18,1.48094e-18,4.89311e-18,7.74768e-02,6.17452e-02,9.10842e-02,6.22021e-02,8.30733e-02,9.47149e-02,8.97567e-02,5.81504e-02,7.73961e+00,7.80342e+00,1.91282e+03,1.06471e+03,2.97753e+03,1.78240e+02,1.64481e+02,3.42721e+02,4.85719e+03,2.73392e+03,7.59111e+03,8.40269e+03,5.84208e+03,5.84195e+03,6.87640e+42,3.21295e+43,3.18501e+42,2.42556e+00,2.42556e+00,8.02483e+00,8.02483e+00,8.18060e+41,1.02718e+41,3.69028e+40,2.15747e+03,3.66904e+03,1.96542e+03,4.86655e+02,6.61413e+01,6.02428e+00,7.27763e-01,2.52490e-01,6.08167e+02,7.30500e+39,3.98601e+39,1.94594e+40,6.52216e+39,8.32733e+40,1.16814e+40,4.14180e+39,1.20076e+02,2.31326e+02,1.22342e+02,2.75104e+01,3.18621e+00,2.74102e-01,5.06224e-02,2.44338e-02,9.36126e+01,1.18776e+39,3.41203e+38,1.40813e+39,4.71960e+38
gal309,firebox,2.0,0,1.30000e+03,1.70000e+03,3.91294e-01,1.26785e-01,1.50877e+05,3.20557e+09,5.44375e+08,6.73140e+05,1.25775e+08,8.54831e-01,5.32347e-03,1.45169e-01,9.94677e-01,2.19070e+06,1.49114e+06,1.62781e-01,5.39903e+10,0.00000e+00,1.27997e-02,1.85954e-02,3.46337e-01,0.00000e+00,6.02701e-10,8.75605e-10,1.63081e-08,0.00000e+00,2.35126e-11,3.41591e-11,6.36211e-10,0.00000e+00,3.99295e-12,5.80096e-12,1.08042e-10,0.00000e+00,1.88017e-19,2.73151e-19,5.08742e-18,0.00000e+00,7.33493e-21,1.06562e-20,1.98471e-19,0.00000e+00,1.90149e-08,2.76248e-08,5.14510e-07,0.00000e+00,8.95358e-16,1.30078e-15,2.42269e-14,0.00000e+00,3.49297e-17,5.07459e-17,9.45139e-16,1.46799e-01,1.34503e-01,2.28199e-01,1.41104e-01,1.41183e-01,1.58323e-01,2.53080e-01,1.63148e-01,8.00546e+00,8.23464e+00,2.18584e+02,7.50733e+02,9.69317e+02,4.74484e+01,1.76887e+02,2.24336e+02,5.36595e-01,1.52015e+02,1.52551e+02,6.38712e+03,9.82831e+03,9.89169e+03,1.55384e+42,1.42145e+43,8.40807e+41,5.46818e-01,5.46818e-01,3.27941e+00,3.27941e+00,1.66728e+41,2.11203e+40,7.55655e+39,1.88477e+03,3.47436e+03,1.80263e+03,3.99592e+02,4.43012e+01,3.10592e+00,3.65899e-01,1.44652e-01,2.04030e+02,3.45872e+39,1.17654e+39,4.51346e+39,1.51277e+39,1.24774e+38,1.91312e+37,6.87565e+36,4.69472e-07,6.95850e-07,3.45130e-07,8.15230e-08,1.06991e-08,1.18775e-09,3.81867e-10,2.71916e-10,3.74650e-08,1.60218e+36,2.30624e+36,6.37348e+36,2.13618e+36
gal310,firebox,2.0,0,3.30000e+03,3.10000e+03,1.31560e+01,1.01543e+01,9.41985e+06,5.77303e+09,1.03109e+09,3.47397e+08,2.44409e+08,8.48461e-01,5.87012e-01,1.51539e-01,4.12988e-01,1.24057e+08,3.74361e+07,9.15481e+00,5.35503e+10,8.31967e-01,1.13566e+00,1.07798e+00,9.28032e-01,6.07951e-09,8.29875e-09,7.87723e-09,6.78149e-09,8.06882e-10,1.10142e-09,1.04548e-09,9.00051e-10,1.44113e-10,1.96719e-10,1.86727e-10,1.60753e-10,1.05309e-18,1.43750e-18,1.36449e-18,1.17469e-18,1.39768e-19,1.90788e-19,1.81097e-19,1.55906e-19,2.39486e-09,3.26907e-09,3.10303e-09,2.67139e-09,1.75002e-17,2.38884e-17,2.26750e-17,1.95209e-17,2.32265e-18,3.17050e-18,3.00947e-18,2.59084e-18,1.69557e-01,1.23517e-01,1.83952e-01,1.25504e-01,1.76117e-01,1.83581e-01,2.07211e-01,1.37929e-01,8.07176e+00,8.15532e+00,3.65018e+03,2.74139e+03,6.39157e+03,2.67042e+02,3.73241e+02,6.40283e+02,3.44196e+03,4.19634e+03,7.63830e+03,1.75221e+04,3.76472e+03,3.77892e+03,3.11451e+43,7.52072e+43,4.55054e+42,6.16972e+00,6.16972e+00,1.13307e+01,1.13307e+01,9.36289e+41,1.46569e+41,5.23221e+40,3.35652e+04,5.24900e+04,2.86134e+04,7.60590e+03,1.09778e+03,9.37765e+01,6.60460e+00,1.04171e+00,1.80487e+03,1.93157e+40,1.07595e+40,3.43525e+40,1.15139e+40,7.32763e+40,1.26613e+40,4.47819e+39,6.88903e+03,1.00939e+04,5.33609e+03,1.39477e+03,1.98696e+02,1.63501e+01,9.51575e-01,9.22274e-02,2.47385e+02,2.52149e+39,7.18141e+38,1.92873e+39,6.46448e+38
gal311,firebox,2.0,0,3.10000e+03,3.10000e+03,2.03637e+01,1.11478e+01,2.12183e+07,7.92514e+09,1.82546e+09,3.36561e+08,4.28535e+08,8.12785e-01,4.39894e-01,1.87215e-01,5.60106e-01,1.90283e+08,7.23235e+07,3.26913e+01,5.35115e+10,7.03859e-01,1.17754e+00,1.02107e+00,1.43977e+00,5.82844e-09,9.75081e-09,8.45518e-09,1.19223e-08,3.85579e-10,6.45062e-10,5.59350e-10,7.88715e-10,8.88135e-11,1.48582e-10,1.28840e-10,1.81671e-10,7.35437e-19,1.23036e-18,1.06688e-18,1.50436e-18,4.86526e-20,8.13944e-20,7.05792e-20,9.95207e-20,2.09132e-09,3.49872e-09,3.03383e-09,4.27788e-09,1.73176e-17,2.89719e-17,2.51223e-17,3.54238e-17,1.14564e-18,1.91663e-18,1.66196e-18,2.34345e-18,2.76340e-01,1.80879e-01,2.96054e-01,1.87649e-01,2.78153e-01,3.00082e-01,3.26442e-01,2.09336e-01,8.28412e+00,8.35335e+00,5.32109e+03,4.50591e+03,9.82700e+03,4.69052e+02,6.82682e+02,1.15173e+03,4.14850e+03,6.70003e+03,1.08485e+04,1.56450e+04,2.50383e+03,2.51470e+03,4.42751e+43,1.01703e+44,4.02566e+42,3.74619e+00,3.74619e+00,3.45314e+01,3.45314e+01,8.76060e+41,1.47362e+41,5.26075e+40,1.55875e+05,2.74880e+05,1.47566e+05,3.57523e+04,4.73742e+03,4.23763e+02,3.93099e+01,8.80662e+00,4.54491e+03,2.90070e+40,1.55230e+40,3.97649e+40,1.33279e+40,8.87868e+40,2.08528e+40,7.36942e+39,3.29243e+04,5.21998e+04,2.78569e+04,7.07134e+03,9.70483e+02,7.81979e+01,5.21014e+00,8.98597e-01,1.07376e+03,4.08350e+39,2.34840e+39,4.80685e+39,1.61110e+39
gal312,firebox,2.0,0,3.10000e+03,3.50000e+03,1.21189e+01,7.40450e+00,7.71024e+06,5.02408e+09,1.22277e+09,2.23547e+08,1.97282e+08,8.04259e-01,5.31206e-01,1.95741e-01,4.68794e-01,8.44295e+07,3.46968e+07,1.34598e+01,5.35093e+10,2.10409e-01,1.04079e-01,1.73030e-01,1.48546e+00,1.74234e-09,8.61847e-10,1.43281e-09,1.23006e-08,1.72076e-10,8.51177e-11,1.41507e-10,1.21483e-09,4.18801e-11,2.07160e-11,3.44402e-11,2.95667e-10,3.46797e-19,1.71543e-19,2.85188e-19,2.44833e-18,3.42503e-20,1.69419e-20,2.81657e-20,2.41802e-19,9.41230e-10,4.65580e-10,7.74021e-10,6.64494e-09,7.79404e-18,3.85533e-18,6.40943e-18,5.50247e-17,7.69754e-19,3.80759e-19,6.33008e-19,5.43434e-18,2.43882e-01,1.59808e-01,2.61984e-01,1.63829e-01,2.50474e-01,2.57943e-01,2.55619e-01,1.80308e-01,8.23212e+00,8.25334e+00,1.84279e+03,2.14196e+03,3.98475e+03,1.49088e+02,3.07369e+02,4.56456e+02,1.83021e+03,3.01948e+03,4.84969e+03,1.09029e+04,3.85361e+03,3.86879e+03,1.20787e+43,4.98160e+43,2.30510e+42,1.99564e+00,1.99564e+00,5.68615e+00,5.68615e+00,5.55310e+41,8.54174e+40,3.05239e+40,5.94060e+04,9.85083e+04,5.22043e+04,1.27809e+04,1.71668e+03,1.43361e+02,1.13923e+01,2.67911e+00,1.94546e+03,1.63027e+40,7.93238e+39,2.25256e+40,7.54985e+39,4.19806e+40,7.17366e+39,2.54461e+39,1.70537e+04,2.56309e+04,1.35520e+04,3.51052e+03,5.13845e+02,4.41278e+01,2.54288e+00,2.81293e-01,5.91408e+02,1.66065e+39,4.65589e+38,1.21417e+39,4.06953e+38
gal313,firebox,2.0,0,1.90000e+03,2.30000e+03,1.75072e+01,3.60734e+01,9.32248e+06,4.99796e+09,1.04461e+09,4.09114e+08,1.88701e+08,8.27125e-01,6.84350e-01,1.72875e-01,3.15650e-01,1.02154e+08,2.83630e+07,9.44893e+00,5.34683e+10,5.76443e-01,7.08204e-01,7.18742e-01,5.92890e-01,1.27069e-08,1.56114e-08,1.58437e-08,1.30695e-08,5.51826e-10,6.77960e-10,6.88049e-10,5.67571e-10,1.15336e-10,1.41699e-10,1.43807e-10,1.18626e-10,2.54242e-18,3.12355e-18,3.17003e-18,2.61496e-18,1.10410e-19,1.35647e-19,1.37666e-19,1.13561e-19,1.40900e-09,1.73107e-09,1.75683e-09,1.44920e-09,3.10595e-17,3.81589e-17,3.87268e-17,3.19457e-17,1.34883e-18,1.65714e-18,1.68180e-18,1.38732e-18,2.09542e-01,1.47816e-01,2.29558e-01,1.54313e-01,2.14707e-01,2.37238e-01,2.38118e-01,1.73675e-01,8.16458e+00,8.21826e+00,1.58833e+03,2.25641e+03,3.84474e+03,1.17539e+02,3.07187e+02,4.24726e+02,4.34394e+04,2.99832e+04,7.34227e+04,5.58544e+03,1.74954e+03,1.75346e+03,2.56169e+43,5.53364e+43,1.83797e+42,4.46613e+00,4.46613e+00,2.56993e+01,2.56993e+01,5.22142e+41,8.68233e+40,3.09181e+40,2.70714e+04,4.11342e+04,2.20717e+04,5.81727e+03,8.26559e+02,6.73824e+01,4.42381e+00,7.22222e-01,1.11302e+03,1.50537e+40,6.97530e+39,2.05146e+40,6.87584e+39,1.17762e+41,2.41249e+40,8.52046e+39,1.22043e+04,1.75923e+04,9.39825e+03,2.54844e+03,3.78629e+02,3.15594e+01,1.75277e+00,1.30719e-01,5.50730e+02,4.30990e+39,1.93711e+39,4.54683e+39,1.52395e+39
gal314,firebox,2.0,0,1.90000e+03,2.10000e+03,1.60405e+01,8.61985e+00,6.04296e+06,5.45231e+09,1.03914e+09,9.77590e+07,7.08470e+07,8.39922e-01,5.79807e-01,1.60078e-01,4.20193e-01,7.09838e+07,2.34288e+07,6.42405e+00,5.32098e+10,4.03558e-01,4.79171e-01,5.64684e-01,1.41728e+00,8.89589e-09,1.05627e-08,1.24477e-08,3.12420e-08,3.88357e-10,4.61122e-10,5.43414e-10,1.36389e-09,7.40160e-11,8.78840e-11,1.03568e-10,2.59941e-10,1.63158e-18,1.93728e-18,2.28301e-18,5.73004e-18,7.12281e-20,8.45737e-20,9.96667e-20,2.50150e-19,4.12809e-09,4.90155e-09,5.77629e-09,1.44977e-08,9.09981e-17,1.08048e-16,1.27330e-16,3.19582e-16,3.97260e-18,4.71693e-18,5.55871e-18,1.39516e-17,1.93589e-01,1.36565e-01,2.15243e-01,1.37881e-01,2.06493e-01,2.22305e-01,2.45955e-01,1.38579e-01,8.13309e+00,8.23434e+00,1.44457e+03,1.94991e+03,3.39448e+03,1.08739e+02,2.67866e+02,3.76605e+02,2.48032e+03,4.39000e+03,6.87033e+03,8.22270e+03,3.41482e+03,3.41958e+03,2.09622e+43,6.14571e+43,3.01080e+42,3.89362e+00,3.89362e+00,1.78672e+01,1.78672e+01,7.08629e+41,1.12095e+41,4.01106e+40,2.28587e+04,3.57709e+04,1.90103e+04,4.82423e+03,6.69563e+02,5.64102e+01,4.43597e+00,9.77989e-01,9.17725e+02,1.50716e+40,1.01761e+40,3.08023e+40,1.03239e+40,3.07724e+40,6.17841e+39,2.19242e+39,3.65910e+03,5.39320e+03,2.83510e+03,7.31534e+02,1.01310e+02,7.93057e+00,4.21811e-01,3.02576e-02,1.36536e+02,9.78189e+38,5.39805e+38,1.37457e+39,4.60714e+38
gal315,firebox,2.0,0,1.30000e+03,1.90000e+03,2.01208e+01,2.19509e+01,3.22512e+06,2.91368e+09,6.42167e+08,1.16544e+08,9.58617e+07,8.19405e-01,5.48685e-01,1.80595e-01,4.51315e-01,3.98382e+07,1.22554e+07,3.47632e+00,5.29718e+10,3.99496e-01,2.45372e-01,3.06441e-01,2.61730e-01,1.88111e-08,1.15539e-08,1.44295e-08,1.23241e-08,6.22105e-10,3.82099e-10,4.77198e-10,4.07573e-10,1.37110e-10,8.42135e-11,1.05173e-10,8.98278e-11,6.45614e-18,3.96538e-18,4.95231e-18,4.22975e-18,2.13511e-19,1.31139e-19,1.63778e-19,1.39882e-19,3.42786e-09,2.10540e-09,2.62941e-09,2.24577e-09,1.61409e-16,9.91377e-17,1.23812e-16,1.05747e-16,5.33795e-18,3.27859e-18,4.09458e-18,3.49717e-18,1.68512e-01,1.17921e-01,1.82657e-01,1.19394e-01,1.74158e-01,1.95747e-01,2.05148e-01,1.29953e-01,8.06786e+00,8.14078e+00,4.43197e+02,1.18494e+03,1.62814e+03,3.54117e+01,1.68031e+02,2.03443e+02,1.60847e+04,2.29771e+04,3.90618e+04,7.75664e+03,2.37323e+03,2.36997e+03,9.89557e+42,3.25424e+43,1.99747e+42,3.22149e+00,3.22149e+00,3.86158e+01,3.86158e+01,2.77947e+41,4.25117e+40,1.51698e+40,1.25024e+04,1.87965e+04,1.01689e+04,2.76032e+03,4.22739e+02,3.79678e+01,2.62179e+00,3.61285e-01,4.71879e+02,6.05150e+39,3.08040e+39,1.06804e+40,3.57974e+39,4.92100e+40,1.00765e+40,3.56712e+39,3.29883e+03,4.72668e+03,2.56701e+03,7.08197e+02,1.04272e+02,8.42274e+00,4.38629e-01,2.27677e-02,1.27840e+02,1.28548e+39,8.33654e+38,2.16443e+39,7.25449e+38
