name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc
gal144,firebox,0.0,5.51994e-01,3.93943e-01,3.52433e-01,6.08247e-01,4.82141e+09,1.10557e+10,1.65700e+00,9.49734e-01,1.83549e+00,1.02327e+00,1.03364e+09,7.30606e+08,1.06936e+04,1.73469e+11,2.13035e+43,5.16521e+43,0,1.74161e+00,1.90173e+00,4.42320e+08,4.84091e+03,8.40458e+03,1.32455e+04,3.82842e+02,1.20593e+03,1.58877e+03,7.22638e+03,1.24218e+04,1.96482e+04,4.30000e+03,4.30000e+03,1.99169e+00,1.33275e+00,8.38132e+00,4.60083e+03,2.83073e+02,2.63497e+02,1.47132e+01,9.05478e+40,1.74295e+40,5.97936e+39,2.51331e+07,3.15161e+07,1.67947e+07,5.05836e+06,9.05122e+05,8.55146e+04,4.32987e+03,1.48324e+02,1.34989e+06,5.29969e+40,1.75719e+39,7.22231e+38,2.42062e+38,1.83025e+40,4.74375e+39,1.61610e+39,1.29185e+07,1.51210e+07,8.36590e+06,2.77552e+06,5.44979e+05,5.35082e+04,2.48117e+03,5.96993e+01,8.18587e+05,1.10745e+40,6.66386e+38,9.04466e+36,3.03141e+36
gal150,firebox,0.0,8.77428e-01,8.16001e-01,6.08128e-01,9.12055e-01,3.37699e+09,1.50674e+10,2.27570e+00,9.76507e-01,2.30774e+00,1.04491e+00,1.35132e+09,9.30206e+08,5.11815e+04,1.60774e+11,3.83268e+43,7.91984e+43,0,2.30949e+00,2.34080e+00,8.32425e+08,3.16356e+03,9.98404e+03,1.31476e+04,2.00506e+02,1.26646e+03,1.46697e+03,4.12116e+04,7.91665e+04,1.20378e+05,2.90000e+03,2.70000e+03,2.45433e+00,1.34309e+00,1.77048e+01,8.03016e+03,7.56431e+01,7.33881e+01,3.51362e+01,4.95539e+40,1.18557e+40,4.03219e+39,8.20735e+07,8.80254e+07,5.09123e+07,1.92682e+07,4.31770e+06,4.43756e+05,2.02665e+04,4.69769e+02,6.45036e+06,3.84321e+40,1.72638e+39,6.39544e+38,2.14362e+38,1.51237e+40,4.36174e+39,1.47820e+39,6.52049e+07,6.65337e+07,3.95654e+07,1.58807e+07,3.67638e+06,3.77590e+05,1.71172e+04,3.88383e+02,5.44464e+06,9.59600e+39,7.24596e+38,3.10952e+36,1.04219e+36
gal154,firebox,0.0,1.98727e+00,5.10668e-01,4.45208e-01,2.17825e-01,2.40647e+09,4.44389e+09,1.31409e+00,5.34624e-01,1.24026e+00,5.08157e-01,4.80704e+08,3.31308e+08,6.18541e+03,1.57307e+11,1.23603e+43,2.59156e+43,0,1.34654e+00,1.34398e+00,1.81946e+08,4.15235e+02,8.33137e+02,1.24837e+03,8.79438e+01,2.60651e+02,3.48594e+02,2.49055e+02,4.80509e+02,7.29564e+02,7.50000e+03,8.10000e+03,1.24373e+00,6.61250e-01,1.60559e+01,4.81301e+03,1.28997e+03,1.25809e+03,2.73145e+00,5.68843e+40,1.11057e+40,3.84195e+39,1.02230e+07,1.28623e+07,7.04464e+06,2.23366e+06,4.87332e+05,6.60845e+04,3.98423e+03,1.21428e+02,7.44661e+05,2.35322e+40,1.10777e+39,8.11424e+38,2.71963e+38,1.51598e+40,3.50114e+39,1.20923e+39,4.71842e+06,5.78068e+06,3.25229e+06,1.10073e+06,2.71983e+05,4.06312e+04,2.36013e+03,6.12596e+01,4.17515e+05,5.11582e+39,4.09187e+38,6.08067e+37,2.03806e+37
gal148,firebox,0.0,1.27316e+00,1.03339e+00,7.24973e-01,5.39711e-01,6.57311e+09,8.43410e+09,1.19506e+00,7.14345e-01,1.47605e+00,7.96778e-01,1.04544e+09,7.47672e+08,9.62953e+03,1.62997e+11,2.99809e+43,6.09626e+43,0,1.22384e+00,1.50208e+00,4.08877e+08,5.21541e+03,6.92841e+03,1.21438e+04,7.39426e+02,1.36893e+03,2.10836e+03,1.19880e+04,1.14172e+04,2.34053e+04,4.50000e+03,4.90000e+03,1.55621e+00,1.02385e+00,1.25127e+01,5.15351e+03,2.45650e+02,2.38201e+02,1.89504e+01,1.33161e+41,2.49945e+40,8.63529e+39,2.22981e+07,2.84809e+07,1.52414e+07,4.52676e+06,8.16118e+05,8.64126e+04,4.61032e+03,1.29419e+02,1.23419e+06,5.65424e+40,2.84763e+39,1.48532e+39,4.97827e+38,3.13767e+40,7.67728e+39,2.63238e+39,1.44922e+07,1.79406e+07,9.77286e+06,3.03160e+06,5.70581e+05,6.18295e+04,3.22931e+03,8.51007e+01,8.66790e+05,1.42042e+40,9.96461e+38,3.74267e+37,1.25442e+37
gal146,firebox,0.0,7.63994e-01,1.37040e+00,1.39539e+00,6.78922e-01,9.41230e+09,7.25285e+09,8.52509e-01,5.80216e-01,1.07831e+00,6.30308e-01,6.77444e+08,4.63167e+08,2.93348e+03,1.71594e+11,3.92580e+43,7.65891e+43,0,8.65312e-01,1.06317e+00,1.99468e+08,5.82327e+03,6.16984e+03,1.19931e+04,1.14325e+03,1.46441e+03,2.60766e+03,4.66813e+03,5.04956e+03,9.71768e+03,5.50000e+03,5.50000e+03,1.13560e+00,7.61674e-01,1.16855e+01,5.48419e+03,5.81232e+02,5.75230e+02,1.18254e+01,3.47528e+41,6.42241e+40,2.24214e+40,9.31426e+06,1.24134e+07,6.52196e+06,1.81978e+06,3.08616e+05,3.05210e+04,1.40910e+03,3.87253e+01,4.61296e+05,8.26690e+40,8.51011e+39,4.81764e+39,1.61469e+39,6.22941e+40,1.62011e+40,5.60439e+39,6.51340e+06,8.43406e+06,4.51773e+06,1.32419e+06,2.40982e+05,2.50636e+04,1.13744e+03,2.79096e+01,3.62828e+05,1.75676e+40,2.89952e+39,2.85619e+38,9.57286e+37
gal151,firebox,0.0,3.06679e+00,2.50758e+00,2.39299e+00,1.53497e+00,4.03295e+09,1.08097e+10,1.66142e+00,9.44333e-01,1.71550e+00,1.00289e+00,1.46655e+09,9.44176e+08,3.01145e+04,1.59491e+11,7.75528e+43,1.15560e+44,0,1.71297e+00,1.74090e+00,7.47344e+08,3.07265e+03,6.73028e+03,9.80293e+03,2.00222e+02,8.67963e+02,1.06818e+03,1.60844e+04,2.03732e+04,3.64576e+04,3.90000e+03,3.90000e+03,1.72831e+00,1.19247e+00,1.97940e+01,1.79201e+04,2.00025e+02,1.87667e+02,2.19507e+01,1.53622e+41,4.36129e+40,1.50432e+40,5.98327e+07,6.98070e+07,3.94789e+07,1.33876e+07,2.69882e+06,2.83749e+05,1.28418e+04,2.87789e+02,4.03732e+06,5.80721e+40,1.23370e+40,2.07574e+39,6.95712e+38,4.07157e+40,1.39998e+40,4.81630e+39,3.40224e+07,3.91602e+07,2.24630e+07,7.81592e+06,1.61674e+06,1.71890e+05,7.58429e+03,1.64971e+02,2.40235e+06,1.49690e+40,4.89138e+39,6.82258e+37,2.28663e+37
gal152,firebox,0.0,1.09657e+00,1.58928e+00,1.71431e+00,1.11853e+00,5.35911e+09,1.24210e+10,1.84428e+00,9.46575e-01,1.90921e+00,9.94859e-01,2.02826e+09,1.39699e+09,4.34207e+04,1.59033e+11,5.59719e+43,9.73859e+43,0,1.90433e+00,1.94430e+00,1.05750e+09,7.52919e+03,1.20362e+04,1.95654e+04,4.92309e+02,1.56124e+03,2.05355e+03,2.51426e+04,2.98231e+04,5.49656e+04,3.90000e+03,4.10000e+03,2.00017e+00,1.27358e+00,1.68408e+01,7.11142e+03,1.28460e+02,1.23967e+02,2.74442e+01,1.12721e+41,2.70025e+40,9.25305e+39,8.34710e+07,9.54814e+07,5.39900e+07,1.87195e+07,3.81587e+06,3.90331e+05,1.83353e+04,4.30204e+02,5.67840e+06,6.24403e+40,4.44826e+39,1.12325e+39,3.76467e+38,3.50711e+40,1.07982e+40,3.69282e+39,4.95432e+07,5.45710e+07,3.15350e+07,1.14808e+07,2.42205e+06,2.50029e+05,1.17220e+04,2.69757e+02,3.58847e+06,1.69856e+40,2.43164e+39,2.34583e+37,7.86251e+36
gal149,firebox,0.0,3.21956e+00,2.12206e+00,2.28023e+00,1.45040e+00,9.28029e+09,1.16653e+10,1.24877e+00,7.06895e-01,1.34107e+00,7.73574e-01,1.98923e+09,1.31876e+09,1.57364e+04,1.62755e+11,7.35940e+43,1.34982e+44,0,1.27363e+00,1.33916e+00,7.38880e+08,1.56771e+04,1.34686e+04,2.91456e+04,1.38803e+03,2.12685e+03,3.51487e+03,1.09374e+04,1.11178e+04,2.20553e+04,5.10000e+03,5.50000e+03,1.41299e+00,9.45835e-01,1.69588e+01,1.42364e+04,2.66945e+02,2.63332e+02,1.81010e+01,3.69974e+41,8.09001e+40,2.80075e+40,3.82932e+07,4.88693e+07,2.62401e+07,7.77943e+06,1.38487e+06,1.40195e+05,6.71752e+03,1.73541e+02,2.07298e+06,1.23317e+41,1.20650e+40,3.60250e+39,1.20740e+39,7.50604e+40,1.99487e+40,6.87562e+39,2.01934e+07,2.47128e+07,1.36408e+07,4.31358e+06,8.29014e+05,8.84934e+04,4.12248e+03,9.55822e+01,1.25114e+06,2.48123e+40,3.70441e+39,1.66639e+38,5.58517e+37
gal147,firebox,0.0,7.48012e-01,1.15259e+00,1.23233e+00,1.05288e+00,1.15486e+10,5.77258e+09,5.77816e-01,3.99373e-01,6.44173e-01,4.28501e-01,5.87367e+08,3.42474e+08,6.30577e+02,1.65785e+11,4.33568e+43,9.26086e+43,0,5.84900e-01,6.33886e-01,1.09906e+08,5.95745e+03,3.83118e+03,9.78863e+03,1.38208e+03,1.14866e+03,2.53075e+03,8.41350e+02,8.80366e+02,1.72172e+03,8.10000e+03,8.90000e+03,6.30791e-01,4.67470e-01,6.77975e+00,9.96803e+03,2.08088e+03,2.08762e+03,5.02035e+00,8.47661e+41,1.52373e+41,5.36489e+40,2.53721e+06,3.66880e+06,1.86112e+06,4.62252e+05,6.48673e+04,5.53339e+03,2.85515e+02,1.12641e+01,8.94724e+04,1.02003e+41,1.80394e+40,2.22056e+40,7.44257e+39,1.13991e+41,2.61777e+40,9.19347e+39,5.32861e+05,7.65313e+05,3.88907e+05,9.65335e+04,1.31918e+04,1.03048e+03,4.62589e+01,1.74056e+00,1.85312e+04,1.40842e+40,4.69421e+39,3.08476e+39,1.03395e+39
gal155,firebox,0.0,2.95629e-02,1.67443e-01,1.23450e-01,1.22772e-01,2.82670e+09,7.06932e+09,9.90661e-01,4.23290e-01,9.96883e-01,4.84399e-01,1.31317e+08,8.92973e+07,3.33882e+02,1.56785e+11,7.57495e+42,3.61188e+43,0,9.99626e-01,1.00184e+00,3.48126e+07,5.65873e+02,1.55424e+03,2.12011e+03,4.19195e+01,2.23776e+02,2.65696e+02,3.86111e+02,1.22881e+03,1.61492e+03,4.90000e+03,5.70000e+03,9.97341e-01,6.06551e-01,8.56964e+00,5.59318e+03,1.58228e+03,1.56376e+03,3.40096e+00,1.04294e+41,1.85886e+40,6.52302e+39,1.41923e+06,2.03083e+06,1.02432e+06,2.51293e+05,3.31631e+04,2.44861e+03,1.05379e+02,3.82531e+00,4.78152e+04,2.51130e+40,2.41918e+39,2.63343e+39,8.82624e+38,1.25991e+40,2.43747e+39,8.46789e+38,6.83406e+05,9.70524e+05,4.92462e+05,1.22343e+05,1.63310e+04,1.19613e+03,4.84819e+01,1.48467e+00,2.37028e+04,3.22413e+39,2.34939e+38,6.97826e+37,2.33890e+37
gal157,firebox,0.0,4.75574e+00,2.22446e+00,1.66840e+00,2.27256e+00,6.58432e+09,1.95279e+10,1.91204e+00,1.01144e+00,1.96962e+00,1.07004e+00,2.44231e+09,1.65572e+09,7.12170e+04,1.54993e+11,7.96646e+43,1.46817e+44,0,1.95379e+00,1.98266e+00,1.36579e+09,1.04697e+04,1.63698e+04,2.68394e+04,6.82576e+02,2.15592e+03,2.83850e+03,2.86688e+04,3.53309e+04,6.39997e+04,4.30000e+03,4.50000e+03,2.01488e+00,1.31513e+00,2.04678e+01,7.80818e+03,1.03708e+02,1.00158e+02,2.93056e+01,1.59619e+41,3.91465e+40,1.34253e+40,1.12474e+08,1.26004e+08,7.21867e+07,2.58225e+07,5.54381e+06,6.14563e+05,3.04656e+04,7.26719e+02,8.49149e+06,8.48175e+40,7.29606e+39,1.72382e+39,5.77767e+38,4.38915e+40,1.29070e+40,4.41499e+39,7.07205e+07,7.71727e+07,4.49529e+07,1.66248e+07,3.62912e+06,4.00005e+05,1.97538e+04,4.68380e+02,5.51068e+06,2.05451e+40,2.89829e+39,2.59333e+37,8.69207e+36
gal156,firebox,0.0,8.65459e-01,7.54223e-01,8.37209e-01,5.97015e-01,6.18752e+09,1.17661e+10,1.65806e+00,8.91933e-01,1.85873e+00,9.49550e-01,1.41663e+09,1.01155e+09,2.52235e+04,1.55647e+11,2.85791e+43,6.36723e+43,0,1.72115e+00,1.88006e+00,6.86781e+08,7.17830e+03,1.01922e+04,1.73705e+04,6.07024e+02,1.53312e+03,2.14015e+03,1.17282e+04,1.43074e+04,2.60356e+04,4.70000e+03,4.70000e+03,2.00408e+00,1.21180e+00,1.41185e+01,6.02115e+03,1.85910e+02,1.70618e+02,1.87440e+01,1.06937e+41,2.03166e+40,6.97316e+39,5.30395e+07,6.26501e+07,3.46146e+07,1.14118e+07,2.21621e+06,2.17042e+05,9.93209e+03,2.39159e+02,3.29653e+06,6.36769e+40,1.93809e+39,1.23813e+39,4.14980e+38,2.30686e+40,5.86670e+39,1.99644e+39,3.97932e+07,4.45999e+07,2.54127e+07,8.99562e+06,1.85528e+06,1.87831e+05,8.67132e+03,2.00117e+02,2.76074e+06,1.39900e+40,7.12272e+38,1.07768e+37,3.61205e+36
gal153,firebox,0.0,2.33328e+00,1.79046e+00,1.50293e+00,1.44165e+00,8.19597e+09,1.70507e+10,1.84438e+00,8.27848e-01,1.91048e+00,9.26121e-01,2.61554e+09,1.82156e+09,4.65484e+04,1.57514e+11,6.12553e+43,1.21539e+44,0,1.85757e+00,1.91394e+00,1.26457e+09,1.11480e+04,1.18580e+04,2.30061e+04,8.09062e+02,1.68931e+03,2.49837e+03,7.32774e+03,8.18304e+03,1.55108e+04,5.90000e+03,5.70000e+03,1.97340e+00,1.11858e+00,1.29251e+01,6.15710e+03,2.76919e+02,2.44126e+02,1.48160e+01,1.58833e+41,3.57795e+40,1.22646e+40,8.59536e+07,1.01806e+08,5.63788e+07,1.86612e+07,3.71205e+06,3.87062e+05,1.91934e+04,4.89443e+02,5.59898e+06,9.62392e+40,4.92705e+39,1.38046e+39,4.62689e+38,3.38981e+40,9.19877e+39,3.13996e+39,4.16667e+07,4.62338e+07,2.66703e+07,9.67409e+06,2.06896e+06,2.21513e+05,1.06701e+04,2.51572e+02,3.09907e+06,1.92794e+40,1.57935e+39,1.97194e+37,6.60926e+36
gal159,firebox,0.0,3.20083e+00,2.09742e+00,1.65644e+00,1.54472e+00,4.95737e+09,1.60132e+10,2.16607e+00,1.08304e+00,2.25158e+00,1.14637e+00,2.25099e+09,1.53046e+09,9.26379e+04,1.53733e+11,6.63283e+43,1.08145e+44,0,2.25384e+00,2.28085e+00,1.39800e+09,6.51356e+03,1.12404e+04,1.77539e+04,4.21361e+02,1.45948e+03,1.88084e+03,1.64405e+04,2.04913e+04,3.69317e+04,4.90000e+03,4.30000e+03,2.27848e+00,1.43436e+00,1.79284e+01,1.14567e+04,1.20771e+02,1.12643e+02,2.21923e+01,8.84722e+40,2.28142e+40,7.77319e+39,1.42070e+08,1.53209e+08,8.92065e+07,3.37124e+07,7.52956e+06,8.16353e+05,4.03748e+04,9.95677e+02,1.13284e+07,5.68608e+40,4.70026e+39,8.25197e+38,2.76575e+38,3.36222e+40,1.05741e+40,3.59989e+39,9.45485e+07,9.91009e+07,5.88191e+07,2.31177e+07,5.35414e+06,6.01828e+05,3.04989e+04,7.60034e+02,8.12146e+06,1.85862e+40,2.85070e+39,1.36482e+37,4.57452e+36
gal162,firebox,0.0,3.44172e+01,1.30655e+01,1.01573e+01,7.50070e+00,2.53918e+09,4.01110e+10,2.45710e+00,1.74097e+00,2.45710e+00,1.74097e+00,1.83339e+09,1.28396e+09,4.81739e+05,1.50849e+11,3.54100e+44,4.44415e+44,0,2.45710e+00,2.44533e+00,1.80868e+09,2.02219e+03,2.12965e+04,2.33187e+04,1.26387e+02,2.66206e+03,2.78845e+03,5.13912e+05,1.33454e+06,1.84845e+06,1.30000e+03,1.50000e+03,2.49339e+00,1.97332e+00,1.01613e+02,8.73751e+04,4.01825e+01,3.98286e+01,1.24077e+02,1.45096e+41,6.59554e+40,2.24432e+40,5.43670e+08,5.62542e+08,3.51303e+08,1.47052e+08,3.56142e+07,4.02772e+06,1.82034e+05,3.98561e+03,5.24276e+07,5.43410e+40,4.13572e+40,1.69617e+38,5.68561e+37,4.21287e+40,2.15198e+40,7.30050e+39,2.93157e+08,3.00259e+08,1.89638e+08,8.11692e+07,2.04876e+07,2.43517e+06,1.12316e+05,2.47071e+03,3.08055e+07,1.31985e+40,1.50774e+40,8.07449e+37,2.70683e+37
gal158,firebox,0.0,5.19514e-01,8.59055e-01,6.57633e-01,6.37263e-01,4.67496e+09,1.03928e+10,1.67087e+00,7.57077e-01,1.73966e+00,8.84711e-01,1.16135e+09,8.61975e+08,1.87808e+04,1.54182e+11,2.74531e+43,6.00091e+43,0,1.69631e+00,1.77761e+00,5.27288e+08,5.30972e+03,7.50590e+03,1.28156e+04,3.79290e+02,1.04526e+03,1.42455e+03,1.16536e+04,1.31887e+04,2.48424e+04,4.50000e+03,4.70000e+03,1.82103e+00,1.18047e+00,1.24195e+01,6.02852e+03,1.69208e+02,1.59863e+02,1.86843e+01,8.79351e+40,1.88563e+40,6.47576e+39,3.86062e+07,4.65969e+07,2.55621e+07,8.23104e+06,1.59650e+06,1.63517e+05,7.75264e+03,1.94515e+02,2.41512e+06,5.17082e+40,2.56783e+39,1.06818e+39,3.58029e+38,2.56168e+40,6.77092e+39,2.31350e+39,2.44620e+07,2.85781e+07,1.59580e+07,5.35592e+06,1.06462e+06,1.07186e+05,4.88569e+03,1.12548e+02,1.59684e+06,1.41674e+40,1.13482e+39,1.75269e+37,5.87446e+36
gal163,firebox,0.0,5.39845e-01,7.24705e-01,5.99797e-01,6.39113e-01,4.21531e+09,2.95862e+09,7.26746e-01,4.96695e-01,7.70349e-01,5.17021e-01,3.50630e+08,1.80655e+08,4.86630e+02,1.49886e+11,2.27898e+43,4.32145e+43,0,7.59213e-01,7.88933e-01,7.11830e+07,2.07183e+03,2.93591e+03,5.00773e+03,1.42093e+02,3.88946e+02,5.31039e+02,2.91644e+03,4.17778e+03,7.09422e+03,3.70000e+03,4.10000e+03,8.07667e-01,5.96042e-01,4.81715e+00,8.13741e+03,8.15553e+02,8.11002e+02,9.34699e+00,3.07085e+41,5.96132e+40,2.09375e+40,1.84356e+06,2.64034e+06,1.34179e+06,3.37698e+05,4.88612e+04,4.34420e+03,2.31845e+02,7.98940e+00,6.93449e+04,4.38939e+40,9.31875e+39,9.87677e+39,3.31029e+39,3.29931e+40,7.30273e+39,2.55189e+39,3.78260e+05,5.59256e+05,2.74989e+05,6.32842e+04,7.56724e+03,5.04147e+02,2.12437e+01,9.53689e-01,1.09305e+04,5.87000e+39,1.27362e+39,4.35989e+38,1.46124e+38
gal166,firebox,0.0,6.84286e-01,5.10064e-01,4.11802e-01,5.00499e-01,5.89934e+09,7.69733e+09,1.26749e+00,7.15264e-01,1.47711e+00,7.59522e-01,6.35240e+08,4.85037e+08,4.63756e+03,1.46470e+11,1.76626e+43,4.52343e+43,0,1.29500e+00,1.46227e+00,2.15785e+08,3.50165e+03,6.08198e+03,9.58363e+03,5.43314e+02,1.23702e+03,1.78033e+03,3.98141e+03,7.94175e+03,1.19232e+04,4.10000e+03,4.10000e+03,1.56428e+00,9.44927e-01,6.78244e+00,4.72262e+03,3.78291e+02,3.58954e+02,1.09210e+01,1.32050e+41,2.46367e+40,8.54063e+39,1.24186e+07,1.64166e+07,8.56245e+06,2.38885e+06,4.00446e+05,4.09613e+04,2.87341e+03,1.66371e+02,5.99788e+05,5.72366e+40,2.98468e+39,1.59229e+39,5.33672e+38,1.67696e+40,4.09409e+39,1.40644e+39,3.88438e+06,4.91580e+06,2.64093e+06,7.97352e+05,1.47801e+05,1.70789e+04,1.72189e+03,1.31110e+02,2.22454e+05,8.00563e+39,6.42812e+38,1.93184e+37,6.47448e+36
gal161,firebox,0.0,2.91237e-01,8.68709e-01,1.28489e+00,9.00398e-01,8.08134e+09,8.23061e+09,1.03711e+00,5.64602e-01,1.07723e+00,6.22493e-01,1.11337e+09,6.51497e+08,2.35783e+03,1.51191e+11,3.95013e+43,8.92799e+43,0,1.05140e+00,1.06957e+00,2.87117e+08,9.41531e+03,7.54329e+03,1.69586e+04,8.03453e+02,1.18888e+03,1.99233e+03,6.49743e+03,4.90619e+03,1.14036e+04,5.90000e+03,6.50000e+03,1.08701e+00,7.18621e-01,8.65347e+00,6.20184e+03,4.34641e+02,4.30844e+02,1.39514e+01,3.88663e+41,7.79794e+40,2.71632e+40,9.18923e+06,1.29400e+07,6.55303e+06,1.64619e+06,2.29934e+05,1.85167e+04,8.64493e+02,2.92007e+01,3.37058e+05,9.72480e+40,1.07458e+40,6.60861e+39,2.21494e+39,6.50969e+40,1.40262e+40,4.84868e+39,4.82997e+06,6.78079e+06,3.44800e+06,8.74703e+05,1.23898e+05,1.00803e+04,4.65636e+02,1.48635e+01,1.81082e+05,1.93993e+40,1.64281e+39,2.53277e+38,8.48893e+37
gal160,firebox,0.0,3.24837e+00,1.66720e+00,1.81429e+00,1.50325e+00,9.85911e+09,5.34214e+09,6.02158e-01,4.29522e-01,6.36847e-01,4.68373e-01,6.69472e+08,3.58497e+08,8.41784e+02,1.53115e+11,6.21308e+43,1.20950e+44,0,6.15596e-01,6.31810e-01,1.23569e+08,3.90508e+03,3.59874e+03,7.50382e+03,9.22805e+02,1.02680e+03,1.94961e+03,4.05726e+02,8.53899e+02,1.25962e+03,6.50000e+03,7.50000e+03,6.19245e-01,5.22755e-01,9.00159e+00,2.23838e+04,1.89879e+03,1.90033e+03,3.48628e+00,9.99845e+41,1.92870e+41,6.79276e+40,2.90359e+06,3.97854e+06,2.13505e+06,6.16239e+05,1.10511e+05,1.12688e+04,5.95549e+02,2.08360e+01,1.35482e+05,1.07631e+41,2.72891e+40,3.25904e+40,1.09231e+40,6.92816e+40,1.50344e+40,5.27879e+39,2.86797e+05,3.64297e+05,2.04501e+05,6.58629e+04,1.33577e+04,1.36530e+03,6.05205e+01,1.68763e+00,1.66114e+04,7.45661e+39,2.43321e+39,1.89843e+39,6.36288e+38
gal164,firebox,0.0,1.16356e+00,1.20699e+00,1.12130e+00,8.59743e-01,6.69753e+09,9.68480e+09,1.19809e+00,8.55659e-01,1.40184e+00,8.82224e-01,1.10425e+09,7.61554e+08,9.97759e+03,1.47755e+11,3.69226e+43,7.43363e+43,0,1.23798e+00,1.40629e+00,4.19202e+08,6.71898e+03,1.02403e+04,1.69592e+04,7.48198e+02,1.74698e+03,2.49518e+03,1.53643e+04,2.08035e+04,3.61678e+04,3.90000e+03,3.90000e+03,1.54259e+00,1.08691e+00,1.50711e+01,7.09225e+03,2.21169e+02,2.17373e+02,2.14537e+01,2.09856e+41,4.16634e+40,1.44070e+40,2.44719e+07,3.10665e+07,1.66733e+07,4.96945e+06,8.72965e+05,8.49734e+04,4.18049e+03,1.12758e+02,1.30033e+06,7.63671e+40,4.80845e+39,2.02998e+39,6.80368e+38,4.46540e+40,1.19159e+40,4.09636e+39,1.50606e+07,1.83831e+07,1.00971e+07,3.18218e+06,5.88874e+05,5.87148e+04,2.91499e+03,7.49984e+01,8.79008e+05,1.66245e+40,1.83967e+39,7.77678e+37,2.60650e+37
gal167,firebox,0.0,8.35291e-01,6.80725e-01,6.84791e-01,6.49773e-01,5.36942e+09,8.45174e+09,1.40361e+00,7.98710e-01,1.54650e+00,8.50897e-01,9.89452e+08,7.26237e+08,9.40106e+03,1.43764e+11,2.40282e+43,5.29946e+43,0,1.45405e+00,1.55105e+00,3.79248e+08,5.94142e+03,8.26853e+03,1.42099e+04,4.67539e+02,1.18592e+03,1.65346e+03,1.31148e+04,1.45274e+04,2.76421e+04,4.10000e+03,4.30000e+03,1.66602e+00,1.08166e+00,1.24501e+01,5.99650e+03,2.29686e+02,2.23314e+02,1.98210e+01,1.33844e+41,2.65849e+40,9.16694e+39,2.46144e+07,3.10606e+07,1.66533e+07,4.99831e+06,8.82532e+05,8.38764e+04,3.92946e+03,1.03122e+02,1.30517e+06,6.07515e+40,3.22882e+39,1.14104e+39,3.82431e+38,2.92467e+40,7.57345e+39,2.59259e+39,1.78867e+07,2.15362e+07,1.18800e+07,3.81434e+06,7.15465e+05,6.92031e+04,3.10532e+03,7.37770e+01,1.05703e+06,1.37043e+40,1.19937e+39,3.03822e+37,1.01834e+37
gal165,firebox,0.0,5.50613e+00,2.33591e+00,1.84322e+00,1.27110e+00,5.83441e+09,2.63057e+10,2.57453e+00,1.12989e+00,2.64337e+00,1.21294e+00,2.70648e+09,1.86028e+09,2.55304e+05,1.47260e+11,6.40148e+43,1.24246e+44,0,2.62204e+00,2.68454e+00,2.06066e+09,9.20968e+03,1.67888e+04,2.59984e+04,6.12547e+02,2.22201e+03,2.83456e+03,2.77314e+04,3.57263e+04,6.34576e+04,4.50000e+03,4.30000e+03,2.80493e+00,1.59628e+00,2.12533e+01,9.72218e+03,9.79502e+01,9.11593e+01,2.88225e+01,7.29548e+40,1.79804e+40,6.09487e+39,2.79632e+08,2.82356e+08,1.69774e+08,7.08815e+07,1.78015e+07,2.02907e+06,9.80134e+04,2.29193e+03,2.74780e+07,6.27112e+40,2.46173e+39,7.35318e+38,2.46460e+38,2.25810e+40,6.53533e+39,2.20480e+39,2.18839e+08,2.11747e+08,1.30811e+08,5.76000e+07,1.49765e+07,1.73172e+06,8.36914e+04,1.93393e+03,2.30825e+07,1.72508e+40,9.07404e+38,3.09558e+36,1.03753e+36
